LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
R. ALZIRO ZARUR;SÍTIO CERCADO;16;COMERCIO;-25,5294217;-48,5227603
R. JOSÉ MANOEL VOLUZ;PINHEIRINHO;4;INDUSTRIA;-25,5286507;-49,2862228
R. JOSÉ MANOEL VOLUZ;PINHEIRINHO;15;COMERCIO;-25,5286507;-49,2862228
R. IRMÃ MARIA FRANCISCA PAOLINO;SÍTIO CERCADO;16;COMERCIO;-25,5285503;-49,2658523
R. ARY CLAUDINO ZIEMER;PINHEIRINHO;14;INDUSTRIA;-25,5281042;-49,2934548
R. ARY CLAUDINO ZIEMER;PINHEIRINHO;14;COMERCIO;-25,5281042;-49,2934548
R. PAULO SETUBAL;BOQUEIRÃO;21;INDUSTRIA;-25,5280031;-49,2369303
R. PAULO SETUBAL;HAUER;5;INDUSTRIA;-25,5280031;-49,2369303
R. PAULO SETUBAL;ALTO BOQUEIRÃO;21;COMERCIO;-25,5280031;-49,2369303
R. PAULO SETUBAL;BOQUEIRÃO;219;COMERCIO;-25,5280031;-49,2369303
R. PAULO SETUBAL;HAUER;38;COMERCIO;-25,5280031;-49,2369303
R. PROFESSOR JÚLIO THEODORICO GUIMARÃES;PINHEIRINHO;17;COMERCIO;-25,5279052;-49,2724496
R. PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;8;INDUSTRIA;-25,5275945;-49,2400875
R. PASTOR ANTONIO POLITO;BOQUEIRÃO;7;INDUSTRIA;-25,5275945;-49,2400875
R. PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;80;COMERCIO;-25,5275945;-49,2400875
R. PASTOR ANTONIO POLITO;BOQUEIRÃO;16;COMERCIO;-25,5275945;-49,2400875
R. SAID MOHAMAD EL-KHATIB;CIDADE INDUSTRIAL;7;INDUSTRIA;-25,527174;-49,3161711
R. PROFESSORA EDMEE NEAL ALGOUVER;ALTO BOQUEIRÃO;4;INDUSTRIA;-25,5271656;-49,2311477
R. PROFESSORA EDMEE NEAL ALGOUVER;ALTO BOQUEIRÃO;28;COMERCIO;-25,5271656;-49,2311477
R. FRANCISCO CECCON;ALTO BOQUEIRÃO;5;INDUSTRIA;-25,5269702;-49,2466554
R. IZAAC FERREIRA DA CRUZ;PINHEIRINHO;3;INDUSTRIA;-25,5269142;-49,2931525
R. IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;16;INDUSTRIA;-25,5269142;-49,2931525
R. IZAAC FERREIRA DA CRUZ;***;14;COMERCIO;-25,5269142;-49,2931525
R. IZAAC FERREIRA DA CRUZ;ALTO BOQUEIRÃO;27;COMERCIO;-25,5269142;-49,2931525
R. IZAAC FERREIRA DA CRUZ;PINHEIRINHO;76;COMERCIO;-25,5269142;-49,2931525
R. IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;437;COMERCIO;-25,5269142;-49,2931525
R. JOÃO ELOY DE SOUZA;SÍTIO CERCADO;3;INDUSTRIA;-25,5269106;-49,2654022
R. JOSÉ BRUM;XAXIM;3;INDUSTRIA;-25,5268046;-49,2531094
R. PADRE RAFAEL JOSÉ KALINOWSKI;PINHEIRINHO;8;INDUSTRIA;-25,5265261;-49,2759024
R. PADRE RAFAEL JOSÉ KALINOWSKI;PINHEIRINHO;17;COMERCIO;-25,5265261;-49,2759024
R. GENERAL RAUL DA CUNHA BELLO;PINHEIRINHO;15;COMERCIO;-25,5263978;-49,2999126
R. JOÃO LAERTES BOCHNIA;PINHEIRINHO;14;COMERCIO;-25,5262526;-49,2922942
R. GERALDO WARKENTIN;ALTO BOQUEIRÃO;3;INDUSTRIA;-25,5259883;-49,2366735
R. HUMBERTO ZANATO;PINHEIRINHO;14;COMERCIO;-25,5258521;-49,287094
R. MARANHÃO;PORTÃO;25;COMERCIO;-25,5254761;-49,28579
R. MARANHÃO;ÁGUA VERDE;19;COMERCIO;-25,5254761;-49,28579
R. EMANOEL VOLUZ;PINHEIRINHO;3;INDUSTRIA;-25,5253449;-49,2921292
R. EMANOEL VOLUZ;PINHEIRINHO;22;COMERCIO;-25,5253449;-49,2921292
R. CASCAVEL;ALTO BOQUEIRÃO;5;INDUSTRIA;-25,5250506;-49,2409671
R. CASCAVEL;BOQUEIRÃO;16;INDUSTRIA;-25,5250506;-49,2409671
R. CASCAVEL;ALTO BOQUEIRÃO;22;COMERCIO;-25,5250506;-49,2409671
R. CASCAVEL;BOQUEIRÃO;136;COMERCIO;-25,5250506;-49,2409671
R. SÃO JANUÁRIO;JARDIM BOTÂNICO;15;COMERCIO;-25,5249554;-49,2286881
R. TRINTA E UM DE MARÇO;PINHEIRINHO;15;COMERCIO;-25,5247889;-49,3011595
R. NAIR FERRAZ CAZELLATO;ALTO BOQUEIRÃO;5;INDUSTRIA;-25,5242114;-49,2264415
R. MANOEL RIBEIRO DE MACEDO;PINHEIRINHO;14;COMERCIO;-25,5241917;-49,2716374
R. VICTOR MODESTO DE OLIVEIRA;PINHEIRINHO;13;COMERCIO;-25,5240766;-49,2899305
R. JANUÁRIO ALVES DE SOUZA;BOQUEIRÃO;27;COMERCIO;-25,5240368;-49,2291397
R. DURVAL JUNGLES;PINHEIRINHO;5;INDUSTRIA;-25,5237039;-49,2922478
R. DURVAL JUNGLES;PINHEIRINHO;13;COMERCIO;-25,5237039;-49,2922478
R. ABRÃO JAK DUCK;XAXIM;3;INDUSTRIA;-25,5234903;-49,2637097
R. ANGELINA LEGAT PASINI;ALTO BOQUEIRÃO;9;INDUSTRIA;-25,5232708;-49,2323258
R. ANGELINA LEGAT PASINI;ALTO BOQUEIRÃO;22;COMERCIO;-25,5232708;-49,2323258
R. DOUTOR DANILO GOMES;BOQUEIRÃO;12;INDUSTRIA;-25,5230387;-49,24445
R. DOUTOR DANILO GOMES;BOQUEIRÃO;55;COMERCIO;-25,5230387;-49,24445
R. BOM PASTOR;ALTO BOQUEIRÃO;18;COMERCIO;-25,5226994;-49,251875
R. LEONARDO PIANOWSKI;PINHEIRINHO;10;INDUSTRIA;-25,5224719;-49,3041129
R. LEONARDO PIANOWSKI;PINHEIRINHO;19;COMERCIO;-25,5224719;-49,3041129
R. WIEGANDO OLSEN;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5223202;-49,3338867
R. HÉLIO DIRCEU WOITIKIW;PINHEIRINHO;3;INDUSTRIA;-25,5222492;-49,2923337
R. HÉLIO DIRCEU WOITIKIW;PINHEIRINHO;13;COMERCIO;-25,5222492;-49,2923337
R. DA CONSTITUIÇÃO;PINHEIRINHO;3;INDUSTRIA;-25,5222413;-49,3007726
R. CID MARCONDES DE ALBUQUERQUE;PINHEIRINHO;9;INDUSTRIA;-25,521903;-49,2718229
R. CID MARCONDES DE ALBUQUERQUE;PINHEIRINHO;141;COMERCIO;-25,521903;-49,2718229
R. JOÃO BATISTA ZAGONEL PASSOS;XAXIM;3;INDUSTRIA;-25,5215442;-49,261205
R. JOÃO BATISTA ZAGONEL PASSOS;XAXIM;33;COMERCIO;-25,5215442;-49,261205
R. ENGENHEIRO JOÃO BLEY FILHO;PINHEIRINHO;13;INDUSTRIA;-25,5214524;-49,2876591
R. ENGENHEIRO JOÃO BLEY FILHO;PINHEIRINHO;70;COMERCIO;-25,5214524;-49,2876591
R. AFFONSO RAINOLDO KUHN;PINHEIRINHO;3;INDUSTRIA;-25,521249;-49,2776075
R. JOAQUIM SIMÕES;PINHEIRINHO;3;INDUSTRIA;-25,5211892;-49,2963037
R. JOAQUIM SIMÕES;PINHEIRINHO;30;COMERCIO;-25,5211892;-49,2963037
R. MAX SCHUBERT;ALTO BOQUEIRÃO;18;COMERCIO;-25,5210874;-49,2522092
R. JOSÉ OSIRES BAGLIOLI;XAXIM;3;INDUSTRIA;-25,5210284;-49,2792737
R. JOSÉ OSIRES BAGLIOLI;PINHEIRINHO;15;COMERCIO;-25,5210284;-49,2792737
R. JORGE COLERAUS BARBOSA;PINHEIRINHO;3;INDUSTRIA;-25,5209707;-49,2900918
R. PADRE ESTANISLAU TRZEBIATOWSKI;ALTO BOQUEIRÃO;3;INDUSTRIA;-25,5209119;-49,2331554
R. PADRE ESTANISLAU TRZEBIATOWSKI;ALTO BOQUEIRÃO;15;COMERCIO;-25,5209119;-49,2331554
R. HELENA C S CORREA;PINHEIRINHO;6;INDUSTRIA;-25,5208702;-49,2838118
R. HELENA C S CORREA;PINHEIRINHO;20;COMERCIO;-25,5208702;-49,2838118
R. ABRÃO MANSUR;PINHEIRINHO;3;INDUSTRIA;-25,5207787;-49,2748727
R. ANTONIO SKREPEC;PINHEIRINHO;4;INDUSTRIA;-25,5203977;-49,2844224
R. DAVID TOWS;SÍTIO CERCADO;12;INDUSTRIA;-25,5203434;-49,2613497
R. DAVID TOWS;XAXIM;11;INDUSTRIA;-25,5203434;-49,2613497
R. DAVID TOWS;SÍTIO CERCADO;85;COMERCIO;-25,5203434;-49,2613497
R. DAVID TOWS;XAXIM;52;COMERCIO;-25,5203434;-49,2613497
R. JUAREZ ANTONIO MATTEI;XAXIM;3;INDUSTRIA;-25,5202296;-49,2659708
R. JULIO HOOG;XAXIM;3;INDUSTRIA;-25,5197778;-49,2661027
R. DOUTOR PEDRO ZAVASKI;PINHEIRINHO;19;COMERCIO;-25,5195884;-49,273917
R. ALBERTO KOSOP;PINHEIRINHO;21;COMERCIO;-25,5194234;-49,2945168
R. SÃO FRANCISCO DE SALES;ALTO BOQUEIRÃO;20;COMERCIO;-25,5193372;-49,2531518
R. BRIGADEIRO EDUARDO GOMES;PINHEIRINHO;3;INDUSTRIA;-25,5191161;-49,2867489
R. PROFESSOR JOÃO DUCK FILHO;XAXIM;3;INDUSTRIA;-25,5190754;-49,2663011
R. PROFESSOR JOÃO DUCK FILHO;XAXIM;25;COMERCIO;-25,5190754;-49,2663011
R. JOÃO CHEDE;CIDADE INDUSTRIAL;22;INDUSTRIA;-25,5189367;-49,3236494
R. JOÃO CHEDE;CIDADE INDUSTRIAL;15;COMERCIO;-25,5189367;-49,3236494
R. MÁRIO GOMES CÉZAR;PINHEIRINHO;5;INDUSTRIA;-25,5186898;-49,3007143
R. MÁRIO GOMES CÉZAR;PINHEIRINHO;68;COMERCIO;-25,5186898;-49,3007143
R. VISCONDE DE NACAR;CENTRO;5;INDUSTRIA;-25,5186627;-48,5049173
R. VISCONDE DE NACAR;***;16;COMERCIO;-25,5186627;-48,5049173
R. VISCONDE DE NACAR;CENTRO;93;COMERCIO;-25,5186627;-48,5049173
R. VISCONDE DE NACAR;MERCÊS;14;COMERCIO;-25,5186627;-48,5049173
R. VISCONDE DE NACAR;SÃO FRANCISCO;35;COMERCIO;-25,5186627;-48,5049173
R. ORESTES CODEGA;PINHEIRINHO;8;INDUSTRIA;-25,518584;-49,3084411
R. ORESTES CODEGA;PINHEIRINHO;39;COMERCIO;-25,518584;-49,3084411
R. JOAO KASDORF;XAXIM;20;COMERCIO;-25,5183787;-49,266475
R. JOSÉ RODRIGUES PINHEIRO;CAPÃO RASO;8;INDUSTRIA;-25,5183307;-49,3215792
R. JOSÉ RODRIGUES PINHEIRO;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5183307;-49,3215792
R. JOSÉ RODRIGUES PINHEIRO;CAPÃO RASO;52;COMERCIO;-25,5183307;-49,3215792
R. JOSÉ RODRIGUES PINHEIRO;CIDADE INDUSTRIAL;13;COMERCIO;-25,5183307;-49,3215792
R. JOSE MOLENDA;XAXIM;14;COMERCIO;-25,5182646;-49,2717151
R. MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;8;INDUSTRIA;-25,5179261;-49,2300255
R. MAESTRO CARLOS FRANK;BOQUEIRÃO;17;INDUSTRIA;-25,5179261;-49,2300255
R. MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;139;COMERCIO;-25,5179261;-49,2300255
R. MAESTRO CARLOS FRANK;BOQUEIRÃO;105;COMERCIO;-25,5179261;-49,2300255
R. JOAQUIM DE FREITAS;BOQUEIRÃO;6;INDUSTRIA;-25,5177546;-49,2241746
R. MARTINIANO CECCON PAROLIN;XAXIM;4;INDUSTRIA;-25,5177435;-49,2745292
R. RUBEM BERTA;PINHEIRINHO;3;INDUSTRIA;-25,5176829;-49,2941073
R. RUBEM BERTA;PINHEIRINHO;34;COMERCIO;-25,5176829;-49,2941073
R. TENENTE ANTÔNIO PUPO;XAXIM;4;INDUSTRIA;-25,5176802;-49,2666848
R. TENENTE ANTÔNIO PUPO;XAXIM;21;COMERCIO;-25,5176802;-49,2666848
R. VEREADOR AURELINO MADER GONÇALVES;XAXIM;15;COMERCIO;-25,5176802;-49,2666848
R. DOUTOR BLEY ZORNIG;BOQUEIRÃO;17;INDUSTRIA;-25,517271;-49,2393175
R. DOUTOR BLEY ZORNIG;BOQUEIRÃO;197;COMERCIO;-25,517271;-49,2393175
R. TENENTE CORONEL VILAGRAN CABRITA;ALTO BOQUEIRÃO;5;INDUSTRIA;-25,5172497;-49,2366963
R. TENENTE CORONEL VILAGRAN CABRITA;BOQUEIRÃO;7;INDUSTRIA;-25,5172497;-49,2366963
R. TENENTE CORONEL VILAGRAN CABRITA;ALTO BOQUEIRÃO;21;COMERCIO;-25,5172497;-49,2366963
R. TENENTE CORONEL VILAGRAN CABRITA;BOQUEIRÃO;41;COMERCIO;-25,5172497;-49,2366963
R. OLINDO SEQUINEL;PINHEIRINHO;13;COMERCIO;-25,5170827;-49,3061637
R. MANOEL VALDOMIRO DE MACEDO;CIDADE INDUSTRIAL;6;INDUSTRIA;-25,5168979;-49,3249164
R. ARTHUR MANOEL IWERSEN;ALTO BOQUEIRÃO;6;INDUSTRIA;-25,5164718;-49,2384734
R. ARTHUR MANOEL IWERSEN;BOQUEIRÃO;9;INDUSTRIA;-25,5164718;-49,2384734
R. ARTHUR MANOEL IWERSEN;ALTO BOQUEIRÃO;19;COMERCIO;-25,5164718;-49,2384734
R. ARTHUR MANOEL IWERSEN;BOQUEIRÃO;34;COMERCIO;-25,5164718;-49,2384734
R. LUCIANO PIUZZI;PINHEIRINHO;3;INDUSTRIA;-25,5164349;-49,287303
R. REINALDO STOCCO;PINHEIRINHO;29;COMERCIO;-25,5164349;-49,287303
R. ZONARDY RIBAS;BOQUEIRÃO;3;INDUSTRIA;-25,5163545;-49,2315804
R. ZONARDY RIBAS;BOQUEIRÃO;21;COMERCIO;-25,5163545;-49,2315804
R. JAIME RODRIGUES DA ROCHA;CAPÃO RASO;4;INDUSTRIA;-25,5161712;-49,3043876
R. JAIME RODRIGUES DA ROCHA;CAPÃO RASO;43;COMERCIO;-25,5161712;-49,3043876
R. PASTOR CARLOS FRANK;BOQUEIRÃO;14;INDUSTRIA;-25,5161268;-49,231012
R. PASTOR CARLOS FRANK;BOQUEIRÃO;73;COMERCIO;-25,5161268;-49,231012
R. ANTONIO DE CRISTO;ATUBA;3;INDUSTRIA;-25,5157438;-49,2842913
R. JOÃO BARBOSA DE ALMEIDA;XAXIM;3;INDUSTRIA;-25,5156369;-49,267287
R. SIGFREDO DAY;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,5154687;-49,3156045
R. DOUTOR HELENO DA SILVEIRA;BOQUEIRÃO;3;INDUSTRIA;-25,5154321;-49,2347341
R. DOUTOR HELENO DA SILVEIRA;BOQUEIRÃO;13;COMERCIO;-25,5154321;-49,2347341
R. BATISTA DA COSTA;PINHEIRINHO;5;INDUSTRIA;-25,5151988;-49,279437
R. BATISTA DA COSTA;PINHEIRINHO;25;COMERCIO;-25,5151988;-49,279437
R. LEON NICOLAS;CAPÃO RASO;7;INDUSTRIA;-25,51511;-49,2939409
R. LEON NICOLAS;CAPÃO RASO;35;COMERCIO;-25,51511;-49,2939409
R. JOSÉ ANTUNES FERREIRA;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,5151039;-49,3173844
R. DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,5148056;-49,328943
RUA DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,5148056;-49,328943
DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;15;COMERCIO;-25,5148056;-49,328943
Desembargador Cid Campelo;Cidade Industrial;30;COMERCIO;-25,5148056;-49,328943
R. DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;68;COMERCIO;-25,5148056;-49,328943
RUA DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;101;COMERCIO;-25,5148056;-49,328943
R. ANGELINA TURESSO CAVALIM;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5145843;-49,3258214
R. DOUTOR WALDEMIRO PEREIRA;CAPÃO RASO;6;INDUSTRIA;-25,5144881;-49,3043802
R. DOUTOR WALDEMIRO PEREIRA;CAPÃO RASO;22;COMERCIO;-25,5144881;-49,3043802
R. ZEFERINO DA COSTA;XAXIM;5;INDUSTRIA;-25,5143009;-49,2787
R. ODENIR SILVEIRA;XAXIM;4;INDUSTRIA;-25,5142434;-49,2745145
R. CATHARINA JORGE MANSUR;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5140094;-49,3329168
R. JOSÉ JOÃO FERREIRA DE LIMA;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5139802;-49,33182
R. JOAQUIM THEODORO PORTUGAL;XAXIM;14;COMERCIO;-25,5139267;-49,2760312
R. CRISTIANO STROBEL;ALTO BOQUEIRÃO;3;INDUSTRIA;-25,5136865;-49,2514539
R. CRISTIANO STROBEL;BOQUEIRÃO;11;INDUSTRIA;-25,5136865;-49,2514539
R. CRISTIANO STROBEL;XAXIM;8;INDUSTRIA;-25,5136865;-49,2514539
R. CRISTIANO STROBEL;ALTO BOQUEIRÃO;22;COMERCIO;-25,5136865;-49,2514539
R. CRISTIANO STROBEL;BOQUEIRÃO;40;COMERCIO;-25,5136865;-49,2514539
R. CRISTIANO STROBEL;XAXIM;34;COMERCIO;-25,5136865;-49,2514539
R. FÁTIMA BARK;CAPÃO RASO;3;INDUSTRIA;-25,5136205;-49,3007673
R. FÁTIMA BARK;CAPÃO RASO;31;COMERCIO;-25,5136205;-49,3007673
R. FÁTIMA BARK;PINHEIRINHO;15;COMERCIO;-25,5136205;-49,3007673
R. OMAR RAYMUNDO PICHETH;XAXIM;22;INDUSTRIA;-25,5136079;-49,2719825
R. OMAR RAYMUNDO PICHETH;XAXIM;148;COMERCIO;-25,5136079;-49,2719825
R. IRMÃ MARIA LEONTINA DE ASSIS;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5132953;-49,3297828
R. FRANCISCO DE CAMARGO PINTO;CAPÃO RASO;4;INDUSTRIA;-25,5128356;-49,3026315
R. FRANCISCO DE CAMARGO PINTO;PINHEIRINHO;3;INDUSTRIA;-25,5128356;-49,3026315
R. JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;7;INDUSTRIA;-25,5128356;-49,3026315
R. FRANCISCO DE CAMARGO PINTO;CAPÃO RASO;17;COMERCIO;-25,5128356;-49,3026315
R. FRANCISCO DE CAMARGO PINTO;PINHEIRINHO;13;COMERCIO;-25,5128356;-49,3026315
R. JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;18;COMERCIO;-25,5128356;-49,3026315
R. BASÍLIO FUCK;XAXIM;4;INDUSTRIA;-25,5128172;-49,2652183
R. BASÍLIO FUCK;XAXIM;25;COMERCIO;-25,5128172;-49,2652183
R. GENERAL THEODORICO GONÇALVES GUIMARÃES;XAXIM;19;COMERCIO;-25,5125438;-49,2562984
R. LORICEIA ANTONELLO;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,5123596;-49,3285197
R. DOUTOR ARIELLY SOARES DA SILVA;BOQUEIRÃO;15;COMERCIO;-25,5122848;-49,2433384
R. PEDRO SIEMENS;XAXIM;5;INDUSTRIA;-25,5122558;-49,2662323
R. JORGE DANIEL CORDEIRO;XAXIM;3;INDUSTRIA;-25,5122302;-49,2740987
R. WILLIAM BOOTH;BOQUEIRÃO;50;INDUSTRIA;-25,5121824;-49,2211986
R. WILLIAM BOOTH;BOQUEIRÃO;160;COMERCIO;-25,5121824;-49,2211986
R. DOUTORA WANDA DE AGUIAR HORTA;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5120946;-49,3280126
R. TEODOMIRO FURTADO;XAXIM;21;COMERCIO;-25,5120623;-49,27269874
R. PEDRO WIELER;XAXIM;10;INDUSTRIA;-25,512056;-49,2654152
R. PEDRO WIELER;XAXIM;28;COMERCIO;-25,512056;-49,2654152
R. JOÃO RODRIGUES PINHEIRO;CAPÃO RASO;30;COMERCIO;-25,5120477;-49,3026918
R. ANGÉLICA MARIA TABORDA SANTOS;BOQUEIRÃO;14;COMERCIO;-25,511821;-49,2421736
R. DOUTOR ANTONIO GOMES;XAXIM;3;INDUSTRIA;-25,511766;-49,2499367
R. DOUTOR ANTONIO GOMES;XAXIM;20;COMERCIO;-25,511766;-49,2499367
R. BARÃO DE SANTO ANGELO;XAXIM;13;INDUSTRIA;-25,5116635;-49,2783927
R. BARÃO DE SANTO ANGELO;XAXIM;40;COMERCIO;-25,5116635;-49,2783927
R. CEZINANDO DIAS PAREDES;BOQUEIRÃO;29;INDUSTRIA;-25,5116029;-49,2197549
R. CEZINANDO DIAS PAREDES;BOQUEIRÃO;45;COMERCIO;-25,5116029;-49,2197549
R. GEORGINO PIOLI RIBEIRO;XAXIM;3;INDUSTRIA;-25,5113847;-49,2694098
R. DOLORES DURAN;XAXIM;3;INDUSTRIA;-25,5112117;-49,2756361
R. MARECHAL RONDON;CAPÃO RASO;28;COMERCIO;-25,5111883;-49,3027173
R. CAPITÃO ARGEMIRO MONTEIRO WANDERLEY;CAPÃO RASO;4;INDUSTRIA;-25,5111859;-49,3092914
R. CAPITÃO ARGEMIRO MONTEIRO WANDERLEY;CAPÃO RASO;24;COMERCIO;-25,5111859;-49,3092914
R. VALENTIN DEDA;CAPÃO RASO;24;COMERCIO;-25,5111198;-49,3120656
R. LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5109569;-49,3263547
R. LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;71;COMERCIO;-25,5109569;-49,3263547
R. CONSTANTINO JOSÉ DE ALMEIDA;XAXIM;15;COMERCIO;-25,5109444;-49,2675507
R. DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,5105418;-49,3262167
R. DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;13;COMERCIO;-25,5105418;-49,3262167
R. FRANCISCO LOURENÇO JOHNSCHER;BOQUEIRÃO;21;COMERCIO;-25,5104032;-49,2386133
R. ATILIO BRUNETTI;CAPÃO RASO;7;INDUSTRIA;-25,5102694;-49,299059
R. ATILIO BRUNETTI;PINHEIRINHO;3;INDUSTRIA;-25,5102694;-49,299059
R. ATILIO BRUNETTI;CAPÃO RASO;35;COMERCIO;-25,5102694;-49,299059
R. ATILIO BRUNETTI;PINHEIRINHO;15;COMERCIO;-25,5102694;-49,299059
R. MARECHAL OCTÁVIO SALDANHA MAZZA;CAPÃO RASO;4;INDUSTRIA;-25,5102466;-49,2973539
R. MARECHAL OCTÁVIO SALDANHA MAZZA;PINHEIRINHO;3;INDUSTRIA;-25,5102466;-49,2973539
R. MARECHAL OCTÁVIO SALDANHA MAZZA;CAPÃO RASO;25;COMERCIO;-25,5102466;-49,2973539
R. TORQUATO TASSO;XAXIM;4;INDUSTRIA;-25,5101169;-49,2838968
R. EDMUNDO DE AMICIS;XAXIM;4;INDUSTRIA;-25,5096709;-49,2779264
R. NELSON DEIP;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,5096338;-49,3211164
R. NOSSA SENHORA DO PERPÉTUO SOCORRO;CAPÃO RASO;7;INDUSTRIA;-25,5094296;-49,3008579
R. JOSÉ GUERCHESKI;BOQUEIRÃO;6;INDUSTRIA;-25,5092746;-49,2194847
R. LOTHÁRIO BOUTIN;PINHEIRINHO;4;INDUSTRIA;-25,5090895;-49,2918462
R. LOTHÁRIO BOUTIN;PINHEIRINHO;33;COMERCIO;-25,5090895;-49,2918462
R. DIOGO MUGIATTI;BOQUEIRÃO;19;INDUSTRIA;-25,5089199;-49,2241832
R. DIOGO MUGIATTI;BOQUEIRÃO;64;COMERCIO;-25,5089199;-49,2241832
R. ANTONIO ZAK;ALTO BOQUEIRÃO;4;INDUSTRIA;-25,5087494;-49,2717147
R. PROFESSOR LAURO ZAK;XAXIM;4;INDUSTRIA;-25,5087494;-49,2717147
R. ANTONIO ZAK;ALTO BOQUEIRÃO;20;COMERCIO;-25,5087494;-49,2717147
R. PROFESSOR LAURO ZAK;XAXIM;15;COMERCIO;-25,5087494;-49,2717147
R. DESEMBARGADOR JOÃO ANTONIO DE BARROS JÚNIOR;XAXIM;3;INDUSTRIA;-25,5086265;-49,2794741
R. JORGE WENDLER;XAXIM;15;COMERCIO;-25,5082873;-49,2594233
R. SCHIRLEI SOLANGE MANTOVANI;CIDADE INDUSTRIAL;13;COMERCIO;-25,508011;-49,3274192
R. IRMÃ MARIA PINHEIRO ARAUJO;BOQUEIRÃO;7;INDUSTRIA;-25,5078489;-49,2159224
R. IRMÃ MARIA PINHEIRO ARAUJO;BOQUEIRÃO;18;COMERCIO;-25,5078489;-49,2159224
R. OURO VERDE;CAPÃO RASO;3;INDUSTRIA;-25,5076966;-49,3008953
R. OURO VERDE;CAPÃO RASO;26;COMERCIO;-25,5076966;-49,3008953
R. CORONEL JOSÉ LEAL FONTOURA;XAXIM;4;INDUSTRIA;-25,5075487;-49,2597842
R. CORONEL JOSÉ LEAL FONTOURA;XAXIM;13;COMERCIO;-25,5075487;-49,2597842
R. DESEMBARGADOR ANTÔNIO DE PAULA;BOQUEIRÃO;24;INDUSTRIA;-25,5071471;-49,2250907
R. DESEMBARGADOR ANTÔNIO DE PAULA;BOQUEIRÃO;165;COMERCIO;-25,5071471;-49,2250907
R. DOUTOR LAURINDO ABELARDO DE BRITO;BOQUEIRÃO;3;INDUSTRIA;-25,5070089;-49,2192871
R. DOUTOR LAURINDO ABELARDO DE BRITO;BOQUEIRÃO;15;COMERCIO;-25,5070089;-49,2192871
R. LAUDELINO FERREIRA LOPES;CAPÃO RASO;6;INDUSTRIA;-25,5068987;-49,3045659
R. LAUDELINO FERREIRA LOPES;NOVO MUNDO;3;INDUSTRIA;-25,5068987;-49,3045659
R. LAUDELINO FERREIRA LOPES;CAPÃO RASO;47;COMERCIO;-25,5068987;-49,3045659
R. LAUDELINO FERREIRA LOPES;NOVO MUNDO;13;COMERCIO;-25,5068987;-49,3045659
R. LAUDELINO FERREIRA LOPES;PINHEIRINHO;28;COMERCIO;-25,5068987;-49,3045659
R. DESEMBARGADOR ERNANI GUARITA CARTAXO;CAPÃO RASO;7;INDUSTRIA;-25,5068526;-49,3009136
R. DESEMBARGADOR ERNANI GUARITA CARTAXO;CAPÃO RASO;20;COMERCIO;-25,5068526;-49,3009136
R. IRENO MARCHESINI;BOQUEIRÃO;10;INDUSTRIA;-25,5065279;-49,2180385
R. IRENO MARCHESINI;BOQUEIRÃO;21;COMERCIO;-25,5065279;-49,2180385
R. LAURO TAVARES RODRIGUES;XAXIM;25;COMERCIO;-25,5064231;-49,2594684
R. ELOI ORESTES ZEGLIN;PINHEIRINHO;15;COMERCIO;-25,5062931;-49,2907031
R. DAS CARMELITAS;BOQUEIRÃO;52;INDUSTRIA;-25,5062799;-49,2283548
R. DAS CARMELITAS;HAUER;10;INDUSTRIA;-25,5062799;-49,2283548
R. DAS CARMELITAS;BOQUEIRÃO;182;COMERCIO;-25,5062799;-49,2283548
R. DAS CARMELITAS;HAUER;25;COMERCIO;-25,5062799;-49,2283548
