LOGRADOURO;BAIRRO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
R. MARQUÊS DO PARANÁ;ÁGUA VERDE;22;COMERCIO;-25,4615537;-49,2869949
R. NITEROI;CAJURU;8;INDUSTRIA;-25,4613869;-49,2089643
R. NITEROI;CAJURU;31;COMERCIO;-25,4613869;-49,2089643
R. PROFESSOR ULISSES VIEIRA;PORTÃO;4;INDUSTRIA;-25,4613534;-49,2940873
R. PROFESSOR ULISSES VIEIRA;SANTA QUITÉRIA;4;INDUSTRIA;-25,4613534;-49,2940873
R. PROFESSOR ULISSES VIEIRA;VILA IZABEL;6;INDUSTRIA;-25,4613534;-49,2940873
R. PROFESSOR ULISSES VIEIRA;PORTÃO;40;COMERCIO;-25,4613534;-49,2940873
R. PROFESSOR ULISSES VIEIRA;SANTA QUITÉRIA;48;COMERCIO;-25,4613534;-49,2940873
R. PROFESSOR ULISSES VIEIRA;VILA IZABEL;36;COMERCIO;-25,4613534;-49,2940873
R. REINALDO PAZELLO;SANTA QUITÉRIA;4;INDUSTRIA;-25,4613448;-49,3110112
R. REINALDO PAZELLO;SANTA QUITÉRIA;20;COMERCIO;-25,4613448;-49,3110112
R. BAHIA;GUAÍRA;3;INDUSTRIA;-25,4613389;-49,2738785
R. BAHIA;GUAÍRA;13;COMERCIO;-25,4613389;-49,2738785
R. PALMEIRAS;ÁGUA VERDE;3;INDUSTRIA;-25,4612397;-49,2841947
R. PALMEIRAS;ÁGUA VERDE;35;COMERCIO;-25,4612397;-49,2841947
R. RENATO POLATTI;CAMPO COMPRIDO;40;COMERCIO;-25,4609631;-49,3278995
R. TAMOIOS;PORTÃO;13;COMERCIO;-25,4609386;-49,2966346
R. TAMOIOS;VILA IZABEL;33;COMERCIO;-25,4609386;-49,2966346
R. EUGENIO PAROLIN;PAROLIN;4;INDUSTRIA;-25,4607677;-49,2584829
R. PROFESSOR JOÃO DOETZER;JARDIM DAS AMÉRICAS;6;INDUSTRIA;-25,4607452;-49,2237066
R. PROFESSOR JOÃO DOETZER;JARDIM DAS AMÉRICAS;70;COMERCIO;-25,4607452;-49,2237066
R. TABAJARAS;VILA IZABEL;6;INDUSTRIA;-25,460696;-49,2978986
R. TABAJARAS;VILA IZABEL;18;COMERCIO;-25,460696;-49,2978986
R. JOÃO DEMBINSKI;CIDADE INDUSTRIAL;13;INDUSTRIA;-25,4604343;-49,3451625
João Dembinski;Cidade Industrial;14;COMERCIO;-25,4604343;-49,3451625
R. JOÃO DEMBINSKI;CIDADE INDUSTRIAL;156;COMERCIO;-25,4604343;-49,3451625
RUA JOÃO DEMBINSKI;CIDADE INDUSTRIAL;18;COMERCIO;-25,4604343;-49,3451625
R. DOM PEDRO I;ÁGUA VERDE;6;INDUSTRIA;-25,4603262;-49,2798223
R. DOM PEDRO I;ÁGUA VERDE;36;COMERCIO;-25,4603262;-49,2798223
R. PROFESSOR ASSIS GONÇALVES;ÁGUA VERDE;8;INDUSTRIA;-25,4602462;-49,2837609
R. PROFESSOR ASSIS GONÇALVES;ÁGUA VERDE;36;COMERCIO;-25,4602462;-49,2837609
R. MACEIÓ;CAJURU;8;INDUSTRIA;-25,4602438;-49,2081035
R. MACEIÓ;CAJURU;25;COMERCIO;-25,4602438;-49,2081035
R. ARACAJU;CAJURU;7;INDUSTRIA;-25,4602118;-49,210593
R. ARACAJU;CAJURU;38;COMERCIO;-25,4602118;-49,210593
R. PROFESSOR SEBASTIÃO PARANÁ;VILA IZABEL;5;INDUSTRIA;-25,4601394;-49,294228
R. PROFESSOR SEBASTIÃO PARANÁ;VILA IZABEL;26;COMERCIO;-25,4601394;-49,294228
R. LUIZ TRAMONTIN;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4600295;-49,3402332
R. LUIZ TRAMONTIN;CAMPO COMPRIDO;14;COMERCIO;-25,4600295;-49,3402332
R. LUIZ TRAMONTIN;CIDADE INDUSTRIAL;31;COMERCIO;-25,4600295;-49,3402332
RUA LUIZ TRAMONTIN;CIDADE INDUSTRIAL;17;COMERCIO;-25,4600295;-49,3402332
R. DA DIVINA PROVIDÊNCIA;SANTA QUITÉRIA;21;COMERCIO;-25,460022;-49,3101692
R. HERBERT NEAL;SANTA QUITÉRIA;3;INDUSTRIA;-25,4600064;-49,316762
R. HERBERT NEAL;SANTA QUITÉRIA;24;COMERCIO;-25,4600064;-49,316762
R. LUIZ FRANÇA;CAJURU;20;INDUSTRIA;-25,4599614;-49,2157649
R. LUIZ FRANÇA;CAJURU;145;COMERCIO;-25,4599614;-49,2157649
R. CURUPAITIS;PORTÃO;4;INDUSTRIA;-25,4599325;-49,3062333
R. CURUPAITIS;SANTA QUITÉRIA;4;INDUSTRIA;-25,4599325;-49,3062333
R. CURUPAITIS;PORTÃO;19;COMERCIO;-25,4599325;-49,3062333
R. CURUPAITIS;SANTA QUITÉRIA;50;COMERCIO;-25,4599325;-49,3062333
AV. MARECHAL FLORIANO PEIXOTO;BOQUEIRÃO;19;INDUSTRIA;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;CENTRO;6;INDUSTRIA;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;HAUER;4;INDUSTRIA;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;PAROLIN;4;INDUSTRIA;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;PRADO VELHO;4;INDUSTRIA;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;BOQUEIRÃO;521;COMERCIO;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;CENTRO;256;COMERCIO;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;HAUER;746;COMERCIO;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;PAROLIN;69;COMERCIO;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;PRADO VELHO;86;COMERCIO;-25,4598573;-49,2577589
AV. MARECHAL FLORIANO PEIXOTO;REBOUÇAS;100;COMERCIO;-25,4598573;-49,2577589
R. DOUTOR CARVALHO CHAVES;PAROLIN;3;INDUSTRIA;-25,4597885;-49,2589441
R. DOUTOR CARVALHO CHAVES;PAROLIN;29;COMERCIO;-25,4597885;-49,2589441
R. PAULO DE FRONTIN;CAJURU;18;COMERCIO;-25,4596516;-49,2146327
R. JOÃO ANTÔNIO XAVIER;ÁGUA VERDE;4;INDUSTRIA;-25,4593801;-49,2719538
R. SANTO INÁCIO DE LOYOLA;GUABIROTUBA;13;COMERCIO;-25,4593697;-49,2409561
R. MÁRIO ZANLORENZI;CAMPO COMPRIDO;3;INDUSTRIA;-25,4591286;-49,3248578
R. MÁRIO ZANLORENZI;CAMPO COMPRIDO;17;COMERCIO;-25,4591286;-49,3248578
R. ALMIR NELSON DE ALMEIDA;CAMPO COMPRIDO;16;COMERCIO;-25,4588713;-49,3291129
R. PARINTINS;VILA IZABEL;5;INDUSTRIA;-25,4588393;-49,2948626
R. PARINTINS;VILA IZABEL;21;COMERCIO;-25,4588393;-49,2948626
R. PROFESSOR LUIZ CESAR;ÁGUA VERDE;18;COMERCIO;-25,4588296;-49,280415
R. MAJOR FRANÇA GOMES;SANTA QUITÉRIA;3;INDUSTRIA;-25,4588126;-49,3092527
R. MAJOR FRANÇA GOMES;SANTA QUITÉRIA;33;COMERCIO;-25,4588126;-49,3092527
R. PEDRO VIOLANI;CAJURU;3;INDUSTRIA;-25,4588093;-49,2061537
R. PEDRO VIOLANI;CAJURU;24;COMERCIO;-25,4588093;-49,2061537
R. MURILO DO AMARAL FERREIRA;ÁGUA VERDE;3;INDUSTRIA;-25,4588042;-49,2888322
R. MURILO DO AMARAL FERREIRA;ÁGUA VERDE;22;COMERCIO;-25,4588042;-49,2888322
R. FREDERICO MÜLLER;CAMPO COMPRIDO;23;COMERCIO;-25,4586412;-49,3215105
R. FORTALEZA;CAJURU;56;COMERCIO;-25,4584563;-49,2050363
R. NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;5;INDUSTRIA;-25,4584055;-49,3252463
R. NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;17;COMERCIO;-25,4584055;-49,3252463
R. ROSAMÉLIA DE OLIVEIRA;CAMPO COMPRIDO;16;COMERCIO;-25,4583943;-49,3255908
R. LEANDRO DACHEUX DO NASCIMENTO JÚNIOR;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4583333;-49,353672
R. LEANDRO DACHEUX DO NASCIMENTO JÚNIOR;CIDADE INDUSTRIAL;15;COMERCIO;-25,4583333;-49,353672
R. JÚLIO EDUARDO GINESTE;SANTA QUITÉRIA;4;INDUSTRIA;-25,4582611;-49,3107966
R. JÚLIO EDUARDO GINESTE;SANTA QUITÉRIA;32;COMERCIO;-25,4582611;-49,3107966
R. DANTE MELARA;CAJURU;8;INDUSTRIA;-25,4581011;-49,2039118
R. DANTE MELARA;CAJURU;45;COMERCIO;-25,4581011;-49,2039118
R. SANTO AMARO;ÁGUA VERDE;3;INDUSTRIA;-25,4580052;-49,275598
R. SANTO AMARO;ÁGUA VERDE;19;COMERCIO;-25,4580052;-49,275598
R. PROFESSOR ÁLVARO JORGE;VILA IZABEL;29;COMERCIO;-25,4575573;-49,2958923
R. SAMUEL CEZAR;ÁGUA VERDE;3;INDUSTRIA;-25,4573522;-49,2811398
R. SAMUEL CEZAR;ÁGUA VERDE;24;COMERCIO;-25,4573522;-49,2811398
R. CARLOS PRADI;JARDIM DAS AMÉRICAS;15;COMERCIO;-25,4573482;-49,2308279
R. PIAUÍ;GUAÍRA;3;INDUSTRIA;-25,4573329;-49,2680062
R. PIAUÍ;PAROLIN;23;COMERCIO;-25,4573329;-49,2680062
R. PEDRO DEMETERCO;JARDIM DAS AMÉRICAS;22;COMERCIO;-25,4572671;-49,2275344
R. PROFESSOR GUIDO STRAUBE;VILA IZABEL;21;COMERCIO;-25,4566594;-49,2944044
R. CUIABÁ;CAJURU;6;INDUSTRIA;-25,456489;-49,2158131
R. CUIABÁ;CAJURU;29;COMERCIO;-25,456489;-49,2158131
R. FRANCISCO NEGRÃO;ÁGUA VERDE;17;COMERCIO;-25,4564596;-49,2764982
R. MARIA HOMAN WISNIEWSKI;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4562519;-49,3584384
R. MARIA HOMAN WISNIEWSKI;CIDADE INDUSTRIAL;25;COMERCIO;-25,4562519;-49,3584384
R. CIDADE JARDIM OLINDA;AUGUSTA;15;COMERCIO;-25,4560334;-49,3736147
R. RORAIMA;CAJURU;4;INDUSTRIA;-25,4560177;-49,2197859
R. RORAIMA;CAJURU;62;COMERCIO;-25,4560177;-49,2197859
R. JOSE CASAGRANDE;VISTA ALEGRE;7;INDUSTRIA;-25,4559941;-49,2550313
R. NESTOR VICTOR;ÁGUA VERDE;26;COMERCIO;-25,4559577;-49,2746693
R. JORNALISTA CAIO MACHADO;SANTA QUITÉRIA;18;COMERCIO;-25,4559432;-49,3102978
R. GUAIANAZES;VILA IZABEL;5;INDUSTRIA;-25,455922;-49,291627
R. GUAIANAZES;VILA IZABEL;20;COMERCIO;-25,455922;-49,291627
R. MIGUEL CALUF;CAJURU;8;INDUSTRIA;-25,4556494;-49,2186744
R. MIGUEL CALUF;CAJURU;43;COMERCIO;-25,4556494;-49,2186744
R. JACINTO ANTUNES DA SILVA;ÁGUA VERDE;3;INDUSTRIA;-25,4555553;-49,2720119
R. EURIDES CUNHA;VILA IZABEL;21;COMERCIO;-25,4550763;-49,2897066
R. TEÓFILO OTONI;CAJURU;5;INDUSTRIA;-25,4549948;-49,2050396
R. TEÓFILO OTONI;CAJURU;26;COMERCIO;-25,4549948;-49,2050396
R. DA TRINDADE;CAJURU;25;INDUSTRIA;-25,4549734;-49,2024927
R. DA TRINDADE;CAJURU;78;COMERCIO;-25,4549734;-49,2024927
R. CORONEL OTTONI MACIEL;VILA IZABEL;25;COMERCIO;-25,4548811;-49,2977652
AV. FLORIANOPOLIS;CAJURU;5;INDUSTRIA;-25,4545338;-49,1987384
AV. FLORIANOPOLIS;CAJURU;48;COMERCIO;-25,4545338;-49,1987384
R. FREI EGIDIO CARLOTTO;CIDADE INDUSTRIAL;13;COMERCIO;-25,4544793;-49,3451513
R. SILVEIRA NETO;ÁGUA VERDE;4;INDUSTRIA;-25,4544646;-49,2755353
R. SILVEIRA NETO;ÁGUA VERDE;20;COMERCIO;-25,4544646;-49,2755353
R. ANTONIO PASTRE;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4543202;-49,1980722
R. ANTONIO PASTRE;CIDADE INDUSTRIAL;45;COMERCIO;-25,4543202;-49,1980722
R. CAPITÃO GUILHERME BIANCHI;CAJURU;5;INDUSTRIA;-25,4543006;-49,2115599
R. CAPITÃO GUILHERME BIANCHI;CAJURU;16;COMERCIO;-25,4543006;-49,2115599
R. FREI LIVIO PANIZZA;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4539726;-49,3451054
AV. ÁGUA VERDE;VILA IZABEL;3;INDUSTRIA;-25,453847;-49,2880156
AV. ÁGUA VERDE;ÁGUA VERDE;9;INDUSTRIA;-25,453847;-49,2880156
AV. ÁGUA VERDE;ÁGUA VERDE;99;COMERCIO;-25,453847;-49,2880156
R. PETIT CARNEIRO;ÁGUA VERDE;5;INDUSTRIA;-25,4537217;-49,2902976
R. PETIT CARNEIRO;ÁGUA VERDE;53;COMERCIO;-25,4537217;-49,2902976
R. CURUPIS;PORTÃO;5;INDUSTRIA;-25,4536728;-49,3098416
R. CURUPIS;SANTA QUITÉRIA;5;INDUSTRIA;-25,4536728;-49,3098416
R. CURUPIS;PORTÃO;18;COMERCIO;-25,4536728;-49,3098416
R. CURUPIS;SANTA QUITÉRIA;16;COMERCIO;-25,4536728;-49,3098416
R. ANA BERTA ROSKAMP;JARDIM DAS AMÉRICAS;5;INDUSTRIA;-25,4531074;-49,2269745
R. ANA BERTA ROSKAMP;JARDIM DAS AMÉRICAS;29;COMERCIO;-25,4531074;-49,2269745
R. ALCEBÍADES PLAISANT;ÁGUA VERDE;4;INDUSTRIA;-25,4530879;-49,2793498
R. ALCEBÍADES PLAISANT;ÁGUA VERDE;28;COMERCIO;-25,4530879;-49,2793498
AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;CIDADE INDUSTRIAL;87;INDUSTRIA;-25,4528492;-49,3625138
AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;CIDADE INDUSTRIAL;205;COMERCIO;-25,4528492;-49,3625138
AV. NOSSA SENHORA DE LOURDES;JARDIM DAS AMÉRICAS;246;COMERCIO;-25,4527878;-49,2276712
R. DOS FERROVIÁRIOS;CAJURU;5;INDUSTRIA;-25,4526978;-49,2145997
R. DOS FERROVIÁRIOS;CAJURU;90;COMERCIO;-25,4526978;-49,2145997
R. EMILIA CHOPACZ;CIDADE INDUSTRIAL;3;INDUSTRIA;-25,4526573;-49,3524261
R. EMILIA CHOPACZ;CIDADE INDUSTRIAL;18;COMERCIO;-25,4526573;-49,3524261
R. VICENTE DE CARVALHO;CAJURU;43;COMERCIO;-25,4526161;-49,2262066
R. PROFESSOR JOÃO ARGEMIRO LOYOLA;SEMINÁRIO;3;INDUSTRIA;-25,4525626;-49,3030084
R. PROFESSOR JOÃO ARGEMIRO LOYOLA;SEMINÁRIO;13;COMERCIO;-25,4525626;-49,3030084
R. ENGENHEIRO COSTA BARROS;CAJURU;7;INDUSTRIA;-25,4525193;-49,2143941
R. ENGENHEIRO COSTA BARROS;CAJURU;153;COMERCIO;-25,4525193;-49,2143941
R. FRANCISCO NUNES;PRADO VELHO;11;INDUSTRIA;-25,452348;-49,2551649
R. FRANCISCO NUNES;REBOUÇAS;3;INDUSTRIA;-25,452348;-49,2551649
R. FRANCISCO NUNES;PRADO VELHO;45;COMERCIO;-25,452348;-49,2551649
R. FRANCISCO NUNES;REBOUÇAS;38;COMERCIO;-25,452348;-49,2551649
R. JÓQUEI CLUBE;PRADO VELHO;13;COMERCIO;-25,452348;-49,2551649
R. SALVADOR JOSÉ CORREIA COELHO;CIDADE INDUSTRIAL;17;COMERCIO;-25,452282;-49,3548866
R. JERUSALÉM;ALTO BOQUEIRÃO;3;INDUSTRIA;-25,4521518;-49,30447003
AV. SETE DE SETEMBRO;BATEL;37;INDUSTRIA;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;CENTRO;7;INDUSTRIA;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;ÁGUA VERDE;12;INDUSTRIA;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;BATEL;761;COMERCIO;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;CENTRO;82;COMERCIO;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;JARDIM BOTÂNICO;63;COMERCIO;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;REBOUÇAS;131;COMERCIO;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;SEMINÁRIO;49;COMERCIO;-25,4519863;-49,3042124
AV. SETE DE SETEMBRO;ÁGUA VERDE;132;COMERCIO;-25,4519863;-49,3042124
R. GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;3;INDUSTRIA;-25,4519848;-49,3044409
R. GENERAL MARIO TOURINHO;SEMINÁRIO;6;INDUSTRIA;-25,4519848;-49,3044409
R. GENERAL MARIO TOURINHO;BIGORRILHO;18;COMERCIO;-25,4519848;-49,3044409
R. GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;94;COMERCIO;-25,4519848;-49,3044409
R. GENERAL MARIO TOURINHO;SEMINÁRIO;37;COMERCIO;-25,4519848;-49,3044409
R. CASTRO ALVES;ÁGUA VERDE;3;INDUSTRIA;-25,4518869;-49,2900363
R. ÂNGELO ROSSA;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4518352;-49,347392
R. ENGENHEIRO JÚLIO CÉSAR DE SOUZA ARAÚJO;CIDADE INDUSTRIAL;5;INDUSTRIA;-25,4517116;-49,3686655
R. ENGENHEIRO JÚLIO CÉSAR DE SOUZA ARAÚJO;CIDADE INDUSTRIAL;22;COMERCIO;-25,4517116;-49,3686655
R. MADRE MARIA DOS ANJOS;ÁGUA VERDE;14;COMERCIO;-25,4513325;-49,2758909
R. ESPER JORGE CHUERI;CAJURU;3;INDUSTRIA;-25,4509626;-49,2090628
R. ESPER JORGE CHUERI;CAJURU;40;COMERCIO;-25,4509626;-49,2090628
R. SAINT HILAIRE;ÁGUA VERDE;22;COMERCIO;-25,4508896;-49,2850039
R. EDUARDO SPRADA;CAMPO COMPRIDO;11;INDUSTRIA;-25,4507621;-49,355397
R. EDUARDO SPRADA;CIDADE INDUSTRIAL;10;INDUSTRIA;-25,4507621;-49,355397
R. EDUARDO SPRADA;CAMPO COMPRIDO;75;COMERCIO;-25,4507621;-49,355397
R. EDUARDO SPRADA;CIDADE INDUSTRIAL;46;COMERCIO;-25,4507621;-49,355397
R. IMACULADA CONCEIÇÃO;PRADO VELHO;7;INDUSTRIA;-25,4505378;-49,2529486
R. IMACULADA CONCEIÇÃO;REBOUÇAS;4;INDUSTRIA;-25,4505378;-49,2529486
R. IMACULADA CONCEIÇÃO;PRADO VELHO;43;COMERCIO;-25,4505378;-49,2529486
R. IMACULADA CONCEIÇÃO;REBOUÇAS;27;COMERCIO;-25,4505378;-49,2529486
R. DR PEDRO AUGUSTO MENNA BARRETO MONCLARO;ÁGUA VERDE;22;COMERCIO;-25,4504599;-49,2736325
R. PASTOR JOÃO PEREIRA;CIDADE INDUSTRIAL;16;COMERCIO;-25,4504292;-49,3522127
R. COMENDADOR ROSEIRA;PRADO VELHO;4;INDUSTRIA;-25,4503803;-49,2564987
R. COMENDADOR ROSEIRA;PRADO VELHO;34;COMERCIO;-25,4503803;-49,2564987
R. ROBERT REDZIMSKI;CIDADE INDUSTRIAL;45;COMERCIO;-25,4503402;-49,3542525
R. CONSELHEIRO DANTAS;PRADO VELHO;18;COMERCIO;-25,4503192;-49,2611793
R. CONSELHEIRO DANTAS;REBOUÇAS;26;COMERCIO;-25,4503192;-49,2611793
R. ARIOSVALDO MOREIRA;CAJURU;3;INDUSTRIA;-25,4499699;-49,2112694
R. MARIA BIZINELLI;CAMPO COMPRIDO;3;INDUSTRIA;-25,4499134;-49,3243727
R. DOUTOR ALEXANDRE GUTIERREZ;ÁGUA VERDE;3;INDUSTRIA;-25,4497689;-49,2844384
R. DOUTOR ALEXANDRE GUTIERREZ;ÁGUA VERDE;33;COMERCIO;-25,4497689;-49,2844384
R. MANOEL MARTINS DE ABREU;PRADO VELHO;16;COMERCIO;-25,4497347;-49,2468914
R. CASTRO;ÁGUA VERDE;5;INDUSTRIA;-25,44965;-49,2910837
R. CASTRO;ÁGUA VERDE;90;COMERCIO;-25,44965;-49,2910837
R. CHILE;REBOUÇAS;7;INDUSTRIA;-25,449638;-49,262827
R. CHILE;PRADO VELHO;32;COMERCIO;-25,449638;-49,262827
R. CHILE;REBOUÇAS;79;COMERCIO;-25,449638;-49,262827
R. REINALDO ISSBERNER;CAJURU;3;INDUSTRIA;-25,4495963;-49,2252366
R. RUBENS PADILHA MENDES;CAJURU;3;INDUSTRIA;-25,4495823;-49,2255697
R. CARNEIRO LOBO;BATEL;3;INDUSTRIA;-25,4495687;-49,2890016
R. CARNEIRO LOBO;ÁGUA VERDE;24;COMERCIO;-25,4495687;-49,2890016
R. RODRIGUES ALVES;SEMINÁRIO;13;COMERCIO;-25,4495193;-49,3012118
R. BRUNO FILGUEIRA;BIGORRILHO;3;INDUSTRIA;-25,4491026;-49,2880867
R. BRUNO FILGUEIRA;BATEL;19;COMERCIO;-25,4491026;-49,2880867
R. BRUNO FILGUEIRA;BIGORRILHO;28;COMERCIO;-25,4491026;-49,2880867
R. JOSE GIRALDI;CAJURU;3;INDUSTRIA;-25,4491009;-49,2084895
R. JOSE GIRALDI;CAJURU;15;COMERCIO;-25,4491009;-49,2084895
R. IAPO;PRADO VELHO;7;INDUSTRIA;-25,449045;-49,2542107
R. IAPO;REBOUÇAS;5;INDUSTRIA;-25,449045;-49,2542107
R. IAPO;PRADO VELHO;51;COMERCIO;-25,449045;-49,2542107
R. IAPO;REBOUÇAS;18;COMERCIO;-25,449045;-49,2542107
R. ROBERTO BERNERT;CIDADE INDUSTRIAL;4;INDUSTRIA;-25,4488984;-49,3619855
R. GUABIROTUBA;PRADO VELHO;3;INDUSTRIA;-25,4485067;-49,2555616
R. GUABIROTUBA;PRADO VELHO;18;COMERCIO;-25,4485067;-49,2555616
R. SAO JOAQUIM;JARDIM BOTÂNICO;13;COMERCIO;-25,4484176;-49,27685627
R. ALMIRANTE GONÇALVES;REBOUÇAS;10;INDUSTRIA;-25,4482678;-49,2679522
R. ALMIRANTE GONÇALVES;REBOUÇAS;89;COMERCIO;-25,4482678;-49,2679522
R. ALMIRANTE GONÇALVES;ÁGUA VERDE;18;COMERCIO;-25,4482678;-49,2679522
RUA JOÃO CRYSOSTOMO DA ROSA;CAJURU;3;INDUSTRIA;-25,4478994;-49,2248634
R. SILVEIRA PEIXOTO;ÁGUA VERDE;3;INDUSTRIA;-25,4477932;-49,2841497
R. SILVEIRA PEIXOTO;ÁGUA VERDE;42;COMERCIO;-25,4477932;-49,2841497
AV. NOSSA SENHORA APARECIDA;SEMINÁRIO;15;INDUSTRIA;-25,44748;-49,310392
AV. NOSSA SENHORA APARECIDA;SEMINÁRIO;178;COMERCIO;-25,44748;-49,310392
R. CÂNDIDO XAVIER;ÁGUA VERDE;27;COMERCIO;-25,4474779;-49,292532
R. PIQUIRI;REBOUÇAS;4;INDUSTRIA;-25,447286;-49,2597604
R. PIQUIRI;REBOUÇAS;27;COMERCIO;-25,447286;-49,2597604
R. ANGELO BERTONCELLO;CAJURU;4;INDUSTRIA;-25,4469658;-49,2155743
R. MAJOR ALBERTO PEREIRA JORGE;SEMINÁRIO;3;INDUSTRIA;-25,4468636;-49,3069596
R. MAJOR ALBERTO PEREIRA JORGE;SEMINÁRIO;19;COMERCIO;-25,4468636;-49,3069596
R. DEPUTADO ANTONIO BABY;BATEL;21;COMERCIO;-25,4461868;-49,2927548
R. PASTEUR;ÁGUA VERDE;4;INDUSTRIA;-25,4461632;-49,2782651
R. PASTEUR;ÁGUA VERDE;49;COMERCIO;-25,4461632;-49,2782651
R. EMILIO BERTOLINI;CAJURU;17;COMERCIO;-25,4457819;-49,2091056
R. SÃO PEDRO;CABRAL;14;COMERCIO;-25,445716;-49,3555802
AV. VISCONDE DE GUARAPUAVA;CENTRO;12;INDUSTRIA;-25,4456544;-49,2910326
AV. VISCONDE DE GUARAPUAVA;ALTO DA RUA XV;41;COMERCIO;-25,4456544;-49,2910326
AV. VISCONDE DE GUARAPUAVA;BATEL;56;COMERCIO;-25,4456544;-49,2910326
AV. VISCONDE DE GUARAPUAVA;CENTRO;165;COMERCIO;-25,4456544;-49,2910326
R. GONCALVES DIAS;BATEL;3;INDUSTRIA;-25,4455725;-49,2930706
R. GONCALVES DIAS;BATEL;22;COMERCIO;-25,4455725;-49,2930706
R. TEREZINA;CAJURU;6;INDUSTRIA;-25,4453514;-49,2073542
R. TEREZINA;CAJURU;13;COMERCIO;-25,4453514;-49,2073542
R. BISPO DOM JOSÉ;BATEL;4;INDUSTRIA;-25,4453403;-49,2948621
R. BISPO DOM JOSÉ;BATEL;31;COMERCIO;-25,4453403;-49,2948621
R. BISPO DOM JOSÉ;SEMINÁRIO;33;COMERCIO;-25,4453403;-49,2948621
R. PANDIÁ CALÓGERAS;CAJURU;3;INDUSTRIA;-25,4452251;-49,2135373
R. PANDIÁ CALÓGERAS;CAJURU;15;COMERCIO;-25,4452251;-49,2135373
AV. SILVA JARDIM;REBOUÇAS;5;INDUSTRIA;-25,4451651;-49,2817295
AV. SILVA JARDIM;ÁGUA VERDE;5;INDUSTRIA;-25,4451651;-49,2817295
AV. SILVA JARDIM;REBOUÇAS;96;COMERCIO;-25,4451651;-49,2817295
AV. SILVA JARDIM;SEMINÁRIO;20;COMERCIO;-25,4451651;-49,2817295
AV. SILVA JARDIM;ÁGUA VERDE;64;COMERCIO;-25,4451651;-49,2817295
R. SÃO BENTO;HAUER;8;INDUSTRIA;-25,444354;-49,2844702
R. SÃO BENTO;HAUER;50;COMERCIO;-25,444354;-49,2844702
R. BENTO VIANA;ÁGUA VERDE;32;COMERCIO;-25,4437974;-49,284719
R. IRMÃO LUIZ VICENTE;CAJURU;3;INDUSTRIA;-25,4437796;-49,2278257
R. FRANCISCO ROCHA;BATEL;6;INDUSTRIA;-25,4437604;-49,2884759
R. FRANCISCO ROCHA;BIGORRILHO;4;INDUSTRIA;-25,4437604;-49,2884759
R. FRANCISCO ROCHA;BATEL;82;COMERCIO;-25,4437604;-49,2884759
R. FRANCISCO ROCHA;BIGORRILHO;37;COMERCIO;-25,4437604;-49,2884759
R. REINALDO THÁ;CAJURU;13;COMERCIO;-25,4437557;-49,220614
R. SANTO ANTÔNIO;REBOUÇAS;17;COMERCIO;-25,4436951;-49,2321347
RUA PAULO KISSULA;CAJURU;3;INDUSTRIA;-25,4434254;-49,2085457
R. PAULO KISSULA;CAPÃO DA IMBUIA;20;COMERCIO;-25,4434254;-49,2085457
R. BALTAZAR CARRASCO DOS REIS;REBOUÇAS;12;INDUSTRIA;-25,4434078;-49,2518485
R. BALTAZAR CARRASCO DOS REIS;REBOUÇAS;70;COMERCIO;-25,4434078;-49,2518485
R. DELEGADO LEOPOLDO BELCZAK;CAPÃO DA IMBUIA;20;INDUSTRIA;-25,443329;-49,2084959
R. DELEGADO LEOPOLDO BELCZAK;***;14;COMERCIO;-25,443329;-49,2084959
