LOGRADOURO;BAIRRO ALTO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
ANTÔNIO TORTATO;CAJURU;16;PATRIMONIO;-25,4893186;-49,2896859
GUTEMBERG;BATEL;2;VIDA;-25,4397045;-49,2895059
JOSÉ FERREIRA DA ROCHA;PINHEIRINHO;19;VIDA;-25,5349188;-49,2893847
JOSÉ FERREIRA DA ROCHA;PINHEIRINHO;12;PATRIMONIO;-25,5349188;-49,2893847
ACRE;GUAÍRA;7;PATRIMONIO;-25,4664702;-49,2891582
JOSÉ SERRATO;SANTA CÂNDIDA;15;VIDA;-25,4860951;-49,2890971
ALAGOAS;GUAÍRA;8;PATRIMONIO;-25,4762598;-49,2889783
JOÃO RIBEIRO LEMOS;NOVO MUNDO;21;PATRIMONIO;-25,4886505;-49,2889578
JOÃO RIBEIRO LEMOS;NOVO MUNDO;4;VIDA;-25,4886505;-49,2889578
MADAME CURIE  MARIA SKLODOWSKA;PINHEIRINHO;2;VIDA;-25,5200683;-49,2888655
ARARUNA;PINHEIRINHO;4;VIDA;-25,5448179;-49,2886645
ARARUNA;SÍTIO CERCADO;2;VIDA;-25,5448179;-49,2886645
PEDRO VALENTIM DOS SANTOS;NOVO MUNDO;5;VIDA;-25,4892121;-49,2884833
FRANCISCO ROCHA;BIGORRILHO;6;PATRIMONIO;-25,4437604;-49,2884759
PRESIDENTE KENNEDY;PAROLIN;91;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;ÁGUA VERDE;51;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;PORTÃO;15;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;GUAÍRA;14;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;PAROLIN;9;VIDA;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;ÁGUA VERDE;9;VIDA;-25,4743109;-49,2883171
 PRESIDENTE KENNEDY;PAROLIN;5;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;GUAÍRA;2;VIDA;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;PORTÃO;2;VIDA;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;PAROLIN;50;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;GUAÍRA;11;PATRIMONIO;-25,4743109;-49,2883171
PRESIDENTE KENNEDY;PAROLIN;10;VIDA;-25,4743109;-49,2883171
DILERMANDO PEREIRA DE ALMEIDA;PINHEIRINHO;37;PATRIMONIO;-25,5289001;-49,2882106
DESEMBARGADOR HUGO SIMAS;BOM RETIRO;11;PATRIMONIO;-25,3976032;-49,2881505
LONDRINA;PINHEIRINHO;7;PATRIMONIO;-25,5402043;-49,2880469
LONDRINA;PINHEIRINHO;4;VIDA;-25,5402043;-49,2880469
ÁGUA VERDE;ÁGUA VERDE;109;PATRIMONIO;-25,453847;-49,2880156
ÁGUA VERDE;ÁGUA VERDE;15;VIDA;-25,453847;-49,2880156
 ÁGUA VERDE;ÁGUA VERDE;5;PATRIMONIO;-25,453847;-49,2880156
NICOLA PELLANDA;PINHEIRINHO;18;PATRIMONIO;-25,566131;-49,2879437
NICOLA PELLANDA;UMBARÁ;13;PATRIMONIO;-25,566131;-49,2879437
NICOLA PELLANDA;UMBARÁ;4;VIDA;-25,566131;-49,2879437
NICOLA PELLANDA;PINHEIRINHO;2;VIDA;-25,566131;-49,2879437
ENGENHEIRO JOÃO BLEY FILHO;PINHEIRINHO;2;VIDA;-25,5214524;-49,2876591
ADÃO ORDAKOWSKI;PINHEIRINHO;2;VIDA;-25,5214766;-49,2876551
ALBINO RASCHENDORFER;VISTA ALEGRE;6;PATRIMONIO;-25,4128386;-49,2874457
DO JAPÃO;ÁGUA VERDE;23;PATRIMONIO;-25,44570315;-49,28726027
DO JAPÃO;ÁGUA VERDE;11;VIDA;-25,44570315;-49,28726027
DOMINGOS ANTONIO MORO;PILARZINHO;3;VIDA;-25,3832141;-49,2872135
DOMINGOS ANTÔNIO MORO;PILARZINHO;2;VIDA;-25,3832141;-49,2872135
FRANCISCO SCHAFFER;VISTA ALEGRE;18;PATRIMONIO;-25,4070055;-49,2871821
FRANCISCO SCHAFFER;VISTA ALEGRE;3;VIDA;-25,4070055;-49,2871821
SANTA REGINA;CAPÃO RASO;37;PATRIMONIO;-25,5021351;-49,287033
SANTA REGINA;CAPÃO RASO;8;VIDA;-25,5021351;-49,287033
DAS ANDORINHAS;NOVO MUNDO;5;PATRIMONIO;-25,4948705;-49,2870055
ESTANISLAU KAIS;CAPÃO RASO;4;VIDA;-25,5028644;-49,2868262
DOUTOR ROBERTO BARROZO;BOM RETIRO;8;PATRIMONIO;-25,4148379;-49,2867618
DOUTOR ROBERTO BARROZO;SÃO FRANCISCO;5;PATRIMONIO;-25,4148379;-49,2867618
DOUTOR ROBERTO BARROZO;SÃO FRANCISCO;4;VIDA;-25,4148379;-49,2867618
DOUTOR ROBERTO BARROZO;VISTA ALEGRE;2;VIDA;-25,4148379;-49,2867618
BRIGADEIRO EDUARDO GOMES;PINHEIRINHO;17;PATRIMONIO;-25,5191161;-49,2867489
BRIGADEIRO EDUARDO GOMES;CAJURU;6;PATRIMONIO;-25,5191161;-49,2867489
BRIGADEIRO EDUARDO GOMES;PINHEIRINHO;2;VIDA;-25,5191161;-49,2867489
BRIGADEIRO EDUARDO GOMES;PINHEIRINHO;13;PATRIMONIO;-25,5191161;-49,2867489
AUGUSTO STELLFELD;CENTRO;14;PATRIMONIO;-25,4328365;-49,2867283
AUGUSTO STELLFELD;BIGORRILHO;9;PATRIMONIO;-25,4328365;-49,2867283
AUGUSTO STELLFELD;BIGORRILHO;5;VIDA;-25,4328365;-49,2867283
AUGUSTO STELLFELD;CENTRO;2;VIDA;-25,4328365;-49,2867283
AUGUSTO STELLFELD;SÃO FRANCISCO;2;VIDA;-25,4328365;-49,2867283
ALBERTO MANSUETTO DALLAGASSA;PINHEIRINHO;3;VIDA;-25,5264633;-49,2866798
ANA RICARDO CORDEIRO;UMBARÁ;21;PATRIMONIO;-25,556012;-49,2863527
DOS BICO-DE-LACRES;NOVO MUNDO;2;VIDA;-25,4946162;-49,2863147
DAVID HUME;PILARZINHO;6;PATRIMONIO;-25,3901065;-49,2863081
DAVID HUME;PILARZINHO;2;VIDA;-25,3901065;-49,2863081
JOSÉ MANOEL VOLUZ;PINHEIRINHO;13;PATRIMONIO;-25,5286507;-49,2862228
JOSÉ MANOEL VOLUZ;PINHEIRINHO;2;VIDA;-25,5286507;-49,2862228
GUY DE MAUPASSANT;PILARZINHO;98;PATRIMONIO;-25,3882995;-49,2861321
 GUY DE MAUPASSANT;PILARZINHO;9;PATRIMONIO;-25,3882995;-49,2861321
GUY DE MAUPASSANT;PILARZINHO;6;VIDA;-25,3882995;-49,2861321
SALDANHA MARINHO;CENTRO;25;PATRIMONIO;-25,4340974;-49,2861093
SALDANHA MARINHO;CENTRO;20;VIDA;-25,4340974;-49,2861093
SALDANHA MARINHO;BIGORRILHO;7;VIDA;-25,4340974;-49,2861093
SALDANHA MARINHO;BIGORRILHO;5;PATRIMONIO;-25,4340974;-49,2861093
ADELINO LEAL NUNES;NOVO MUNDO;12;VIDA;-25,4838465;-49,2860969
FRANCISCO DZIKOWICZ;PINHEIRINHO;3;VIDA;-25,5330899;-49,2859635
SANTA CATARINA;ÁGUA VERDE;25;PATRIMONIO;-25,4619876;-49,2858443
SANTA CATARINA;GUAÍRA;8;PATRIMONIO;-25,4619876;-49,2858443
MONSENHOR MANOEL VICENTE;ÁGUA VERDE;4;VIDA;-25,4619876;-49,2858443
JOÃO MALTA DE ALBUQUERQUE MARANHÃO;PINHEIRINHO;23;PATRIMONIO;-25,5254761;-49,28579
JOÃO MALTA DE ALBUQUERQUE MARANHÃO;PINHEIRINHO;2;VIDA;-25,5254761;-49,28579
DO BATEL;BATEL;12;PATRIMONIO;-25,44268605;-49,28577568
DO BATEL;BATEL;4;VIDA;-25,44268605;-49,28577568
SOLIMÕES;MERCÊS;2;VIDA;-25,4183994;-49,2855442
BR CENTO E DEZESSEIS;FANNY;24;PATRIMONIO;-25,50740871;-49,2853322
BRIGADEIRO FRANCO;PAROLIN;50;PATRIMONIO;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;CENTRO;31;PATRIMONIO;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;MERCÊS;15;PATRIMONIO;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;CENTRO;12;VIDA;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;ÁGUA VERDE;8;PATRIMONIO;-25,4273932;-49,2851692
 BRIGADEIRO FRANCO;PAROLIN;7;PATRIMONIO;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;REBOUÇAS;6;PATRIMONIO;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;REBOUÇAS;4;VIDA;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;ABRANCHES;2;VIDA;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;MERCÊS;2;VIDA;-25,4273932;-49,2851692
BRIGADEIRO FRANCO;ÁGUA VERDE;2;VIDA;-25,4273932;-49,2851692
DAS ARARAS;NOVO MUNDO;2;VIDA;-25,4942288;-49,2851426
JOSÉ CASEMIRO STENZOWSKI;NOVO MUNDO;9;PATRIMONIO;-25,4838597;-49,2850117
29 DE MARÇO;MERCÊS;10;PATRIMONIO;-25,428295;-49,2849761
29 DE MARÇO;MERCÊS;9;VIDA;-25,428295;-49,2849761
29 DE MARÇO;CAMPINA DO SIQUEIRA;2;VIDA;-25,428295;-49,2849761
PRAÇA 29 DE MARÇO;MERCÊS;2;VIDA;-25,428295;-49,2849761
ROMÁRIO GONÇALVES;UMBARÁ;3;VIDA;-25,5586196;-49,284715
SATURNINO ARRUDA DOS SANTOS;PILARZINHO;26;PATRIMONIO;-25,3894909;-49,2844846
BR CENTO E DEZESSEIS;XAXIM;20;VIDA;-25,50788436;-49,28437137
SILVEIRA PEIXOTO;ÁGUA VERDE;5;PATRIMONIO;-25,4477932;-49,2841497
SILVEIRA PEIXOTO;ÁGUA VERDE;3;VIDA;-25,4477932;-49,2841497
SERTANEJA;SÍTIO CERCADO;2;VIDA;-25,5395834;-49,2837679
PROFESSOR ASSIS GONÇALVES;ÁGUA VERDE;16;PATRIMONIO;-25,4602462;-49,2837609
PROFESSOR ASSIS GONÇALVES;ÁGUA VERDE;5;VIDA;-25,4602462;-49,2837609
VICTOR BENATO;PILARZINHO;26;PATRIMONIO;-25,3985926;-49,283686
VICTOR BENATO;PILARZINHO;2;VIDA;-25,3985926;-49,283686
AMAURY LANGE SILVERIO;PILARZINHO;7;PATRIMONIO;-25,39026108;-49,28367893
ALFERES ANGELO SAMPAIO;ÁGUA VERDE;10;PATRIMONIO;-25,4416751;-49,2833796
ALFERES ANGELO SAMPAIO;ÁGUA VERDE;2;VIDA;-25,4416751;-49,2833796
DAS GAIVOTAS;ALTO BOQUEIRÃO;14;PATRIMONIO;-25,4920597;-49,2830994
DAS GAIVOTAS;ALTO BOQUEIRÃO;5;VIDA;-25,4920597;-49,2830994
JOÃO SOCHA;PINHEIRINHO;49;PATRIMONIO;-25,5353788;-49,283017
JOÃO SOCHA;SÍTIO CERCADO;42;PATRIMONIO;-25,5353788;-49,283017
JOÃO SOCHA;PINHEIRINHO;4;VIDA;-25,5353788;-49,283017
JOÃO SOCHA;SÍTIO CERCADO;2;VIDA;-25,5353788;-49,283017
IZABEL RAKSA VOLUZ;PINHEIRINHO;23;PATRIMONIO;-25,5302629;-49,2828495
CORONEL DULCÍDIO;BATEL;12;VIDA;-25,43956;-49,2826897
CORONEL DULCÍDIO;BATEL;10;PATRIMONIO;-25,43956;-49,2826897
CORONEL DULCÍDIO;ÁGUA VERDE;10;PATRIMONIO;-25,43956;-49,2826897
CORONEL DULCÍDIO;ÁGUA VERDE;4;VIDA;-25,43956;-49,2826897
SÃO SALVADOR;PILARZINHO;4;VIDA;-25,3856663;-49,2826046
FRANCISCO BECKER;UMBARÁ;5;VIDA;-25,5567865;-49,2823506
PEDRO PICUSSA;UMBARÁ;3;VIDA;-25,557256;-49,2822219
MIGUEL COUTO DOS SANTOS;PINHEIRINHO;9;PATRIMONIO;-25,5319936;-49,2821255
DR. CARLOS DE CARVALHO;BIGORRILHO;2;VIDA;-25,4338987;-49,2820923
DEPUTADO PINHEIRO JUNIOR;UMBARÁ;23;PATRIMONIO;-25,566568;-49,2819722
 DEPUTADO PINHEIRO JUNIOR;UMBARÁ;6;PATRIMONIO;-25,566568;-49,2819722
DEP. PINHEIRO JÚNIOR;UMBARÁ;5;PATRIMONIO;-25,566568;-49,2819722
DEP. PINHEIRO JÚNIOR;UMBARÁ;2;VIDA;-25,566568;-49,2819722
DEPUTADO PINHEIRO JUNIOR;UMBARÁ;2;VIDA;-25,566568;-49,2819722
SERGIPE;GUAÍRA;62;PATRIMONIO;-25,474625;-49,2818731
SERGIPE;GUAÍRA;15;VIDA;-25,474625;-49,2818731
SERGIPE;PAROLIN;12;PATRIMONIO;-25,474625;-49,2818731
IBAITÍ;SÍTIO CERCADO;2;VIDA;-25,5392362;-49,2818058
FREI BERNARDINO TOMAT;PILARZINHO;5;PATRIMONIO;-25,3793745;-49,2817832
ELOY DE ASSIS FABRIS;NOVO MUNDO;30;PATRIMONIO;-25,4886924;-49,2816727
VERONICA MICKOSZ BODZINSKI;TABOÃO;3;VIDA;-25,3762375;-49,2816344
PADRE AGOSTINHO;BIGORRILHO;2;VIDA;-25,424453;-49,2816212
PADRE AGOSTINHO;MERCÊS;2;VIDA;-25,424453;-49,2816212
IVAN ROMEU TEIXEIRA JÚNIOR;PINHEIRINHO;2;VIDA;-25,5240318;-49,2815432
EMÉRICO EDUARDO SINGER;PINHEIRINHO;3;VIDA;-25,5195525;-49,2815312
EMERICO EDUARDO SINGER;PINHEIRINHO;2;VIDA;-25,5195525;-49,2815312
PROFESSOR LÍCIO DE LIMA;NOVO MUNDO;2;VIDA;-25,4943935;-49,2812924
TEFFÉ;BOM RETIRO;9;PATRIMONIO;-25,4141006;-49,2812651
OSWALDO MACIEL;TABOÃO;236;PATRIMONIO;-25,3783536;-49,28122
OSWALDO MACIEL;TABOÃO;24;VIDA;-25,3783536;-49,28122
CELESTE TORTATO GABARDO;SÍTIO CERCADO;77;PATRIMONIO;-25,544066;-49,2810614
CELESTE TORTATO GABARDO;SÍTIO CERCADO;12;VIDA;-25,544066;-49,2810614
EUGÊNIO JOSÉ DE SOUZA;GUAÍRA;2;VIDA;-25,4632893;-49,2808605
VISCONDE DO RIO BRANCO;CENTRO;9;PATRIMONIO;-25,430635;-49,2808535
VISCONDE DO RIO BRANCO;MERCÊS;7;PATRIMONIO;-25,430635;-49,2808535
VISCONDE DO RIO BRANCO;CENTRO;3;VIDA;-25,430635;-49,2808535
VISCONDE DO RIO BRANCO;MERCÊS;3;VIDA;-25,430635;-49,2808535
RICARDO GASPARIAN MACHADO;PINHEIRINHO;58;PATRIMONIO;-25,535652;-49,2806312
RICARDO GASPARIAN MACHADO;SÍTIO CERCADO;42;PATRIMONIO;-25,535652;-49,2806312
RICARDO GASPARIAN MACHADO;PINHEIRINHO;12;VIDA;-25,535652;-49,2806312
RICARDO GASPARIAN MACHADO;SÍTIO CERCADO;3;VIDA;-25,535652;-49,2806312
VICTOR KOTOVIS;ABRANCHES;56;PATRIMONIO;-25,3555425;-49,2803622
VICTOR KOTOVIS;ABRANCHES;5;VIDA;-25,3555425;-49,2803622
ELBE DE MACEDO;SÍTIO CERCADO;8;PATRIMONIO;-25,5335419;-49,2801926
ELBE DE MACEDO;SÍTIO CERCADO;2;VIDA;-25,5335419;-49,2801926
ROBERTO KOCH;GUAÍRA;2;VIDA;-25,4793546;-49,2801508
ESTEVAM MONASTIER;XAXIM;8;VIDA;-25,5106434;-49,2799191
AMÉRICO VESPÚCIO;LINDÓIA;5;PATRIMONIO;-25,4827571;-49,2799069
PRESIDENTE WENCESLAU BRAZ;GUAÍRA;106;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;LINDÓIA;98;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PORTÃO;74;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;FANNY;55;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;GUAÍRA;19;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PAROLIN;19;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;LINDÓIA;13;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;FANNY;11;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PORTÃO;9;VIDA;-25,4764987;-49,2798559
 PRESIDENTE WENCESLAU BRAZ;PORTÃO;7;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PAROLIN;3;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;NOVO MUNDO;2;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;GUAÍRA;98;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;LINDÓIA;80;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PORTÃO;22;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;GUAÍRA;14;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;LINDÓIA;13;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PORTÃO;8;VIDA;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;NOVO MUNDO;8;PATRIMONIO;-25,4764987;-49,2798559
PRESIDENTE WENCESLAU BRAZ;PAROLIN;5;PATRIMONIO;-25,4764987;-49,2798559
DOM PEDRO I;ÁGUA VERDE;5;PATRIMONIO;-25,4603262;-49,2798223
EUGÊNIO FLOR;ABRANCHES;8;PATRIMONIO;-25,385291;-49,2796419
EUGÊNIO FLOR;TABOÃO;7;PATRIMONIO;-25,385291;-49,2796419
EUGÊNIO FLOR;ABRANCHES;2;VIDA;-25,385291;-49,2796419
HERMENEGILDO BONAT;XAXIM;21;PATRIMONIO;-25,5057709;-49,2795242
MANOEL RIBAS;BUTIATUVINHA;78;PATRIMONIO;-25,4245106;-49,2795089
MANOEL RIBAS;SANTA FELICIDADE;51;PATRIMONIO;-25,4245106;-49,2795089
MANOEL RIBAS;MERCÊS;47;PATRIMONIO;-25,4245106;-49,2795089
MANOEL RIBAS;MERCÊS;25;VIDA;-25,4245106;-49,2795089
MANOEL RIBAS;SANTA FELICIDADE;12;VIDA;-25,4245106;-49,2795089
MANOEL RIBAS;SÃO FRANCISCO;11;PATRIMONIO;-25,4245106;-49,2795089
MANOEL RIBAS;BUTIATUVINHA;6;VIDA;-25,4245106;-49,2795089
MANOEL RIBAS;SÃO FRANCISCO;2;VIDA;-25,4245106;-49,2795089
MANOEL RIBAS;VISTA ALEGRE;2;VIDA;-25,4245106;-49,2795089
PADRE MANUEL DA NÓBREGA;FANNY;5;PATRIMONIO;-25,4901252;-49,2795062
BATISTA DA COSTA;XAXIM;10;VIDA;-25,5151988;-49,279437
BATISTA DA COSTA;XAXIM;9;PATRIMONIO;-25,5151988;-49,279437
JOSÉ OSIRES BAGLIOLI;PINHEIRINHO;9;PATRIMONIO;-25,5210284;-49,2792737
JOSÉ OSIRES BAGLIOLI;PINHEIRINHO;2;VIDA;-25,5210284;-49,2792737
ANTONIO AUGUSTO DE BRITO;UMBARÁ;11;PATRIMONIO;-25,5562351;-49,2792387
ANTÔNIO AUGUSTO DE BRITO;UMBARÁ;11;PATRIMONIO;-25,5562351;-49,2792387
ANTONIO AUGUSTO DE BRITO;UMBARÁ;3;VIDA;-25,5562351;-49,2792387
ANTÔNIO AUGUSTO DE BRITO;UMBARÁ;2;VIDA;-25,5562351;-49,2792387
COMENDADOR ARAÚJO;CENTRO;17;PATRIMONIO;-25,436029;-49,2791802
COMENDADOR ARAÚJO;BATEL;10;PATRIMONIO;-25,436029;-49,2791802
COMENDADOR ARAÚJO;CENTRO;3;VIDA;-25,436029;-49,2791802
GUILHERME MEHL;UMBARÁ;2;VIDA;-25,5579549;-49,2788241
MARTE;SÍTIO CERCADO;6;VIDA;-25,5348738;-49,2786457
BUENOS AIRES;BATEL;6;PATRIMONIO;-25,4423163;-49,2786288
BUENOS AIRES;BATEL;3;VIDA;-25,4423163;-49,2786288
BUENOS AIRES;ÁGUA VERDE;2;VIDA;-25,4423163;-49,2786288
OTÁVIO FRANCISCO DIAS;ÁGUA VERDE;5;VIDA;-25,4608474;-49,2785043
PROFESSOR FERNANDO MOREIRA;CENTRO;79;PATRIMONIO;-25,4315922;-49,2784628
PROFESSOR FERNANDO MOREIRA;MERCÊS;76;PATRIMONIO;-25,4315922;-49,2784628
PROF. FERNANDO MOREIRA;MERCÊS;44;PATRIMONIO;-25,4315922;-49,2784628
PROF. FERNANDO MOREIRA;CENTRO;22;PATRIMONIO;-25,4315922;-49,2784628
PROFESSOR FERNANDO MOREIRA;CENTRO;14;VIDA;-25,4315922;-49,2784628
PROFESSOR FERNANDO MOREIRA;BIGORRILHO;12;PATRIMONIO;-25,4315922;-49,2784628
PROF. FERNANDO MOREIRA;MERCÊS;7;VIDA;-25,4315922;-49,2784628
PROF. FERNANDO MOREIRA;CENTRO;6;VIDA;-25,4315922;-49,2784628
PROFESSOR FERNANDO MOREIRA;MERCÊS;4;VIDA;-25,4315922;-49,2784628
PROFESSOR FERNANDO MOREIRA;BIGORRILHO;3;VIDA;-25,4315922;-49,2784628
WILSON GOMES RAMOS;ABRANCHES;5;VIDA;-25,3640078;-49,2782779
WILSON GOMES RAMOS;ABRANCHES;5;PATRIMONIO;-25,3640078;-49,2782779
ROSA CARVALHO CHAVES;FANNY;2;VIDA;-25,4883879;-49,2780765
FRANCISCO JOSÉ LOBO;SÍTIO CERCADO;124;PATRIMONIO;-25,532223;-49,2779399
 FRANCISCO JOSÉ LOBO;SÍTIO CERCADO;8;PATRIMONIO;-25,532223;-49,2779399
FRANCISCO JOSÉ LOBO;SÍTIO CERCADO;6;VIDA;-25,532223;-49,2779399
CALIFÓRNIA;SÍTIO CERCADO;12;PATRIMONIO;-25,5414297;-49,2779143
CALIFÓRNIA;SÍTIO CERCADO;2;VIDA;-25,5414297;-49,2779143
INFANTE DOM HENRIQUE;CAPÃO RASO;2;VIDA;-25,496054;-49,2779062
JAIME REIS;SÃO FRANCISCO;48;PATRIMONIO;-25,4257832;-49,2778439
JAIME REIS;SÃO FRANCISCO;38;VIDA;-25,4257832;-49,2778439
KELLERS;SÃO FRANCISCO;28;PATRIMONIO;-25,427007;-49,2777422
KELLERS;SÃO FRANCISCO;14;VIDA;-25,427007;-49,2777422
SEBASTIÃO GOMES OLIVEIRA;PINHEIRINHO;2;VIDA;-25,5275563;-49,2776918
CONDE DOS ARCOS;LINDÓIA;29;PATRIMONIO;-25,479723;-49,2775735
CONDE DOS ARCOS;LINDÓIA;4;VIDA;-25,479723;-49,2775735
VICENTE MACHADO;BATEL;40;VIDA;-25,4334569;-49,2773938
VICENTE MACHADO;BATEL;27;PATRIMONIO;-25,4334569;-49,2773938
VICENTE MACHADO;CENTRO;16;PATRIMONIO;-25,4334569;-49,2773938
VICENTE MACHADO;CENTRO;8;VIDA;-25,4334569;-49,2773938
VICENTE MACHADO;CAMPINA DO SIQUEIRA;2;VIDA;-25,4334569;-49,2773938
DONA BRANCA DO NASCIMENTO MIRANDA;PILARZINHO;4;VIDA;-25,3881215;-49,2773029
DOUTOR PEDROSA;CENTRO;21;PATRIMONIO;-25,4382718;-49,2772825
DOUTOR PEDROSA;CENTRO;7;VIDA;-25,4382718;-49,2772825
EMILIANO PERNETA;CENTRO;32;PATRIMONIO;-25,4367417;-49,2771789
EMILIANO PERNETA;CENTRO;17;VIDA;-25,4367417;-49,2771789
EMILIANO PERNETA;BATEL;7;PATRIMONIO;-25,4367417;-49,2771789
MADRE EMILIA RIQUELME;SÍTIO CERCADO;28;PATRIMONIO;-25,5442128;-49,2771041
MADRE EMILIA RIQUELME;SÍTIO CERCADO;2;VIDA;-25,5442128;-49,2771041
GENERAL RAUL MUNHOZ;SÃO FRANCISCO;2;VIDA;-25,4229695;-49,2770951
DESEMBARGADOR MOTTA;CENTRO;8;PATRIMONIO;-25,4432309;-49,277025
DESEMBARGADOR MOTTA;CENTRO;3;VIDA;-25,4432309;-49,277025
DESEMBARGADOR MOTTA;BATEL;2;VIDA;-25,4432309;-49,277025
SÃO PAULO;GUAÍRA;44;PATRIMONIO;-25,3839428;-49,27699264
SÃO PAULO;GUAÍRA;7;VIDA;-25,3839428;-49,27699264
 SÃO PAULO;GUAÍRA;6;PATRIMONIO;-25,3839428;-49,27699264
PRAÇA GENERAL OSÓRIO;CENTRO;9;PATRIMONIO;-25,4333115;-49,2768844
DO COMÉRCIO 24 HORAS;CENTRO;5;VIDA;-25,4351488;-49,2768617
DO COMÉRCIO 24 HORAS;CENTRO;5;PATRIMONIO;-25,4351488;-49,2768617
CRUZ MACHADO;CENTRO;42;PATRIMONIO;-25,4309418;-49,2767381
VOLUNTÁRIOS DA PÁTRIA;CENTRO;34;PATRIMONIO;-25,4309418;-49,2767381
CRUZ MACHADO;CENTRO;19;VIDA;-25,4309418;-49,2767381
VOLUNTÁRIOS DA PÁTRIA;CENTRO;14;VIDA;-25,4309418;-49,2767381
MANIFE TACLA;PILARZINHO;5;VIDA;-25,3921381;-49,2767109
GAIPAVA;PINHEIRINHO;2;VIDA;-25,5279844;-49,2766353
GALILEU GALILEI;LINDÓIA;2;VIDA;-25,4806922;-49,2766245
GENERAL OSÓRIO;CENTRO;167;PATRIMONIO;-25,4336322;-49,2765054
GENERAL OSÓRIO;CENTRO;86;VIDA;-25,4336322;-49,2765054
GENERAL OSÓRIO;CENTRO;14;PATRIMONIO;-25,4336322;-49,2765054
GENERAL OSÓRIO;CENTRO;10;PATRIMONIO;-25,4336322;-49,2765054
GENERAL OSÓRIO;CENTRO;6;VIDA;-25,4336322;-49,2765054
RODOLFO AMOEDO;XAXIM;2;VIDA;-25,5143723;-49,2763977
RENÊ RIBEIRO TEIXEIRA;UMBARÁ;5;VIDA;-25,5556825;-49,2763498
ANTÔNIO CLAUDINO;PINHEIRINHO;5;PATRIMONIO;-25,5305773;-49,2762412
ANTÔNIO CLAUDINO;PINHEIRINHO;2;VIDA;-25,5305773;-49,2762412
JESUÍNO MARCONDES;CENTRO;12;PATRIMONIO;-25,4339157;-49,2761944
JESUÍNO MARCONDES;CENTRO;8;VIDA;-25,4339157;-49,2761944
QUITANDINHA;SÍTIO CERCADO;2;VIDA;-25,5344797;-49,2761081
RUB GUIMARÃES COUTINHO;PINHEIRINHO;3;VIDA;-25,522513;-49,2761063
, QUADRA 5**;SÍTIO CERCADO;26;PATRIMONIO;-25,449157;-49,27598267
6 R , QUADRA 5;SÍTIO CERCADO;13;PATRIMONIO;-25,449157;-49,27598267
 QUADRA 5**;SÍTIO CERCADO;2;VIDA;-25,449157;-49,27598267
MADRE MARIA DOS ANJOS;ÁGUA VERDE;11;PATRIMONIO;-25,4513325;-49,2758909
CAMILO CASTELO BRANCO;LINDÓIA;2;VIDA;-25,4779842;-49,2758824
PÉROLA DO OESTE;SÍTIO CERCADO;29;PATRIMONIO;-25,5523615;-49,2757437
PÉROLA DO OESTE;SÍTIO CERCADO;4;VIDA;-25,5523615;-49,2757437
