LOGRADOURO;BAIRRO ALTO;QUANTIDADE;TIPO;LATITUDE;LONGITUDE
JORNALISTA JOSÉ PEDRO DOS SANTOS-PEDRINHO;GANCHINHO;4;VIDA;-25,5529282;-49,2469037
MANOEL MARTINS DE ABREU;PRADO VELHO;30;PATRIMONIO;-25,4497347;-49,2468914
MANOEL MARTINS DE ABREU;PRADO VELHO;8;VIDA;-25,4497347;-49,2468914
JOSÉ ANANIAS MAUAD;JARDIM BOTÂNICO;2;VIDA;-25,4452651;-49,246786
EXPEDICIONÁRIO GUMERCINDO DA SILVA;ALTO BOQUEIRÃO;2;VIDA;-25,5378016;-49,2467125
FRANCISCO CECCON;ALTO BOQUEIRÃO;17;PATRIMONIO;-25,5269702;-49,2466554
FRANCISCO CECCON;ALTO BOQUEIRÃO;3;VIDA;-25,5269702;-49,2466554
SEVERINO GONÇALVES;ALTO BOQUEIRÃO;10;PATRIMONIO;-25,5297124;-49,2465282
SEVERINO GONÇALVES;ALTO BOQUEIRÃO;9;VIDA;-25,5297124;-49,2465282
CARLOTA STRAUBE DE ARAÚJO;BOA VISTA;2;VIDA;-25,3832506;-49,2464411
WALDEMAR KOST;HAUER;23;PATRIMONIO;-25,4827378;-49,2463691
WALDEMAR KOST;HAUER;9;VIDA;-25,4827378;-49,2463691
ABILIO DE ABREU;GUABIROTUBA;23;PATRIMONIO;-25,45762584;-49,24634925
ABILIO DE ABREU;GUABIROTUBA;12;VIDA;-25,45762584;-49,24634925
DEPUTADO SINVAL MARTINS ARAÚJO;GANCHINHO;5;VIDA;-25,5528205;-49,2462833
ANTONIO MARTINS DE ARAUJO;JARDIM BOTÂNICO;2;VIDA;-25,5528205;-49,2462833
LEOCÁDIO MOSCALEWSKI LACERDA;GANCHINHO;6;PATRIMONIO;-25,5502427;-49,2458086
DELEGADO MIGUEL ZACARIAS;BOA VISTA;14;PATRIMONIO;-25,3796636;-49,2457531
DEL. MIGUEL ZACARIAS;BOA VISTA;6;PATRIMONIO;-25,3796636;-49,2457531
FRANCISCO DAS CHAGAS LOPES;BOA VISTA;3;VIDA;-25,3786869;-49,2455398
BRASÍLIO ITIBERÊ;REBOUÇAS;34;PATRIMONIO;-25,4379351;-49,2453703
BRASÍLIO ITIBERÊ;JARDIM BOTÂNICO;9;PATRIMONIO;-25,4379351;-49,2453703
BRASÍLIO ITIBERÊ;ÁGUA VERDE;9;PATRIMONIO;-25,4379351;-49,2453703
BRASÍLIO ITIBERÊ;JARDIM BOTÂNICO;3;VIDA;-25,4379351;-49,2453703
IZIDORO WOSCH;SANTA CÂNDIDA;2;VIDA;-25,367188;-49,2452292
ITUPAVA;ALTO DA RUA XV;6;VIDA;-25,4230825;-49,2451526
ITUPAVA;ALTO DA RUA XV;6;PATRIMONIO;-25,4230825;-49,2451526
SALVADOR EVANGELISTA;ALTO BOQUEIRÃO;7;PATRIMONIO;-25,5267251;-49,2447079
SÃO JERÔNIMO DA SERRA;SANTA CÂNDIDA;20;PATRIMONIO;-25,3686847;-49,2446977
GOVERNADOR JORGE LACERDA;GUABIROTUBA;4;VIDA;-25,4620449;-49,2445575
GOVERNADOR JORGE LACERDA;GUABIROTUBA;6;VIDA;-25,4620449;-49,2445575
CANAL BELÉM;SÃO FRANCISCO;35;PATRIMONIO;-25,4729592;-49,2445174
CANAL BELÉM;CENTRO;24;PATRIMONIO;-25,4729592;-49,2445174
CANAL BELEM;BOQUEIRÃO;10;PATRIMONIO;-25,4729592;-49,2445174
CANAL BELÉM;CENTRO;9;VIDA;-25,4729592;-49,2445174
CANAL BELEM;UBERABA;6;PATRIMONIO;-25,4729592;-49,2445174
CANAL BELÉM;SÃO FRANCISCO;4;VIDA;-25,4729592;-49,2445174
CANAL BELÉM;MERCÊS;3;VIDA;-25,4729592;-49,2445174
CANAL BELÉM;GUABIROTUBA;2;VIDA;-25,4729592;-49,2445174
CALISTRAT COLUCIUC;SANTA CÂNDIDA;7;PATRIMONIO;-25,3699691;-49,2444013
ALMIRANTE DONADELLO;ALTO BOQUEIRÃO;14;PATRIMONIO;-25,5429869;-49,2443175
VICENTE GERONASSO;BOA VISTA;7;VIDA;-25,374371;-49,2442468
COSTA RICA;BACACHERI;10;PATRIMONIO;-25,4014359;-49,244081
ARTHUR PINA;BOQUEIRÃO;2;VIDA;-25,4949702;-49,2440194
PLÁCIDO DE CASTRO;GUABIROTUBA;5;PATRIMONIO;-25,4536678;-49,2438514
DOUTOR JORGE MEYER FILHO;JARDIM BOTÂNICO;7;PATRIMONIO;-25,4432224;-49,2437652
DR. JORGE MEYER FILHO;JARDIM BOTÂNICO;6;PATRIMONIO;-25,4432224;-49,2437652
AQUELINO ORESTES BAGLIOLI;PRADO VELHO;19;PATRIMONIO;-25,4498209;-49,2437259
AQUELINO ORESTES BAGLIOLI;PRADO VELHO;2;VIDA;-25,4498209;-49,2437259
GENERAL ANOR PINHO;BOA VISTA;2;VIDA;-25,3786465;-49,2435769
EXPEDICIONÁRIO ESTANISLAU WOJCIK;ALTO BOQUEIRÃO;17;PATRIMONIO;-25,5353695;-49,2434914
EXP. ESTANISLAU WOJCIK;ALTO BOQUEIRÃO;5;PATRIMONIO;-25,5353695;-49,2434914
DOUTOR CORREA COELHO;JARDIM BOTÂNICO;5;PATRIMONIO;-25,4391448;-49,2432669
ESTEVÃO MANIKA;SANTA CÂNDIDA;6;VIDA;-25,3524888;-49,2430326
ESTÊVÃO MANIKA;SANTA CÂNDIDA;2;VIDA;-25,3524888;-49,2430326
FRANCISCO FAVARO;SANTA CÂNDIDA;8;VIDA;-25,3681383;-49,2427079
FRANCISCO FÁVARO;SANTA CÂNDIDA;8;VIDA;-25,3681383;-49,2427079
FRANCISCO FAVARO;SANTA CÂNDIDA;5;PATRIMONIO;-25,3681383;-49,2427079
LEOCÁDIO ROBISON DE LIMA DAMAZIO;ALTO BOQUEIRÃO;30;VIDA;-25,5323069;-49,2424469
LEOCÁDIO ROBISON DE LIMA DAMAZIO;ALTO BOQUEIRÃO;5;PATRIMONIO;-25,5323069;-49,2424469
JOVINO DO ROSÁRIO;BOA VISTA;3;VIDA;-25,3939204;-49,2423172
ODACIR SCHILIPAK;SANTA CÂNDIDA;5;PATRIMONIO;-25,3736251;-49,2421607
ODACIR SCHILIPAK;SANTA CÂNDIDA;2;VIDA;-25,3736251;-49,2421607
DO VIAMÃO;GUABIROTUBA;2;VIDA;-25,4663509;-49,2421052
PERU;BACACHERI;5;VIDA;-25,4055032;-49,2420326
CABRAL;CENTRO;16;PATRIMONIO;-25,4058429;-49,2419631
CABRAL;CENTRO;7;VIDA;-25,4058429;-49,2419631
CABRAL;CABRAL;2;VIDA;-25,4058429;-49,2419631
MÁRIO BERALDI;SANTA CÂNDIDA;9;PATRIMONIO;-25,3663135;-49,2419295
NOSSA SENHORA DE NAZARÉ;BOA VISTA;2;VIDA;-25,3865015;-49,2418068
CIDADE DE GOIOERÊ;ALTO BOQUEIRÃO;3;VIDA;-25,5426943;-49,2417634
DOUTOR SALVADOR DE MAIO;JARDIM BOTÂNICO;10;PATRIMONIO;-25,4509796;-49,241743
DR. SALVADOR DE MAIO;JARDIM BOTÂNICO;6;PATRIMONIO;-25,4509796;-49,241743
DOUTOR SALVADOR DE MAIO;JARDIM BOTÂNICO;5;VIDA;-25,4509796;-49,241743
DR. SALVADOR DE MAIO;JARDIM BOTÂNICO;5;VIDA;-25,4509796;-49,241743
LÁZARO BORSSATTO;ALTO BOQUEIRÃO;18;PATRIMONIO;-25,52848889;-49,24148773
LÁZARO BORSSATTO;ALTO BOQUEIRÃO;6;VIDA;-25,52848889;-49,24148773
CARLOS DE LAET;BOQUEIRÃO;22;PATRIMONIO;-25,4851588;-49,2414671
CARLOS DE LAET;BOQUEIRÃO;10;VIDA;-25,4851588;-49,2414671
MARCILIANO FERREIRA DOS SANTOS;SANTA CÂNDIDA;2;VIDA;-25,3722984;-49,2414495
REI DAVID;SANTA CÂNDIDA;3;VIDA;-25,3760855;-49,2414469
DOS ESTADOS;ÁGUA VERDE;2;VIDA;-25,4064694;-49,2412712
CASCAVEL;BOQUEIRÃO;3;VIDA;-25,5250506;-49,2409671
CASCAVEL;ALTO BOQUEIRÃO;2;VIDA;-25,5250506;-49,2409671
JOÃO HAVRO;BOA VISTA;4;VIDA;-25,3938264;-49,2409654
ALBERTO POTIER;BOA VISTA;5;PATRIMONIO;-25,3855462;-49,2409434
quadra 10;TATUQUARA;6;PATRIMONIO;-25,44332345;-49,24089922
BOM JESUS DE IGUAPE;BOQUEIRÃO;11;PATRIMONIO;-25,4892799;-49,2408636
BOM JESUS DE IGUAPE;BOQUEIRÃO;7;VIDA;-25,4892799;-49,2408636
PREFEITO LOTHÁRIO MEISSNER;JARDIM BOTÂNICO;117;PATRIMONIO;-25,4442083;-49,2407948
PREFEITO LOTHÁRIO MEISSNER;JARDIM BOTÂNICO;51;VIDA;-25,4442083;-49,2407948
PREFEITO LOTHARIO MEISSNER;JARDIM BOTÂNICO;6;PATRIMONIO;-25,4442083;-49,2407948
PREFEITO LOTHÁRIO MEISSNER;JARDIM BOTÂNICO;31;PATRIMONIO;-25,4442083;-49,2407948
PREFEITO LOTHÁRIO MEISSNER;JARDIM BOTÂNICO;13;VIDA;-25,4442083;-49,2407948
CAMPO MOURÃO;ALTO BOQUEIRÃO;7;PATRIMONIO;-25,5366726;-49,2407001
CAMPO MOURÃO;ALTO BOQUEIRÃO;2;VIDA;-25,5366726;-49,2407001
JOÃO KANIA;SANTA CÂNDIDA;5;PATRIMONIO;-25,3686842;-49,2406591
PEDRO NABOSNE;ALTO BOQUEIRÃO;25;PATRIMONIO;-25,5406859;-49,2404057
PEDRO NABOSNE;ALTO BOQUEIRÃO;2;VIDA;-25,5406859;-49,2404057
CORONEL LUIZ JOSÉ DOS SANTOS;BOQUEIRÃO;10;PATRIMONIO;-25,495751;-49,2403557
CORONEL LUIZ JOSÉ DOS SANTOS;BOQUEIRÃO;5;VIDA;-25,495751;-49,2403557
PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;123;PATRIMONIO;-25,5275945;-49,2400875
 PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;18;PATRIMONIO;-25,5275945;-49,2400875
PR. ANTÔNIO POLITO;ALTO BOQUEIRÃO;17;PATRIMONIO;-25,5275945;-49,2400875
PR. ANTÔNIO POLITO;ALTO BOQUEIRÃO;7;VIDA;-25,5275945;-49,2400875
PASTOR ANTONIO POLITO;BOQUEIRÃO;6;PATRIMONIO;-25,5275945;-49,2400875
PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;3;VIDA;-25,5275945;-49,2400875
BRIGADEIRO ARTHUR CARLOS PERALTA;BOA VISTA;2;VIDA;-25,3928389;-49,2400357
ENGENHEIRO OSTOJA ROGUSKI;JARDIM BOTÂNICO;10;PATRIMONIO;-25,4405007;-49,2397916
ENGENHEIRO OSTOJA ROGUSKI;JARDIM BOTÂNICO;2;VIDA;-25,4405007;-49,2397916
ENGENHEIRO OSTOJA ROGUSKI;JARDIM BOTÂNICO;71;PATRIMONIO;-25,4405007;-49,2397916
ENGENHEIRO OSTOJA ROGUSKI;JARDIM BOTÂNICO;15;VIDA;-25,4405007;-49,2397916
DOUTOR BENEDICTO SIQUEIRA BRANCO;ALTO BOQUEIRÃO;10;PATRIMONIO;-25,5344637;-49,2397583
DOUTOR BENEDICTO SIQUEIRA BRANCO;ALTO BOQUEIRÃO;3;VIDA;-25,5344637;-49,2397583
HUMBERTO CEZARINO;SANTA CÂNDIDA;2;VIDA;-25,3759904;-49,2396824
ENGENHEIRO LUIZ AUGUSTO LEÃO FONSECA;SANTA CÂNDIDA;3;VIDA;-25,376939;-49,239649
LUIZ CARLOS CANESSO;ALTO BOQUEIRÃO;25;PATRIMONIO;-25,5337929;-49,2395147
DR. BLEY ZORNIG;BOQUEIRÃO;8;PATRIMONIO;-25,517271;-49,2393175
DOUTOR BLEY ZORNIG;ALTO BOQUEIRÃO;7;PATRIMONIO;-25,517271;-49,2393175
DOUTOR BLEY ZORNIG;BOQUEIRÃO;5;PATRIMONIO;-25,517271;-49,2393175
DOUTOR BLEY ZORNIG;BOQUEIRÃO;3;VIDA;-25,517271;-49,2393175
PROFESSOR RODOLFO BELZ;SANTA CÂNDIDA;2;VIDA;-25,3736846;-49,23917
TEN. TITO TEIXEIRA DE CASTRO;BOQUEIRÃO;15;PATRIMONIO;-25,4906783;-49,2388386
TENENTE TITO TEIXEIRA DE CASTRO;BOQUEIRÃO;9;PATRIMONIO;-25,4906783;-49,2388386
TENENTE TITO TEIXEIRA DE CASTRO;BOQUEIRÃO;4;VIDA;-25,4906783;-49,2388386
TENENTE FRANCISCO FERREIRA DE SOUZA;HAUER;6;PATRIMONIO;-25,5015234;-49,2388357
TENENTE FRANCISCO FERREIRA DE SOUZA;HAUER;5;VIDA;-25,5015234;-49,2388357
TENENTE FRANCISCO FERREIRA DE SOUZA;BOQUEIRÃO;5;PATRIMONIO;-25,5015234;-49,2388357
TENENTE FRANCISCO FERREIRA DE SOUZA;BOQUEIRÃO;3;VIDA;-25,5015234;-49,2388357
FRANCISCO LOURENÇO JOHNSCHER;BOQUEIRÃO;2;VIDA;-25,5104032;-49,2386133
BARTOLOMEU LOURENÇO DE GUSMÃO;BOQUEIRÃO;30;PATRIMONIO;-25,4883445;-49,238514
HIPÓLITO DA COSTA;BOQUEIRÃO;7;VIDA;-25,4883445;-49,238514
BARTOLOMEU LOURENÇO DE GUSMÃO;BOQUEIRÃO;4;VIDA;-25,4883445;-49,238514
CORONEL VIVIDA;ALTO BOQUEIRÃO;2;VIDA;-25,5385393;-49,2384061
EDUARDO GERONASSO;BACACHERI;2;VIDA;-25,3941885;-49,2383171
ITALINO PERUFFO;BOQUEIRÃO;5;PATRIMONIO;-25,5022514;-49,238133
ADORIDES DE JESUS CRUZ CAMARGO;FAZENDINHA;28;PATRIMONIO;-25,5005673;-49,23795702
MARIA GERONASSO DO ROSÁRIO;BOA VISTA;13;PATRIMONIO;-25,3842264;-49,237851
MARIA GERONASSO DO ROSÁRIO;BOA VISTA;2;VIDA;-25,3842264;-49,237851
JOÃO MEQUETTI;SANTA CÂNDIDA;11;PATRIMONIO;-25,3767466;-49,237842
JOÃO MEQUETTI;SANTA CÂNDIDA;4;VIDA;-25,3767466;-49,237842
GUILHERMINA CARMEN SERRA;ALTO BOQUEIRÃO;3;VIDA;-25,5367758;-49,2377672
SANTOS DUMONT;CENTRO;6;VIDA;-25,40072895;-49,23743269
CORONEL FRANCISCO HERÁCLITO DOS SANTOS;JARDIM DAS AMÉRICAS;26;PATRIMONIO;-25,471199;-49,2372401
JOSÉ LOUREIRO;CENTRO;25;PATRIMONIO;-25,5032299;-49,2371718
JOSÉ LOUREIRO;CENTRO;8;VIDA;-25,5032299;-49,2371718
CAPITÃO ROBERTO LOPES QUINTAS;ALTO BOQUEIRÃO;21;PATRIMONIO;-25,537217;-49,2371672
CAPITÃO ROBERTO LOPES QUINTAS;ALTO BOQUEIRÃO;2;VIDA;-25,537217;-49,2371672
CAPITAO ROBERTO LOPES QUINTAS;ALTO BOQUEIRÃO;20;PATRIMONIO;-25,537217;-49,2371672
DOUTOR ÁLVARO TEIXEIRA PINTO;SANTA CÂNDIDA;3;VIDA;-25,3695862;-49,2370931
PAULO SETUBAL;BOQUEIRÃO;4;VIDA;-25,5280031;-49,2369303
PAULO SETUBAL;ALTO BOQUEIRÃO;3;VIDA;-25,5280031;-49,2369303
ILHA DE GRANADA;JARDIM SOCIAL;5;VIDA;-25,410993;-49,2369281
GUILHERME WEIGERT;SANTA CÂNDIDA;2;VIDA;-25,3564838;-49,2368361
PEDRO SPISLA FILHO;SANTA CÂNDIDA;6;PATRIMONIO;-25,371153;-49,2367654
PEDRO RAMOS DE OLIVEIRA;ALTO BOQUEIRÃO;12;PATRIMONIO;-25,5223227;-49,2367586
WALDEMAR LOUREIRO CAMPOS;BOQUEIRÃO;43;PATRIMONIO;-25,5030639;-49,2367563
WALDEMAR LOUREIRO CAMPOS;BOQUEIRÃO;13;VIDA;-25,5030639;-49,2367563
WALDEMAR LOUREIRO CAMPOS;XAXIM;5;PATRIMONIO;-25,5030639;-49,2367563
ANNE FRANK;BOQUEIRÃO;46;PATRIMONIO;-25,500775;-49,236573
ANNE FRANK;BOQUEIRÃO;26;VIDA;-25,500775;-49,236573
ANNE FRANK;HAUER;20;PATRIMONIO;-25,500775;-49,236573
DESEMBARGADOR ANTÔNIO LEOPOLDO DOS SANTOS;BOA VISTA;2;VIDA;-25,3858466;-49,2365583
AGOSTINHO LEGROS;BOQUEIRÃO;5;PATRIMONIO;-25,51786836;-49,23641406
FERNANDO DE NORONHA;BOA VISTA;10;PATRIMONIO;-25,3887983;-49,2362453
FERNANDO DE NORONHA;BARREIRINHA;7;PATRIMONIO;-25,3887983;-49,2362453
FERNANDO DE NORONHA;BARREIRINHA;6;VIDA;-25,3887983;-49,2362453
FERNANDO DE NORONHA;SANTA CÂNDIDA;5;VIDA;-25,3887983;-49,2362453
FERNANDO DE NORONHA;SANTA CÂNDIDA;5;PATRIMONIO;-25,3887983;-49,2362453
FERNANDO DE NORONHA;BOA VISTA;2;VIDA;-25,3887983;-49,2362453
REINALDO JACOB VON MÜHLEN;SANTA CÂNDIDA;2;VIDA;-25,3765808;-49,2361368
NICOLAU SCHEFFER;SANTA CÂNDIDA;3;VIDA;-25,3849856;-49,2360362
NICOLAU SCHEFFER;BOA VISTA;2;VIDA;-25,3849856;-49,2360362
JOSÉ DE ALENCAR;CRISTO REI;7;PATRIMONIO;-25,4362232;-49,2354556
JOSÉ DE ALENCAR;ALTO DA RUA XV;2;VIDA;-25,4362232;-49,2354556
NEWTON DE SOUZA E SILVA;UBERABA;2;VIDA;-25,4749164;-49,2354438
LUIZ MACHUCA;ALTO BOQUEIRÃO;2;VIDA;-25,534252;-49,2354424
ANTÔNIO SCHIEBEL;BOQUEIRÃO;3;VIDA;-25,4980314;-49,2352422
CORONEL JOSÉ CARVALHO DE OLIVEIRA;UBERABA;2;VIDA;-25,4730691;-49,2350273
JOÃO MIQUELETTO;ALTO BOQUEIRÃO;13;VIDA;-25,551791;-49,23480456
JOÃO MIQUELETTO;ALTO BOQUEIRÃO;56;PATRIMONIO;-25,55178132;-49,23477237
VICTOR FERREIRA DO AMARAL;TARUMÃ;85;PATRIMONIO;-25,4279209;-49,2346584
VICTOR FERREIRA DO AMARAL;TARUMÃ;11;VIDA;-25,4279209;-49,2346584
VICTOR FERREIRA DO AMARAL;CAPÃO DA IMBUIA;7;PATRIMONIO;-25,4279209;-49,2346584
VICTOR FERREIRA DO AMARAL;BAIRRO ALTO;2;VIDA;-25,4279209;-49,2346584
THEREZA LOPES SKROSKI;SANTA CÂNDIDA;5;VIDA;-25,3511016;-49,2343564
NAPOLEÃO LAUREANO;BOQUEIRÃO;8;PATRIMONIO;-25,4998761;-49,2343498
NAPOLEÃO LAUREANO;BOQUEIRÃO;7;VIDA;-25,4998761;-49,2343498
WALACE LANDAL;SANTA CÂNDIDA;4;VIDA;-25,3528953;-49,2343162
ITAÚNA DO SUL;ALTO BOQUEIRÃO;10;PATRIMONIO;-25,531017;-49,2341962
ITAÚNA DO SUL;ALTO BOQUEIRÃO;2;VIDA;-25,531017;-49,2341962
WILSON DACHEUX PEREIRA;ALTO BOQUEIRÃO;226;PATRIMONIO;-25,526162;-49,234062
WILSON DACHEUX PEREIRA;BOQUEIRÃO;47;PATRIMONIO;-25,526162;-49,234062
WILSON DACHEUX PEREIRA;ALTO BOQUEIRÃO;38;VIDA;-25,526162;-49,234062
MARILÂNDIA DO SUL;ALTO BOQUEIRÃO;6;PATRIMONIO;-25,5283532;-49,2340586
MARILÂNDIA DO SUL;ALTO BOQUEIRÃO;3;VIDA;-25,5283532;-49,2340586
BR-476;XAXIM;131;PATRIMONIO;-25,4427131;-49,2338935
BR-476;HAUER;71;PATRIMONIO;-25,4427131;-49,2338935
BR-476;CAPÃO RASO;30;PATRIMONIO;-25,4427131;-49,2338935
BR-476;XAXIM;23;VIDA;-25,4427131;-49,2338935
BR-476;FANNY;21;PATRIMONIO;-25,4427131;-49,2338935
BR-476;PINHEIRINHO;20;PATRIMONIO;-25,4427131;-49,2338935
BR-476;HAUER;15;VIDA;-25,4427131;-49,2338935
BR-476;FANNY;8;VIDA;-25,4427131;-49,2338935
BR-476;PAROLIN;7;PATRIMONIO;-25,4427131;-49,2338935
BR-476;BOQUEIRÃO;5;PATRIMONIO;-25,4427131;-49,2338935
BR-476;CAPÃO RASO;4;VIDA;-25,4427131;-49,2338935
JOÃO REBOLI;BOA VISTA;3;VIDA;-25,3794119;-49,2336758
JOSÉ URSULINO FILHO;SANTA CÂNDIDA;6;PATRIMONIO;-25,3628297;-49,2336335
LARANJEIRAS DO SUL;ALTO BOQUEIRÃO;10;PATRIMONIO;-25,5281648;-49,2335911
NOSSA SENHORA DE SALETTE;CENTRO CÍVICO;2;VIDA;-25,41068455;-49,23340054
CORONEL FRANCISCO H DOS SANTOS;JARDIM DAS AMÉRICAS;23;PATRIMONIO;-25,46047238;-49,23332657
CORONEL FRANCISCO H DOS SANTOS;GUABIROTUBA;10;PATRIMONIO;-25,46047238;-49,23332657
CORONEL FRANCISCO H DOS SANTOS;GUABIROTUBA;7;VIDA;-25,46047238;-49,23332657
CORONEL FRANCISCO H DOS SANTOS;JARDIM DAS AMÉRICAS;6;VIDA;-25,46047238;-49,23332657
CORONEL FRANCISCO H DOS SANTOS;UBERABA;6;PATRIMONIO;-25,46047238;-49,23332657
VÊNUS;SÍTIO CERCADO;2;VIDA;-25,3867179;-49,2330116
PAULO NADOLNY;BACACHERI;21;PATRIMONIO;-25,390984;-49,2327403
PAULO NADOLNY;BACACHERI;4;VIDA;-25,390984;-49,2327403
Ó BRASIL PARA CRISTO;BOQUEIRÃO;15;PATRIMONIO;-25,4921207;-49,2324195
O BRASIL PARA CRISTO;BOQUEIRÃO;12;PATRIMONIO;-25,4921207;-49,2324195
Ó BRASIL PARA CRISTO;BOQUEIRÃO;5;VIDA;-25,4921207;-49,2324195
MANOEL ORDONES;ALTO BOQUEIRÃO;8;PATRIMONIO;-25,5404023;-49,2322364
FRANZ JOSEF HOCH;BACACHERI;16;PATRIMONIO;-25,3896659;-49,2321861
FRANZ JOSEF HOCH;BACACHERI;6;VIDA;-25,3896659;-49,2321861
MARIA MARQUES DE CAMARGO;ALTO BOQUEIRÃO;15;PATRIMONIO;-25,5359803;-49,2317514
CANADÁ;BACACHERI;70;PATRIMONIO;-25,3849287;-49,2316495
CANADÁ;BACACHERI;36;VIDA;-25,3849287;-49,2316495
REVERENDO AUGUSTO PAES DE ÁVILA;ALTO BOQUEIRÃO;40;PATRIMONIO;-25,5250821;-49,2314907
REVERENDO AUGUSTO PAES DE ÁVILA;ALTO BOQUEIRÃO;4;VIDA;-25,5250821;-49,2314907
HERMENEGILDO ORMENEZE;ALTO BOQUEIRÃO;2;VIDA;-25,5295225;-49,231476
jardim botânico;CENTRO;2;VIDA;-25,4433651;-49,231185
PROFESSORA EDMEE NEAL ALGOUVER;ALTO BOQUEIRÃO;2;VIDA;-25,5271656;-49,2311477
PASTOR CARLOS FRANK;BOQUEIRÃO;15;PATRIMONIO;-25,5161268;-49,231012
PASTOR CARLOS FRANK;BOQUEIRÃO;2;VIDA;-25,5161268;-49,231012
NICARÁGUA;BACACHERI;2;VIDA;-25,3951149;-49,23099116
MOBRAL;SANTA CÂNDIDA;49;PATRIMONIO;-25,3630655;-49,2306333
MOBRAL;SANTA CÂNDIDA;14;VIDA;-25,3630655;-49,2306333
FRANCIS BACON;SANTA CÂNDIDA;11;PATRIMONIO;-25,3647482;-49,2304862
ULISSES JOSÉ RIBEIRO;UBERABA;6;PATRIMONIO;-25,4733463;-49,2300821
MAESTRO CARLOS FRANK;BOQUEIRÃO;41;PATRIMONIO;-25,5179261;-49,2300255
MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;26;PATRIMONIO;-25,5179261;-49,2300255
MAESTRO CARLOS FRANK;BOQUEIRÃO;4;VIDA;-25,5179261;-49,2300255
MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;3;VIDA;-25,5179261;-49,2300255
MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;16;PATRIMONIO;-25,5179261;-49,2300255
CARLOS ESSENFELDER;BOQUEIRÃO;188;PATRIMONIO;-25,5002515;-49,2298732
 CARLOS ESSENFELDER;BOQUEIRÃO;16;PATRIMONIO;-25,5002515;-49,2298732
CARLOS ESSENFELDER;BOQUEIRÃO;3;VIDA;-25,5002515;-49,2298732
PREFEITO ERASTO GAERTNER;BACACHERI;14;PATRIMONIO;-25,3945543;-49,2295903
PREFEITO ERASTO GAERTNER;BACACHERI;6;VIDA;-25,3945543;-49,2295903
JANUÁRIO ALVES DE SOUZA;BOQUEIRÃO;2;VIDA;-25,5240368;-49,2291397
DAS CARMELITAS;BOQUEIRÃO;9;PATRIMONIO;-25,5062799;-49,2283548
DAS CARMELITAS;BOQUEIRÃO;3;VIDA;-25,5062799;-49,2283548
SÃO VICENTE PALLOTTI;CAJURU;25;PATRIMONIO;-25,4497606;-49,2283163
LOURIVALDO JOSÉ DA COSTA;SANTA CÂNDIDA;3;VIDA;-25,366684;-49,2279518
ROMEU BACH;BOQUEIRÃO;11;PATRIMONIO;-25,4973327;-49,2278431
ROMEU BACH;BOQUEIRÃO;2;VIDA;-25,4973327;-49,2278431
IRMÃO LUIZ VICENTE;CAJURU;6;PATRIMONIO;-25,4437796;-49,2278257
NOSSA SENHORA DE LOURDES;JARDIM DAS AMÉRICAS;5;PATRIMONIO;-25,4528293;-49,2277165
DOM JOÃO VI;CAJURU;2;VIDA;-25,4420325;-49,2276413
FRANCISCO TIMOTEO DE SIMAS;UBERABA;2;VIDA;-25,4804625;-49,2276138
SIMÃO BRANTE;UBERABA;20;PATRIMONIO;-25,487123;-49,2274201
PROFESSORA JOANITA BERNETT PASSOS;BOQUEIRÃO;3;VIDA;-25,505783;-49,2271655
DA BANDEIRA;CABRAL;2;VIDA;-25,458847;-49,2270083
ANA BERTA ROSKAMP;JARDIM DAS AMÉRICAS;2;VIDA;-25,4531074;-49,2269745
ELIAS MOYSES SCHELELA;UBERABA;10;PATRIMONIO;-25,4854974;-49,2266867
RODRIGO DE FREITAS;BACACHERI;10;PATRIMONIO;-25,3926396;-49,2266561
NAIR FERRAZ CAZELLATO;ALTO BOQUEIRÃO;6;PATRIMONIO;-25,5242114;-49,2264415
CANAL BELÉM - MARGINAL LESTE;UBERABA;5;PATRIMONIO;-25,49492399;-49,22634724
THEODORO MAKIOLKA;SANTA CÂNDIDA;11;PATRIMONIO;-25,3734928;-49,2263241
THEODORO MAKIOLKA;BARREIRINHA;7;PATRIMONIO;-25,3734928;-49,2263241
THEODORO MAKIOLKA;BARREIRINHA;5;VIDA;-25,3734928;-49,2263241
JOÃO GBUR;SANTA CÂNDIDA;3;VIDA;-25,3766173;-49,2259087
JOÃO GBUR;BOA VISTA;2;VIDA;-25,3766173;-49,2259087
BEPPE GUSSO;SANTA CÂNDIDA;6;VIDA;-25,3644486;-49,2258035
ANTONIO MEIRELLES SOBRINHO;CAJURU;17;PATRIMONIO;-25,4430634;-49,2257702
CAPITÃO JOÃO BUSSE;CAJURU;7;PATRIMONIO;-25,4430634;-49,2257702
CAPITÃO JOÃO BUSSE;CAJURU;2;VIDA;-25,4430634;-49,2257702
BR CENTO E DEZESSEIS;XAXIM;127;PATRIMONIO;-25,42120825;-49,2251082
DESEMBARGADOR ANTÔNIO DE PAULA;BOQUEIRÃO;12;PATRIMONIO;-25,5071471;-49,2250907
