NOME;LOGRADOURO;BAIRRO;TIPO;LATITUDE;LONGITUDE
PIRAMIDE DO SABER, E-EI EF;RUA PROF JOSE NOGUEIRA DOS SANTOS 901;VILA HAUER;PRIVADO;-25,4857568;-49,2591534
NOVA BETEL, E-EI EF;RUA CARLOS DE LAET 2602;HAUER;PRIVADO;-25,4858989;-49,2412837
HUNIKA, E-EI EF;RUA VISC DO CERRO FRIO 175;NOVO MUNDO;PRIVADO;-25,4860261;-49,3069572
LAR E SOL, C E I;RUA FREI GASPAR MADRE DE DEUS 680;PORTAO;PRIVADO;-25,4862041;-49,2981836
ADVENTISTA BOQUEIRAO, C-EI EF M;RUA CLETO DA SILVA 2260;BOQUEIRAO;PRIVADO;-25,4865356;-49,2394062
DENTE DE LEITE, C E I;RUA AUGUSTO L DE MOURA 310;FAZENDINHA;PRIVADO;-25,4866695;-49,3309316
CRISTA PLANTACAO DA ALEGRIA, C E I;RUA DALILA ROLIM VARGAS 304;NOVO MUNDO;PRIVADO;-25,4879454;-49,303934
FUTURA, C E I;RUA PEDRO ZAGONEL 1031;NOVO MUNDO;PRIVADO;-25,4891901;-49,3044473
SEMEANDO PRINCIPIOS, C E I;AV FREDERICO LAMBERTUCCI 1367;FAZENDINHA;PRIVADO;-25,4894548;-49,3322035
VIVA MUNDI, C E I;RUA MARIO CHAUBALD BISCAIA 185;NOVO MUNDO;PRIVADO;-25,4897933;-49,2967121
SAO MARCELINO CHAMPAGNAT, E-EI EF;RUA ANTONIO CARNASCIALE 512;HAUER;PRIVADO;-25,49014414;-49,24638127
A MAO COOPERADORA-UBERABA, C E I;RUA RODOLFO BERNADELLI 545;UBERABA;PRIVADO;-25,49025296;-49,22733013
GIACOMINO, C E I;RUA LEONARDO JAVORSKI 305;FAZENDINHA;PRIVADO;-25,4903333;-49,3261139
ACADEMICA, E EDUC CRISTA-EI EF;RUA MAJOR VICENTE DE CASTRO 2575;PORTAO;PRIVADO;-25,4903529;-49,2745168
FLOR CRIANCA KIDS, C E I;RUA SANTA MARIA 774;NOVO MUNDO;PRIVADO;-25,4907936;-49,2817815
CONTEMPORANEO MICCELLI, C-EI EF M;RUA PROFESSORA DONA LULU 414;NOVO MUNDO;PRIVADO;-25,4908703;-49,3102422
FLOR CRIANCA, C E I;RUA SANTA MARIA 769;NOVO MUNDO;PRIVADO;-25,4908874;-49,281564
ESCOLA TECNICA - INTEC;AV REPUBLICA ARGENTINA 5098;CAPAO RASO;PRIVADO;-25,4909147;-49,2939885
TOP KIDS, C E I;RUA FIORAVANTE SLAVIEIRO 811;NOVO MUNDO;PRIVADO;-25,4910749;-49,3100949
AMIGOS DO PEDRINHO, C E I;RUA FIORAVANTE SLAVIERO 811;NOVO MUNDO;PRIVADO;-25,49109142;-49,31007067
A MAO COOPERADORA-UBERABA 2, C E I;RUA NICODEMOS ZEGLIN 11;UBERABA;PRIVADO;-25,49124197;-49,20707502
COR E VIDA, C E I;RUA MAGDALENA TABORDA RIBAS 535;NOVO MUNDO;PRIVADO;-25,4922138;-49,307357
PINGO DE GENTE, C E I;RUA UIRAPURUS 29;NOVO MUNDO;PRIVADO;-25,492934;-49,2831904
IGNACIO, C E I DOM;RUA ROSA SAHAGOFF 511;UBERABA;PRIVADO;-25,4931035;-49,2229074
CURIOSA IDADE, C E I;RUA ANTONIO REBELATTO 1212;BOQUEIRAO;PRIVADO;-25,4939957;-49,2594706
TURMINHA AMAI, C E I;RUA ANTONIO REBELATTO 1212;BOQUEIRAO;PRIVADO;-25,4939957;-49,2594706
RECANTO FELIZ SANTA URSULA, C E I;RUA DR MAGNUS SONDAHL 250;UBERABA;PRIVADO;-25,4943356;-49,1997126
GRACE, E-EI EF;RUA PEDRO BONAT 103;CAPAO RASO;PRIVADO;-25,49454445;-49,29276793
CRISTA APRENDER E VIVER, E-EI EF;RUA CAPITAO LEONIDAS MARQUES 3649;UBERABA;PRIVADO;-25,4945575;-49,2072445
MUNDO PARA TODO MUNDO, C E I;RUA HIPOLITO DA COSTA 2252;BOQUEIRAO;PRIVADO;-25,494744;-49,2545913
ESPACO DO SABER, C E I;RUA ANTONIO REBELATTO 646;XAXIM;PRIVADO;-25,4948519;-49,2648929
DEHON, C E I PE;RUA PADRE DEHON 2290;BOQUEIRAO;PRIVADO;-25,4948867;-49,2506286
ACESSO BOQUEIRAO, C-EF M;AVENIDA MARECHAL FLORIANO PEIXOTO 7780;BOQUEIRAO;PRIVADO;-25,49524845;-49,24117295
ACESSO HAUER, E-EF;RUA PROF JOAO SOARES BARCELOS 2474;BOQUEIRAO;PRIVADO;-25,4953087;-49,2482672
UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC;R. AFFIFE MANSUR 565;NOVO MUNDO;PRIVADO;-25,4954818;-49,2995797
WILLY JANZ, E-EI EF;AV COMENDADOR FRANCO 7770;UBERABA;PRIVADO;-25,495713;-49,21307216
MUNDO KIDS, C E I;RUA AUGUSTO ZIBARTH, 89;UBERABA;PRIVADO;-25,49613;-49,2163399
AGAPE, E-EI EF;RUA PADRE DEHON 2471;BOQUEIRAO;PRIVADO;-25,4963177;-49,2496432
YVONE PIMENTEL, C E I;RUA SEBASTIAO MALUCELLI 1312;NOVO MUNDO;PRIVADO;-25,496328;-49,2997653
DESPERTANDO AS ESTRELINHAS, C E I;RUA JOSE G DE ABREU 793;CAPAO RASO;PRIVADO;-25,4964122;-49,2846319
DOCE MOMENTO, C E I;RUA VEREADOR ADEODATO VOLPI 420;CAPAO RASO;PRIVADO;-25,4967171;-49,2916907
NOVA CRIANCA, C E I;RUA HUMBERTO CICARINO 633;XAXIM;PRIVADO;-25,49712914;-49,25832344
SENAI-CENTRO EDUC PROFIS CID IND CTBA;RUA SENADOR ACCIOLY FILHO 298;CIC;PRIVADO;-25,4976442;-49,3105229
SESI-CIC, C-EF M;RUA SENADOR ACCIOLY FILHO 250;CIC;PRIVADO;-25,4977165;-49,3404833
CIRCO DAS LETRAS, C E I;RUA ISAIAS REGIS DE MIRANDA 2978;BOQUEIRAO;PRIVADO;-25,4980277;-49,2448286
LETRINHAS ENCANTADAS, C E I;RUA EURICO FONSECA DOS SANTOS 195;;PRIVADO;-25,498273;-49,271785
ACACIAS UNIDAS, C E I;RUA VEREADOR OSWALDO NASCIMENTO 448;XAXIM;PRIVADO;-25,4985847;-49,2623348
ACACIAS, C E I;RUA VEREADOR OSWALDO NASCIMENTO BITTENCOURT 415;XAXIM;PRIVADO;-25,4985847;-49,2623348
VOVO CENIRA GUSSO, C E I;RUA FERNANDES VIEIRA 498;CAPAO RASO;PRIVADO;-25,4986855;-49,2818135
FAMILIA FELIZ, C E I;RUA DOUTOR MANOEL ABILIO 45;UMBARA;PRIVADO;-25,49906255;-49,29190127
PEDRO APOSTOLO, E-EI EF;RUA DR MANOEL LINHARES DE LACERDA 69;CAPAO RASO;PRIVADO;-25,4993786;-49,295215
SANTA MARIA DE DEUS, C E I;RUA ANTONIO MOACIR RIBEIRO BATISTA 150;CIC;PRIVADO;-25,4994571;-49,3214693
EURECA, C E I;RUA JOSE CLEMENTINO BETTEGA 385;CAPAO RASO;PRIVADO;-25,4995525;-49,299925
MEGAMUNDI, C E I;RUA MAGDALENA DE ALMEIDA 250;CAPAO RASO;PRIVADO;-25,4996099;-49,3008222
JOAO BAGOZZI, C PE-EF M N;RUA JOAO BETTEGA 1;PORTAO;PRIVADO;-25,4999821;-49,3267725
CONGREGACAO DOS OBLATOS DE SAO JOSE;R. FRANCISCO DEROSSO 1016;XAXIM;PRIVADO;-25,5001403;-49,2670093
SORRISO DE CRIANCA, C E I;RUA GILBERTO PINTO MILEO 177;CIC;PRIVADO;-25,5004416;-49,3126106
FELIZ SENHORA DA LUZ, C E I;RUA SANTO INACIO 14;CIC;PRIVADO;-25,5005572;-49,3215566
SENHORA DA LUZ, C E I;RUA SANTO INACIO 51;CIC;PRIVADO;-25,5005572;-49,3215566
DEGRAUS DO SABER, C E I;RUA DOMINGOS GABARDO 251;CAPAO RASO;PRIVADO;-25,5007105;-49,2986314
INFANCIA FELIZ-SEDE, C E I;RUA MARIA DE ASSUMPCAO 721;HAUER;PRIVADO;-25,5007342;-49,2419238
DIVINA MISERICORDIA - SABARA, C E I;RUA SERGIO ALESSANDRO GONCALVES 156;CIC;PRIVADO;-25,5009594;-49,3471581
MARIA CHICA, C E I;RUA HERMINIA ZANETTI 455;XAXIM;PRIVADO;-25,5012353;-49,2612359
BEBE & CIA, C E I;RUA FREI TEOFILO 661;CAPAO RASO;PRIVADO;-25,5026232;-49,3026786
FACULDADE DINAMO EDUCACAO EIRELI;R. JOSÉ LOUREIRO 347;CENTRO;PRIVADO;-25,5032299;-49,2371718
SOL FELIZ, C E I;RUA NARCISO MENDES 38;XAXIM;PRIVADO;-25,5034079;-49,272523
LUA DE CRISTAL, C E I;RUA LEONCIO DEROSSO 805;XAXIM;PRIVADO;-25,5036702;-49,2742894
CEEDIN, C E I;RUA SANTA MONICA 644;CAPAO RASO;PRIVADO;-25,5037827;-49,2893985
DOMINIUS, C-EF M;RUA PROF NARCISO MENDES 484;XAXIM;PRIVADO;-25,5038732;-49,2697505
LETRAS DOURADAS, C E I;RUA PROF NARCISO MENDES 630;XAXIM;PRIVADO;-25,5040357;-49,2682097
VILLAGE KIDS, CEI;RUA SANTA MONICA 204;CAPAO RASO;PRIVADO;-25,5041095;-49,2937111
ATUACAO BOQUEIRAO, E-EI EF;RUA PAULO SETUBAL 3120;BOQUEIRAO;PRIVADO;-25,5042453;-49,2488164
PRINCIPIUS DO SABER, C E I;RUA JOSE CAMPANELLI 43;XAXIM;PRIVADO;-25,5042926;-49,2701875
EXPANSAO, E-EI EF;RUA WALDEMAR LOUREIRO DE CAMPOS 1892;BOQUEIRAO;PRIVADO;-25,5047109;-49,2410738
PEQUENOS CORACOES, C E I;RUA CRISTIANO STROBEL 1145;BOQUEIRAO;PRIVADO;-25,5048733;-49,2556818
BRINCANDO DE APRENDER, C E I;RUA CRISTIANO STROBEL 1145;XAXIM;PRIVADO;-25,5048733;-49,2556818
CLELIA, C SOCIAL MADRE-EI EF M;RUA PROF WALDIR DE JESUS 90;CAPAO RASO;PRIVADO;-25,5057926;-49,2965428
BATISTA PASTOR BENJAMIN, E-EI EF;RUA JOSE HAUER 1877;BOQUEIRAO;PRIVADO;-25,5058862;-49,2324095
CEC, E - EI EF;RUA PROFESSOR WALDIR DE JESUS 99;CAPAO RASO;PRIVADO;-25,5060702;-49,2970023
ART E MANHA, C E I;RUA ARTHUR EUCLIDES DE MOURA 372;XAXIM;PRIVADO;-25,5064882;-49,2796253
PARAISO DA CRIANCA, C E I;RUA DESEMBARGADOR ERNANI G CARTAXO 564;CAPAO RASO;PRIVADO;-25,5067864;-49,3010676
ESTACAO ESCOLA, C E I;RUA ILDEFONSO CORREIA FONTANA 35;CIC;PRIVADO;-25,5070507;-49,3212696
OBJETIVA, E-EI EF;RUA ANNE FRANK 4810;BOQUEIRAO;PRIVADO;-25,50713;-49,2336354
CAMINHO PARA O FUTURO, C E I;RUA DES ANTONIO DE PAULA 2500;BOQUEIRAO;PRIVADO;-25,5071471;-49,2250907
ANJINHO DE LUZ, C E I;RUA FATIMA BARK 625;CAPAO RASO;PRIVADO;-25,5073867;-49,3008399
MIGUEL, C E I FR;RUA WILLIBALDO KAYSER 273;CIC;PRIVADO;-25,5074872;-49,3198687
GENTE NOVA, C E I;RUA OSMAR RAYMUNDO PICHETH 613;XAXIM;PRIVADO;-25,50914082;-49,27823283
CANTINHO FELIZ SMILLI, C E I;RUA CASCAVEL 1020;BOQUEIRAO;PRIVADO;-25,5093023;-49,2489005
BOM PASTOR, C E I;RUA BARTOLOMEU LOURENCO GUSMAO 4711;BOQUEIRAO;PRIVADO;-25,5099488;-49,2278344
SERVAS FR DO BOM PASTOR, C E I;RUA BARTOLOMEU LOURENCO DE GUSMAO 4711;BOQUEIRAO;PRIVADO;-25,5099488;-49,2278344
TEREZA NAPOLE, C E I MADRE;RUA BARTOLOMEU L DE GUSMAO 4711;BOQUEIRAO;PRIVADO;-25,5099488;-49,2278344
COMECO DE VIDA, C E I;RUA DANTE HONORIO 650;XAXIM;PRIVADO;-25,5102503;-49,2715538
SENHORA DE FATIMA, C-EI EF M;RUA GABRIEL F DE MIRANDA 1118;XAXIM;PRIVADO;-25,5104389;-49,2738543
FUTUROS ARQ DO SABER ANJO RAFAEL, C E I;RUA MARECHAL RONDON 288;CAPAO RASO;PRIVADO;-25,5110781;-49,2987243
ANCHIETA CIC, C-EI EF M P;RUA PEDRO GUSSO 4150;CIC;PRIVADO;-25,5112027;-49,3277361
INSTITUTO DE ENSINO SUPERIOR ANCHIETA;R. PEDRO GUSSO 4150;CIC;PRIVADO;-25,5112027;-49,3277361
PEQUENOS SABIOS, C E I;RUA SADALA AZIZ DOMINGOS 262;CIC;PRIVADO;-25,5115126;-49,32043724
LAR DONA NENE, C E I;RUA DANTE HONORIO 1129;XAXIM;PRIVADO;-25,5118032;-49,2726302
AMPLACAO, C-EF M;RUA BRAZILIO DE ARAUJO 799;PINHEIRINHO;PRIVADO;-25,5120463;-49,3086311
MEU MUNDO ENCANTADO, C E I;RUA DOLORES DURAN 312;XAXIM;PRIVADO;-25,5120771;-49,2764364
ANJO GABRIEL, C E I;RUA ZONARDY RIBAS 155;BOQUEIRAO;PRIVADO;-25,5121567;-49,2335109
BATISTA SHALON, E-EI EF;RUA ALFERES PEDRO MAGNO DE BARROS 333;XAXIM;PRIVADO;-25,512347;-49,2829031
PEQUENO MUNDO, C E I;RUA WALDEMAR LOUREIRO CAMPOS 4235;XAXIM;PRIVADO;-25,5130839;-49,2622221
QUATRO ESTACOES, C E I;RUA ZONARD RIBAS 287;BOQUEIRAO;PRIVADO;-25,51325033;-49,23287324
CRIANCA CRIATIVA, PRE ESC-EI;RUA CHRISTINA BARLETTA TUOTO 235;CIC;PRIVADO;-25,5137263;-49,3265606
VIVER E APRENDER, E-EI EF;RUA DESEMBARGADOR ANTONIO DE PAULA 2648;BOQUEIRAO;PRIVADO;-25,5138792;-49,2420206
KELUC, E-EI EF;RUA WALDEMIRO PEREIRA 480;CAPAO RASO;PRIVADO;-25,5144881;-49,3043802
SESI-BOQUEIRAO, C-EI EM;RUA DR HELENO DA SILVEIRA 343;BOQUEIRAO;PRIVADO;-25,5154321;-49,2347341
GASPARZINHO, C E I;RUA ATILIO BRUNETTI 1767;CAPAO RASO;PRIVADO;-25,5154848;-49,2988528
TIA LUCIA, C E I;RUA BATISTA COSTA 1005;XAXIM;PRIVADO;-25,5156522;-49,2786542
ESSENCIAL, C E I;RUA DENEZAR ANDRADE DE JESUS 430;BOQUEIRAO;PRIVADO;-25,5159246;-49,2442781
HORA DE APRENDER, C E I;RUA DENEZAR ANDRADE DE JESUS 430;BOQUEIRAO;PRIVADO;-25,5159246;-49,2442781
BASTOS MAIA, C-EI EF M;RUA DIOGO MUGIATTI 3057;BOQUEIRAO;PRIVADO;-25,517227;-49,2441607
ESQUILO SAPECA, C E I;RUA RESERVA 86;BOQUEIRAO;PRIVADO;-25,5187864;-49,2478284
DIVINA MISERICORDIA - BOQUEIRAO, C E I;RUA CASCAVEL 2180;BOQUEIRAO;PRIVADO;-25,5189748;-49,2441293
ASA DELTA, C E I;RUA CARLOS GUSSO 143;PINHEIRINHO;PRIVADO;-25,5189796;-49,278715
DOCE COMECO, C E I-SEDE;RUA ATILIO BRUNETTI 2171;CAPAO RASO;PRIVADO;-25,51903;-49,2987621
DOCE COMECO, C E I-SUBS;RUA ATILIO BRUNETTI 2183;CAPAO RASO;PRIVADO;-25,5191293;-49,2987593
CORUJINHA ENCANTADA, C E I;RUA GALDINO BUENO DE CAMARGO 140;PINHEIRINHO;PRIVADO;-25,5192951;-49,306777
ALEGRIA DE SER-BOQUEIRAO, C E I;RUA CARLOS DE LAET 6600;BOQUEIRAO;PRIVADO;-25,5195359;-49,2251147
SONHO MEU, C E I;RUA ALBERTO KOSOP 781;PINHEIRINHO;PRIVADO;-25,5197936;-49,302355
JOSE DE PAIVA NETTO, C E I;RUA PADRE ESTANISLAU TRZEBIATOWSKI 180;BOQUEIRAO;PRIVADO;-25,5198246;-49,2305596
PORTINARI, C E I;RUA HENRIQUE MARTINS TORRES 2320;BOQUEIRAO;PRIVADO;-25,5206238;-49,2445658
EVOLUCAO DO SABER, C E I;RUA JOAQUIM SIMOES 100;PINHEIRINHO;PRIVADO;-25,5211352;-49,2964919
CRIARTE, C E I;RUA MAESTRO CARLOS FRANK 2097;BOQUEIRAO;PRIVADO;-25,5213044;-49,2378077
SANTO ANTONIO DE PADUA, C E I;RUA TENENTE CORONEL VILIGRAN CABRITA 1471;BOQUEIRAO;PRIVADO;-25,5213224;-49,2345695
CANTINHO DA ABELHINHA, C E I;RUA LAUDELINO AFONSO DA ROCHA 343;XAXIM;PRIVADO;-25,5215803;-49,2699605
EVANGELICA ESPERANCA, C E I;RUA ARTHUR MANOEL IWERSEN 1450;BOQUEIRAO;PRIVADO;-25,5217717;-49,2360161
ESTRELA DE DAVI, C E I;RUA TRINTA E UM DE MARCO 2481;PINHEIRINHO;PRIVADO;-25,5218692;-49,2992584
LAPIS DE COR, E-EI EF;RUA FRANCISCO DEROSSO 3950;ALTO BOQUEIRAO;PRIVADO;-25,5226553;-49,255142
VOVO LINA, C E I;RUA DR DANILO GOMES 692;ALTO BOQUEIRAO;PRIVADO;-25,5230387;-49,24445
ERASTO GAERTNER, C-EI EF M;RUA DOUTOR DANILO GOMES 834;BOQUEIRAO;PRIVADO;-25,5230387;-49,24445
ADVENTISTA ALTO BOQUEIRAO, C-EI EF M;RUA BOM PASTOR 606;ALTO BOQUEIRAO;PRIVADO;-25,5235251;-49,2486909
CANTINHO DA CRIANCA, C E I;RUA MONTE SIAO 345;PINHEIRINHO;PRIVADO;-25,5246149;-49,2748473
PIRULIM, C E I;RUA CAIO KRUEGER 85;BOQUEIRAO;PRIVADO;-25,5256599;-49,2519508
RODA DO SABER, C E I;RUA CAPITAO AMIM MOSSE 224;BOQUEIRAO;PRIVADO;-25,53094933;-49,24858617
AQUARELA LA SALLE, C E I;RUA JOSE DUDEK 34;PINHEIRINHO;PRIVADO;-25,5320391;-49,2904875
PEDACINHO DE GENTE, C E I;RUA FRANCISCO JOSE LOBO 400;SITIO CERCADO;PRIVADO;-25,532223;-49,2779399
DAVINCI, C E I;RUA MATHIAS DE ANDRADE ROCHA 103;ALTO BOQUEIRAO;PRIVADO;-25,533572;-49,2379077
SAGRADA FAMILIA, C E I;RUA MATHIAS DE ANDRADE ROCHA 385;ALTO BOQUEIRAO;PRIVADO;-25,533572;-49,2379077
NOSSA SRA SAGRADO CORACAO, C-EI EF M;RUA NICOLA PELLANDA 699;PINHEIRINHO;PRIVADO;-25,5348359;-49,2955956
INTERAGINDO, C E I;RUA MARTE 2104;SITIO CERCADO;PRIVADO;-25,5348738;-49,2786457
KINDERHAUS, C E I;AVENIDA JUSCELINO KUBITSCHEK DE OLIVERIA 11800;CIC;PRIVADO;-25,53501493;-49,31826202
PORTAL DA EDUCACAO, C E I;RUA LA SALLE 724;PINHEIRINHO;PRIVADO;-25,5351277;-49,2891115
ABC KIDS, C E I;RUA CAMPINA GRANDE DO SUL 90;SITIO CERCADO;PRIVADO;-25,5359278;-49,2694245
PALUCA, C E I;RUA CAMPINA GRANDE DO SUL 90;SITIO CERCADO;PRIVADO;-25,5359278;-49,2694245
ENERGIA ATIVA, C-EI EF M;RUA IZAAC FERREIRA DA CRUZ 1905;SITIO CERCADO;PRIVADO;-25,5359298;-49,283852
REI LEAO, C E I;RUA PAULO MASS 529;SITIO CERCADO;PRIVADO;-25,5362928;-49,2578725
JOAO DE BARRO, C E I;RUA CAMPINA GRANDE DO SUL 195;SITIO CERCADO;PRIVADO;-25,5366958;-49,2688682
PASSOS DO SABER, C E I;RUA LEONILDO RIGO 15;CIC;PRIVADO;-25,5401499;-49,3391501
MEUS PRIMEIROS PASSOS, C E I;RUA LONDRINA 177;PINHEIRINHO;PRIVADO;-25,5408055;-49,2927461
BONECO DE PANO, C E I;RUA MARIALVA 694;PINHEIRINHO;PRIVADO;-25,5412467;-49,2884325
BOLINHA DE SABAO, C E I;RUA CALIFORNIA 411;SITIO CERCADO;PRIVADO;-25,5414297;-49,2779143
UM CANTINHO DE LUZ, C E I;RUA PORECATU 119;SITIO CERCADO;PRIVADO;-25,5421368;-49,2823642
PINGO DE OURO, C E I;RUA ELIZEU DE SOUZA MENDES 273;SITIO CERCADO;PRIVADO;-25,542456;-49,2666872
ORLANDO CHAVES, C A E E-PROF;RUA EURICO ZYTKIEVITZ 110;SITIO CERCADO;PRIVADO;-25,5426628;-49,2728602
NOVO EDEN, C-EI EF M;RUA MANDIRITUBA 1327;SITIO CERCADO;PRIVADO;-25,5447655;-49,2725534
NOSSO AMIGUINHO BLUE, C E I;RUA GLORIA SENNA 280;SITIO CERCADO;PRIVADO;-25,5468651;-49,2826259
TIA HEIDI, CEI;RUA ENGENHEIRO EDUARDO AFONSO NALDONI 1075;CIC;PRIVADO;-25,54842008;-49,33993592
SIMBA, C E I;RUA DES JOAO JOSE ARRUDA JUNIOR 149;SITIO CERCADO;PRIVADO;-25,5489994;-49,2667427
OVELHINHAS, C E I;RUA HERMINIO NICHELE 233;UMBARA;PRIVADO;-25,5507681;-49,2892265
PEQUENA SOFIA, C E I;RUA NOVA AURORA 398;SITIO CERCADO;PRIVADO;-25,5510388;-49,2733031
GIRASSOL, C E I;RUA JARDIM ALEGRE 257;SITIO CERCADO;PRIVADO;-25,5532994;-49,2540213
EDUCAR COM AMOR, C E I;RUA JUNDIAI DO SUL 434;SITIO CERCADO;PRIVADO;-25,5542486;-49,2530434
SEMEANDO O FUTURO, C E I;RUA JUNDIAI DO SUL 434;SITIO CERCADO;PRIVADO;-25,5542486;-49,2530434
BRILHO DO SOL, C E I;RUA ADRIANA CERES ZAGO BUENO 450;TATUQUARA;PRIVADO;-25,5588526;-49,3412284
VO BATUTA, C E I;RUA TENENTE CORONEL MANOEL EUFRASIO DE ASSUMPCAO 288;TATUQUARA;PRIVADO;-25,56158006;-49,33049922
CASA DE NAZARE, C E I;RUA LUIZ BURDA 250;TATUQUARA;PRIVADO;-25,5639786;-49,3113097
INOVACAO KIDS BABY, C E I;RUA FRANCISCO WARCHESKI 356;TATUQUARA;PRIVADO;-25,5645743;-49,3124649
DESAFIO DO SABER, C E I;AV PERO VAZ DE CAMINHA 1290;TATUQUARA;PRIVADO;-25,564938;-49,3323092
ESTACAO VERDE, C E I;RUA ESTRADA DEL BRUNO DE ALMEIDA 753;TATUQUARA;PRIVADO;-25,5656084;-49,3150175
INOVACAO KIDS, E-EI EF;ESTRADA DELEGADO BRUNO DE ALMEIDA 788;TATUQUARA;PRIVADO;-25,5660095;-49,3148775
ESTACAO CRIANCA, C E I;RUA NICOLA PELLANDA 998;PINHEIRINHO;PRIVADO;-25,566131;-49,2879437
INOVACAO DO SABER, E-EF;RUA DEPUTADO PINHEIRO JUNIOR 1565;UMBARA;PRIVADO;-25,566568;-49,2819722
FAMILIA FELIZ II, C E I;RUA NICOLA PELLANDA 4480;UMBARA;PRIVADO;-25,566606;-49,2876794
CRESCENDO PARA O FUTURO, PRE ESC-EI;RUA VEREADOR ANGELO BURBELLO 153;UMBARA;PRIVADO;-25,5682133;-49,292626
TRES CANNTOS, E-EI EF;RUA ANGELICA NEGRELLO DE CONTO 128;UMBARA;PRIVADO;-25,56872396;-49,28708557
PINTANDO O SETE, PRE ESC-EI;RUA LUIZ NICHELE 455;UMBARA;PRIVADO;-25,5699803;-49,2908092
TURMINHA PEQUENOS ANJOS, C E I;RUA TENENTE CORONEL ARLINDO CANDIDO MOLINA 202;CAMPO DE SANTANA;PRIVADO;-25,5864214;-49,319731
PONTO DE PARTIDA BABY, C E I;RUA ANGELA ALVES DE JORGE SOUZA 50;CAMPO DE SANTANA;PRIVADO;-25,5930776;-49,3322613
PONTO DE PARTIDA JUNIOR, E-EF;RUA ARNALDO MARTINS VILLAR LUCENA 130;CAMPO DE SANTANA;PRIVADO;-25,5936835;-49,3419884
INOVACAO DO SABER JUNIOR, CEI;RUA NICOLA PELANDA 3581;UMBARA;PRIVADO;-25,609002;-49,2772137
