ENDERECO;BAIRRO;QUANTIDADE;TIPO
R. JOAO BETTEGA;CIDADE INDUSTRIAL;108;COMERCIO
R. JOAO BETTEGA;FAZENDINHA;120;COMERCIO
R. JOAO BETTEGA;PORTÃO;269;COMERCIO
R. JOAO KASDORF;XAXIM;20;COMERCIO
R. JOAQUIM CAETANO DA SILVA;PORTÃO;13;COMERCIO
R. JOAQUIM DA COSTA RIBEIRO;BAIRRO ALTO;26;COMERCIO
R. JOAQUIM DA SILVA SAMPAIO;MERCÊS;13;COMERCIO
R. JOAQUIM NABUCO;TINGUI;14;COMERCIO
R. JOAQUIM SIMÕES;PINHEIRINHO;30;COMERCIO
R. JOAQUIM THEODORO PORTUGAL;XAXIM;14;COMERCIO
R. JORDÂNIA;CAJURU;25;COMERCIO
R. JORGE CURY BRAHIM;PILARZINHO;13;COMERCIO
R. JORGE WENDLER;XAXIM;15;COMERCIO
R. JORNALISTA ALCEU CHICHORRO;BAIRRO ALTO;15;COMERCIO
R. JORNALISTA CAIO MACHADO;SANTA QUITÉRIA;18;COMERCIO
R. JOSE BAJERSKI;ABRANCHES;38;COMERCIO
R. JOSE FERNANDES MALDONADO;BAIRRO ALTO;19;COMERCIO
R. JOSE GIRALDI;CAJURU;15;COMERCIO
R. JOSE MOLENDA;XAXIM;14;COMERCIO
R. JOSE RISSETO;SANTA FELICIDADE;31;COMERCIO
R. JOSÉ ALCIDES DE LIMA;CAPÃO RASO;18;COMERCIO
R. JOSÉ ALCIDES DE LIMA;NOVO MUNDO;33;COMERCIO
R. JOSÉ ANTONIO LEPREVOST;SANTA CÂNDIDA;16;COMERCIO
R. JOSÉ BASSA;SÍTIO CERCADO;41;COMERCIO
R. JOSÉ BATISTA DOS SANTOS;CIDADE INDUSTRIAL;26;COMERCIO
R. JOSÉ BONIFACIO;CENTRO;18;COMERCIO
R. JOSÉ CADILHE;ÁGUA VERDE;39;COMERCIO
R. JOSÉ CLEMENTINO BETTEGA;CAPÃO RASO;21;COMERCIO
R. JOSÉ CULPI;BUTIATUVINHA;22;COMERCIO
R. JOSÉ DAS CHAGAS LIMA;SANTA FELICIDADE;13;COMERCIO
R. JOSÉ DE ALENCAR;ALTO DA RUA XV;15;COMERCIO
R. JOSÉ DE OLIVEIRA FRANCO;BAIRRO ALTO;168;COMERCIO
R. JOSÉ DRULLA SOBRINHO;UBERABA;14;COMERCIO
R. JOSÉ FERREIRA DE BARROS;FANNY;18;COMERCIO
R. JOSÉ HAUER;BOQUEIRÃO;76;COMERCIO
R. JOSÉ HAUER;UBERABA;57;COMERCIO
R. JOSÉ IZIDORO BIAZETTO;CAMPO COMPRIDO;27;COMERCIO
R. JOSÉ LOUREIRO;CENTRO;259;COMERCIO
R. JOSÉ MANOEL VOLUZ;PINHEIRINHO;15;COMERCIO
R. JOSÉ MARIA PINHEIRO LIMA;XAXIM;15;COMERCIO
R. JOSÉ MERHY;BOA VISTA;22;COMERCIO
R. JOSÉ MÁRIO DE OLIVEIRA;BACACHERI;13;COMERCIO
R. JOSÉ OSIRES BAGLIOLI;PINHEIRINHO;15;COMERCIO
R. JOSÉ PEIXOTO DE LACERDA WERNECK;BOQUEIRÃO;17;COMERCIO
R. JOSÉ PEREIRA DE ARAÚJO;CAPÃO RASO;18;COMERCIO
R. JOSÉ REBELATO;XAXIM;15;COMERCIO
R. JOSÉ RIBEIRO DE CRISTO;PILARZINHO;14;COMERCIO
R. JOSÉ RIETMEYER;GUABIROTUBA;27;COMERCIO
R. JOSÉ RIETMEYER;UBERABA;15;COMERCIO
R. JOSÉ RISSATO;CAPÃO DA IMBUIA;13;COMERCIO
R. JOSÉ RODRIGUES PINHEIRO;CAPÃO RASO;52;COMERCIO
R. JOSÉ RODRIGUES PINHEIRO;CIDADE INDUSTRIAL;13;COMERCIO
R. JOSÉ RUBENS DE LIMA;SÃO BRAZ;24;COMERCIO
R. JOSÉ SABÓIA CORTES;CENTRO CÍVICO;13;COMERCIO
R. JOSÉ SEBASTIÃO BALTAZAR;CIDADE INDUSTRIAL;15;COMERCIO
R. JOSÉ SERRATO;SANTA CÂNDIDA;14;COMERCIO
R. JOSÉ TOMASI;SANTA FELICIDADE;19;COMERCIO
R. JOSÉ TOMASI;SÃO BRAZ;13;COMERCIO
R. JOSÉ TORRES NETO;CIDADE INDUSTRIAL;14;COMERCIO
R. JOSÉ VALLE;SANTA FELICIDADE;29;COMERCIO
R. JOSÉ VALLE;SÃO JOÃO;26;COMERCIO
R. JOSÉ VERÍSSIMO;BAIRRO ALTO;42;COMERCIO
R. JOSÉ ZALESKI;CAPÃO RASO;24;COMERCIO
R. JOSÉ ZGODA;BAIRRO ALTO;21;COMERCIO
R. JOVENILSON AMÉRICO DE OLIVEIRA;TATUQUARA;55;COMERCIO
R. JOVINO DO ROSÁRIO;BOA VISTA;37;COMERCIO
R. JOÃO ALENCAR GUIMARÃES;CAMPO COMPRIDO;20;COMERCIO
R. JOÃO ALENCAR GUIMARÃES;SANTA QUITÉRIA;110;COMERCIO
R. JOÃO AMADEU PEDRO BOM;TATUQUARA;25;COMERCIO
R. JOÃO ANTONIO BRAGA CORTES;FAZENDINHA;15;COMERCIO
R. JOÃO BATISTA BETTEGA JÚNIOR;TATUQUARA;30;COMERCIO
R. JOÃO BATISTA DALLARMI;SANTO INÁCIO;14;COMERCIO
R. JOÃO BATISTA TRENTIN;TINGUI;19;COMERCIO
R. JOÃO BATISTA ZAGONEL PASSOS;XAXIM;33;COMERCIO
R. JOÃO BONAT;NOVO MUNDO;28;COMERCIO
R. JOÃO BORSATO;PORTÃO;25;COMERCIO
R. JOÃO CARLOS DE SOUZA CASTRO;GUABIROTUBA;14;COMERCIO
R. JOÃO CHEDE;CIDADE INDUSTRIAL;15;COMERCIO
R. JOÃO CUBAS;NOVO MUNDO;13;COMERCIO
R. JOÃO DEMBINSKI;CIDADE INDUSTRIAL;156;COMERCIO
R. JOÃO DIÓRIO;TATUQUARA;13;COMERCIO
R. JOÃO GUARIZA;SÃO LOURENÇO;13;COMERCIO
R. JOÃO HAVRO;BOA VISTA;35;COMERCIO
R. JOÃO LAERTES BOCHNIA;PINHEIRINHO;14;COMERCIO
R. JOÃO NEGRÃO;***;26;COMERCIO
R. JOÃO NEGRÃO;CENTRO;215;COMERCIO
R. JOÃO NEGRÃO;REBOUÇAS;85;COMERCIO
R. JOÃO NOGAROLLI;FANNY;17;COMERCIO
R. JOÃO PALOMEQUE;NOVO MUNDO;18;COMERCIO
R. JOÃO REFFO;SANTA FELICIDADE;76;COMERCIO
R. JOÃO RODRIGUES PINHEIRO;CAPÃO RASO;30;COMERCIO
R. JOÃO SCHLEDER SOBRINHO;BOA VISTA;16;COMERCIO
R. JOÃO STENZOWSKI;NOVO MUNDO;25;COMERCIO
R. JOÃO SURIAN;NOVO MUNDO;25;COMERCIO
R. JOÃO TOBIAS DE PAIVA NETTO;CAJURU;77;COMERCIO
R. JOÃO TSCHANNERL;VISTA ALEGRE;45;COMERCIO
R. JOÃO VOLPE;BUTIATUVINHA;13;COMERCIO
R. JUNDIAI DO SUL;SÍTIO CERCADO;19;COMERCIO
R. JUSSARA;SÍTIO CERCADO;138;COMERCIO
R. JUVENAL CARVALHO;FAZENDINHA;32;COMERCIO
R. JÓQUEI CLUBE;PRADO VELHO;13;COMERCIO
R. JÚLIA WANDERLEY;MERCÊS;16;COMERCIO
R. JÚLIO EDUARDO GINESTE;SANTA QUITÉRIA;32;COMERCIO
R. JÚLIO PEREIRA SOBRINHO;CAMPO DE SANTANA;32;COMERCIO
R. JÚLIO PERNETA;MERCÊS;24;COMERCIO
R. LA SALLE;PINHEIRINHO;17;COMERCIO
R. LAMENHA LINS;CENTRO;40;COMERCIO
R. LAMENHA LINS;PAROLIN;14;COMERCIO
R. LAMENHA LINS;REBOUÇAS;102;COMERCIO
R. LAUDELINO FERREIRA LOPES;CAPÃO RASO;47;COMERCIO
R. LAUDELINO FERREIRA LOPES;NOVO MUNDO;13;COMERCIO
R. LAUDELINO FERREIRA LOPES;PINHEIRINHO;28;COMERCIO
R. LAURO TAVARES RODRIGUES;XAXIM;25;COMERCIO
R. LEANDRO DACHEUX DO NASCIMENTO JÚNIOR;CIDADE INDUSTRIAL;15;COMERCIO
R. LEON NICOLAS;CAPÃO RASO;35;COMERCIO
R. LEON TOLSTOI;LINDÓIA;29;COMERCIO
R. LEONARDO KRASINSKI;BOA VISTA;16;COMERCIO
R. LEONARDO PIANOWSKI;PINHEIRINHO;19;COMERCIO
R. LEÃO SALLUM;BOA VISTA;18;COMERCIO
R. LEÔNCIO DEROSSO;XAXIM;18;COMERCIO
R. LEÔNCIO LOPES CORTIANO;XAXIM;27;COMERCIO
R. LODOVICO GERONAZZO;BACACHERI;14;COMERCIO
R. LODOVICO GERONAZZO;BARREIRINHA;23;COMERCIO
R. LODOVICO GERONAZZO;BOA VISTA;170;COMERCIO
R. LODOVICO KAMINSKI;AUGUSTA;13;COMERCIO
R. LODOVICO KAMINSKI;CIDADE INDUSTRIAL;75;COMERCIO
R. LONDRINA;PINHEIRINHO;25;COMERCIO
R. LONDRINA;SÍTIO CERCADO;14;COMERCIO
R. LOTHÁRIO BOUTIN;PINHEIRINHO;33;COMERCIO
R. LOURENÇO PINTO;CENTRO;41;COMERCIO
R. LOURIVAL WENDLER;CAJURU;21;COMERCIO
R. LUDOVICO ZANIER;CIDADE INDUSTRIAL;18;COMERCIO
R. LUIZ CARLOS DORECKI;CAJURU;26;COMERCIO
R. LUIZ CARLOS MUGGIATI;ALTO BOQUEIRÃO;14;COMERCIO
R. LUIZ FERNANDO PINHEIRO LIMA DE ABREU;SÍTIO CERCADO;13;COMERCIO
R. LUIZ FOGGIATTO;ORLEANS;17;COMERCIO
R. LUIZ FRANÇA;CAJURU;145;COMERCIO
R. LUIZ GURGEL DO AMARAL VALENTE;SÍTIO CERCADO;20;COMERCIO
R. LUIZ LEOPOLDO LANDAL;NOVO MUNDO;19;COMERCIO
R. LUIZ PARIGOT DE SOUZA;PORTÃO;30;COMERCIO
R. LUIZ RONALDO CANALLI;CAMPO COMPRIDO;22;COMERCIO
R. LUIZ TRAMONTIN;CAMPO COMPRIDO;14;COMERCIO
R. LUIZ TRAMONTIN;CIDADE INDUSTRIAL;31;COMERCIO
R. LUIZA VERONE PICCOLI;TINGUI;17;COMERCIO
R. LUPIONÓPOLIS;SÍTIO CERCADO;46;COMERCIO
R. LYDIA GIRARDI BERTHOLDI;CAMPO DE SANTANA;23;COMERCIO
R. LÉA MOREIRA DE SOUZA MOURA;CIDADE INDUSTRIAL;71;COMERCIO
R. LÍRIO DO VALE;CAJURU;16;COMERCIO
R. MACAPÁ;TINGUI;13;COMERCIO
R. MACEIÓ;CAJURU;25;COMERCIO
R. MADRE CLÉLIA MERLONI;SANTA FELICIDADE;25;COMERCIO
R. MADRE MARIA DOS ANJOS;ÁGUA VERDE;14;COMERCIO
R. MAESTRO CARLOS FRANK;ALTO BOQUEIRÃO;139;COMERCIO
R. MAESTRO CARLOS FRANK;BOQUEIRÃO;105;COMERCIO
R. MAESTRO FRANCISCO ANTONELLO;FANNY;165;COMERCIO
R. MAESTRO FRANCISCO ANTONELLO;NOVO MUNDO;21;COMERCIO
R. MAGDALENA TABORDA RIBAS;NOVO MUNDO;24;COMERCIO
R. MAJOR ALBERTO PEREIRA JORGE;SEMINÁRIO;19;COMERCIO
R. MAJOR FABRICIANO DO RÊGO BARROS;HAUER;37;COMERCIO
R. MAJOR FRANÇA GOMES;SANTA QUITÉRIA;33;COMERCIO
R. MAJOR HEITOR GUIMARÃES;CAMPINA DO SIQUEIRA;43;COMERCIO
R. MAJOR THEOLINDO FERREIRA RIBAS;BOQUEIRÃO;32;COMERCIO
R. MAJOR THEOLINDO FERREIRA RIBAS;HAUER;22;COMERCIO
R. MAJOR VICENTE DE CASTRO;FANNY;79;COMERCIO
R. MAJOR VICENTE DE CASTRO;NOVO MUNDO;15;COMERCIO
R. MANDIRITUBA;SÍTIO CERCADO;51;COMERCIO
R. MANOEL DAS CHAGAS LIMA;SÃO BRAZ;14;COMERCIO
R. MANOEL DE SOUZA DIAS NEGRÃO;BOA VISTA;22;COMERCIO
R. MANOEL EUFRÁSIO;AHÚ;26;COMERCIO
R. MANOEL EUFRÁSIO;JUVEVÊ;35;COMERCIO
R. MANOEL MARTINS DE ABREU;PRADO VELHO;16;COMERCIO
R. MANOEL RIBEIRO DE MACEDO;PINHEIRINHO;14;COMERCIO
R. MARANHÃO;PORTÃO;25;COMERCIO
R. MARANHÃO;ÁGUA VERDE;19;COMERCIO
R. MARCELINO NOGUEIRA;BACACHERI;24;COMERCIO
R. MARCO POLO;BAIRRO ALTO;17;COMERCIO
R. MARCOS ANTONIO MALUCELLI;CIDADE INDUSTRIAL;15;COMERCIO
R. MARCOS BAGGIO;FAZENDINHA;14;COMERCIO
R. MARCOS BERTOLDI;CAMPO DE SANTANA;102;COMERCIO
R. MARCOS MOCELLIN;SANTA FELICIDADE;39;COMERCIO
R. MARCÍLIO DIAS;BAIRRO ALTO;24;COMERCIO
R. MARECHAL ALTHAYR ROSZANNIY;CAPÃO RASO;18;COMERCIO
R. MARECHAL ANOR TEIXEIRA DOS SANTOS;BOA VISTA;13;COMERCIO
R. MARECHAL CARDOSO JÚNIOR;JARDIM DAS AMÉRICAS;13;COMERCIO
R. MARECHAL DEODORO;ALTO DA RUA XV;77;COMERCIO
R. MARECHAL DEODORO;CENTRO;666;COMERCIO
R. MARECHAL HERMES;JUVEVÊ;15;COMERCIO
R. MARECHAL HUGO PANASCO ALVIM;ALTO BOQUEIRÃO;13;COMERCIO
R. MARECHAL JOSÉ BERNARDINO BORMANN;BIGORRILHO;24;COMERCIO
R. MARECHAL OCTÁVIO SALDANHA MAZZA;CAPÃO RASO;25;COMERCIO
R. MARECHAL RONDON;CAPÃO RASO;28;COMERCIO
R. MARECHAL TROMPOWSKI;BACACHERI;21;COMERCIO
R. MARGARIDA DE ANDRADE WEBER;CIDADE INDUSTRIAL;20;COMERCIO
R. MARIA BUENO;NOVO MUNDO;13;COMERCIO
R. MARIA DE CAMPOS;PORTÃO;13;COMERCIO
R. MARIA HOMAN WISNIEWSKI;CIDADE INDUSTRIAL;25;COMERCIO
R. MARIA LUCIA LOCHER DE ATHAYDE;CIDADE INDUSTRIAL;15;COMERCIO
R. MARIA RITA DAS CHAGAS LIMA;SÃO BRAZ;16;COMERCIO
R. MARIA TREVISAN TORTATO;NOVO MUNDO;20;COMERCIO
R. MARIANO TORRES;CENTRO;82;COMERCIO
R. MARQUÊS DO PARANÁ;ÁGUA VERDE;22;COMERCIO
R. MARTE;SÍTIO CERCADO;60;COMERCIO
R. MARTIM AFONSO;BIGORRILHO;34;COMERCIO
R. MARTIM AFONSO;MERCÊS;14;COMERCIO
R. MARTINS FONTES;FAZENDINHA;27;COMERCIO
R. MATEUS LEME;***;15;COMERCIO
R. MATEUS LEME;ABRANCHES;47;COMERCIO
R. MATEUS LEME;BOM RETIRO;49;COMERCIO
R. MATEUS LEME;CENTRO CÍVICO;57;COMERCIO
R. MATEUS LEME;SÃO FRANCISCO;78;COMERCIO
R. MATEUS LEME;SÃO LOURENÇO;70;COMERCIO
R. MATO GROSSO;ÁGUA VERDE;58;COMERCIO
R. MAUÁ;ALTO DA GLÓRIA;59;COMERCIO
R. MAX SCHUBERT;ALTO BOQUEIRÃO;18;COMERCIO
R. MAXIMINO ZANON;BACACHERI;23;COMERCIO
R. MERCEDES STRESSER;BAIRRO ALTO;13;COMERCIO
R. MIGUEL BAKUM;GUABIROTUBA;13;COMERCIO
R. MIGUEL CALUF;CAJURU;43;COMERCIO
R. MIGUEL OLESKOWICZ;SÍTIO CERCADO;13;COMERCIO
R. MINAS GERAIS;GUAÍRA;51;COMERCIO
R. MINISTRO JOSÉ LINHARES;BAIRRO ALTO;13;COMERCIO
R. MONSENHOR CELSO;CENTRO;77;COMERCIO
R. MONSENHOR IVO ZANLORENZI;MOSSUNGUÊ;21;COMERCIO
R. MONSENHOR MANOEL VICENTE;ÁGUA VERDE;43;COMERCIO
R. MORRETES;PORTÃO;42;COMERCIO
R. MOYSES MARCONDES;JUVEVÊ;40;COMERCIO
R. MURILO DO AMARAL FERREIRA;ÁGUA VERDE;22;COMERCIO
R. MYLTHO ANSELMO DA SILVA;MERCÊS;25;COMERCIO
R. MÁRIO CHAUBALD BISCAIA;NOVO MUNDO;16;COMERCIO
R. MÁRIO GASPARIN;SÍTIO CERCADO;30;COMERCIO
R. MÁRIO GOMES CÉZAR;PINHEIRINHO;68;COMERCIO
R. MÁRIO ZANLORENZI;CAMPO COMPRIDO;17;COMERCIO
R. MÁXIMO JOÃO KOPP;SANTA CÂNDIDA;18;COMERCIO
R. MÉXICO;BACACHERI;84;COMERCIO
R. NAPOLEÃO BONAPARTE;BAIRRO ALTO;29;COMERCIO
R. NAPOLEÃO LAUREANO;BOQUEIRÃO;66;COMERCIO
R. NATAL;CAJURU;44;COMERCIO
R. NELSON FERREIRA DA LUZ;CAMPO COMPRIDO;17;COMERCIO
R. NESTOR VICTOR;ÁGUA VERDE;26;COMERCIO
R. NICARÁGUA;BACACHERI;90;COMERCIO
R. NICOLA PELLANDA;PINHEIRINHO;103;COMERCIO
R. NICOLA PELLANDA;SÍTIO CERCADO;14;COMERCIO
R. NICOLA PELLANDA;TATUQUARA;17;COMERCIO
R. NICOLA PELLANDA;UMBARÁ;90;COMERCIO
R. NICOLAU JOSÉ GRAVINA;SANTA FELICIDADE;17;COMERCIO
R. NICOLAU SERRATO SOBRINHO;NOVO MUNDO;18;COMERCIO
R. NICOLAU VOROBI;CIDADE INDUSTRIAL;19;COMERCIO
R. NILO CAIRO;CENTRO;71;COMERCIO
R. NILO PEÇANHA;BOM RETIRO;75;COMERCIO
R. NILO PEÇANHA;PILARZINHO;30;COMERCIO
R. NILO PEÇANHA;SÃO FRANCISCO;14;COMERCIO
R. NITEROI;CAJURU;31;COMERCIO
R. NOSSA SENHORA DA CABECA;CIDADE INDUSTRIAL;13;COMERCIO
R. NOSSA SENHORA DE NAZARÉ;BOA VISTA;69;COMERCIO
R. NOVA AURORA;SÍTIO CERCADO;71;COMERCIO
R. NOVA ESPERANÇA;SÍTIO CERCADO;63;COMERCIO
R. NUNES MACHADO;CENTRO;33;COMERCIO
R. NUNES MACHADO;PAROLIN;29;COMERCIO
R. NUNES MACHADO;REBOUÇAS;114;COMERCIO
R. OCTACYR REINALDO MION;XAXIM;17;COMERCIO
R. OCTAVIO SCHIAVON;CAPÃO DA IMBUIA;19;COMERCIO
R. ODAIR PAZELLO;CAPÃO RASO;17;COMERCIO
R. ODENIR DISSENHA;UBERABA;14;COMERCIO
R. ODETE LAURA FOGGIATO;ATUBA;15;COMERCIO
R. ODIR GOMES DA ROCHA;TATUQUARA;51;COMERCIO
R. OLINDO SEQUINEL;PINHEIRINHO;13;COMERCIO
R. OLIVEIRA VIANA;BOQUEIRÃO;48;COMERCIO
R. OLIVEIRA VIANA;HAUER;46;COMERCIO
R. OLIVIO DOMINGOS LEONARDI;SÍTIO CERCADO;16;COMERCIO
R. OLIVIO JOSE ROSSETTI;TATUQUARA;13;COMERCIO
R. OMAR RAYMUNDO PICHETH;XAXIM;148;COMERCIO
R. OMILIO MONTEIRO SOARES;FANNY;62;COMERCIO
R. ORESTES CODEGA;PINHEIRINHO;39;COMERCIO
R. ORLANDO LUIS LAMARCA;CIDADE INDUSTRIAL;14;COMERCIO
R. ORLANDO PERUCI;BUTIATUVINHA;14;COMERCIO
R. OSMAR ROSA;CIDADE INDUSTRIAL;13;COMERCIO
R. OSMÁRIO DE LIMA;CAPÃO DA IMBUIA;40;COMERCIO
R. OSÓRIO DOS SANTOS PACHECO;CAPÃO RASO;14;COMERCIO
R. OTHONIEL TABORDA REINHARDT;XAXIM;19;COMERCIO
R. OTÁVIO AFONSO DA SILVA;SÍTIO CERCADO;15;COMERCIO
R. OURIZONA;SÍTIO CERCADO;171;COMERCIO
R. OURO VERDE;CAPÃO RASO;26;COMERCIO
R. OYAPOCK;CRISTO REI;20;COMERCIO
R. PADRE AGOSTINHO;BIGORRILHO;39;COMERCIO
R. PADRE AGOSTINHO;MERCÊS;30;COMERCIO
R. PADRE AGOSTINHO;SÃO FRANCISCO;21;COMERCIO
R. PADRE ANCHIETA;BIGORRILHO;396;COMERCIO
R. PADRE ANCHIETA;MERCÊS;42;COMERCIO
R. PADRE DEHON;BOQUEIRÃO;41;COMERCIO
R. PADRE DEHON;HAUER;41;COMERCIO
R. PADRE ESTANISLAU PIASECKI;CIDADE INDUSTRIAL;16;COMERCIO
R. PADRE ESTANISLAU TRZEBIATOWSKI;ALTO BOQUEIRÃO;15;COMERCIO
R. PADRE FRANCISCO CHYLASZEK;CIDADE INDUSTRIAL;14;COMERCIO
R. PADRE GERMANO MAYER;ALTO DA RUA XV;34;COMERCIO
R. PADRE GERMANO MAYER;HUGO LANGE;28;COMERCIO
R. PADRE GIACOMO CUSMANO;CAMPINA DO SIQUEIRA;14;COMERCIO
R. PADRE JOSÉ LOPACINSKI;CIDADE INDUSTRIAL;45;COMERCIO
R. PADRE JOSÉ MARTINI;SANTA FELICIDADE;17;COMERCIO
R. PADRE JOSÉ POLIGA;CAJURU;13;COMERCIO
R. PADRE JOÃO KOMINEK;CIDADE INDUSTRIAL;15;COMERCIO
R. PADRE JOÃO WISLINSKI;SANTA CÂNDIDA;38;COMERCIO
R. PADRE JULIO SAAVEDRA;UBERABA;14;COMERCIO
R. PADRE MANUEL DA NÓBREGA;FANNY;26;COMERCIO
R. PADRE PAULO WARKOCZ;CIDADE INDUSTRIAL;19;COMERCIO
R. PADRE RAFAEL JOSÉ KALINOWSKI;PINHEIRINHO;17;COMERCIO
R. PALMEIRAS;ÁGUA VERDE;35;COMERCIO
R. PANDIÁ CALÓGERAS;CAJURU;15;COMERCIO
R. PARAÍBA;GUAÍRA;38;COMERCIO
R. PARAÍBA;PORTÃO;25;COMERCIO
R. PARINTINS;VILA IZABEL;21;COMERCIO
R. PARÁ;ÁGUA VERDE;16;COMERCIO
R. PASTEUR;ÁGUA VERDE;49;COMERCIO
R. PASTOR ANTONIO POLITO;ALTO BOQUEIRÃO;80;COMERCIO
R. PASTOR ANTONIO POLITO;BOQUEIRÃO;16;COMERCIO
R. PASTOR CARLOS FRANK;BOQUEIRÃO;73;COMERCIO
R. PASTOR JOÃO PEREIRA;CIDADE INDUSTRIAL;16;COMERCIO
R. PASTOR MANOEL VIRGÍNIO DE SOUZA;CAPÃO DA IMBUIA;25;COMERCIO
R. PAULA GOMES;SÃO FRANCISCO;44;COMERCIO
R. PAULA PREVEDELLO GUSSO;BARREIRINHA;14;COMERCIO
R. PAULA PREVEDELLO GUSSO;BOA VISTA;18;COMERCIO
R. PAULO DE FRONTIN;CAJURU;18;COMERCIO
R. PAULO GORSKI;MOSSUNGUÊ;38;COMERCIO
R. PAULO KISSULA;CAPÃO DA IMBUIA;20;COMERCIO
R. PAULO MASS;SÍTIO CERCADO;13;COMERCIO
R. PAULO RIO BRANCO DE MACEDO;SÍTIO CERCADO;18;COMERCIO
R. PAULO SETUBAL;ALTO BOQUEIRÃO;21;COMERCIO
R. PAULO SETUBAL;BOQUEIRÃO;219;COMERCIO
R. PAULO SETUBAL;HAUER;38;COMERCIO
R. PEDRINA ACCORDES COSTA;GANCHINHO;13;COMERCIO
R. PEDRO AMÉRICO;CAPÃO RASO;14;COMERCIO
R. PEDRO DEMETERCO;JARDIM DAS AMÉRICAS;22;COMERCIO
R. PEDRO ELOY DE SOUZA;BAIRRO ALTO;34;COMERCIO
R. PEDRO FREDERICO VOLUZ;PINHEIRINHO;13;COMERCIO
R. PEDRO GUSSO;CAPÃO RASO;44;COMERCIO
R. PEDRO GUSSO;CIDADE INDUSTRIAL;191;COMERCIO
R. PEDRO GUSSO;NOVO MUNDO;48;COMERCIO
R. PEDRO IVO;CENTRO;242;COMERCIO
R. PEDRO NOLASKO PIZZATTO;MERCÊS;13;COMERCIO
R. PEDRO PICUSSA;UMBARÁ;19;COMERCIO
R. PEDRO VIOLANI;CAJURU;24;COMERCIO
R. PEDRO WIELER;XAXIM;28;COMERCIO
R. PEDRO ZAGONEL;NOVO MUNDO;115;COMERCIO
R. PERCY FELICIANO DE CASTILHO;BAIRRO ALTO;41;COMERCIO
R. PETIT CARNEIRO;ÁGUA VERDE;53;COMERCIO
R. PIAUÍ;PAROLIN;23;COMERCIO
R. PINHEIRO GUIMARÃES;PORTÃO;17;COMERCIO
R. PIQUIRI;REBOUÇAS;27;COMERCIO
R. PREFEITO ANGELO FERRÁRIO LOPES;CRISTO REI;19;COMERCIO
R. PREFEITO ANGELO FERRÁRIO LOPES;HUGO LANGE;13;COMERCIO
R. PREFEITO JOÃO MOREIRA GARCEZ;CENTRO;50;COMERCIO
R. PRESIDENTE CARLOS CAVALCANTI;CENTRO;35;COMERCIO
R. PRESIDENTE CARLOS CAVALCANTI;SÃO FRANCISCO;20;COMERCIO
R. PRESIDENTE FARIA;CENTRO;80;COMERCIO
R. PRESIDENTE JOAO GOULART;TATUQUARA;36;COMERCIO
R. PRESIDENTE PÁDUA FLEURY;HAUER;67;COMERCIO
R. PRESIDENTE RODRIGO OTÁVIO;ALTO DA RUA XV;17;COMERCIO
R. PRESIDENTE RODRIGO OTÁVIO;HUGO LANGE;19;COMERCIO
R. PRESIDENTE WILSON;UBERABA;16;COMERCIO
R. PRETEXTATO TABORDA JÚNIOR;SANTA QUITÉRIA;16;COMERCIO
R. PRIMEIRO MINISTRO BROCHADO DA ROCHA;PILARZINHO;28;COMERCIO
R. PRIMO LOURENÇO TOSIN;NOVO MUNDO;25;COMERCIO
R. PROFESSOR ALGACYR MUNHOZ MADER;CIDADE INDUSTRIAL;56;COMERCIO
R. PROFESSOR ANTONIO MARTINS FRANCO;NOVO MUNDO;14;COMERCIO
R. PROFESSOR ASSIS GONÇALVES;ÁGUA VERDE;36;COMERCIO
R. PROFESSOR BENEDITO CONCEIÇÃO;CAPÃO DA IMBUIA;30;COMERCIO
R. PROFESSOR BRANDÃO;ALTO DA RUA XV;31;COMERCIO
R. PROFESSOR BRAZÍLIO OVÍDIO DA COSTA;PORTÃO;25;COMERCIO
R. PROFESSOR BRAZÍLIO OVÍDIO DA COSTA;SANTA QUITÉRIA;27;COMERCIO
R. PROFESSOR DARIO VELOSO;VILA IZABEL;59;COMERCIO
R. PROFESSOR FERNANDO MOREIRA;CENTRO;16;COMERCIO
R. PROFESSOR FRANCISCO ZARDO;SANTA FELICIDADE;20;COMERCIO
R. PROFESSOR FÁBIO DE SOUZA;SANTA QUITÉRIA;20;COMERCIO
R. PROFESSOR GUIDO STRAUBE;VILA IZABEL;21;COMERCIO
R. PROFESSOR JOSÉ MAURÍCIO HIGGINS;BOQUEIRÃO;70;COMERCIO
R. PROFESSOR JOSÉ NOGUEIRA DOS SANTOS;BOQUEIRÃO;17;COMERCIO
R. PROFESSOR JOSÉ NOGUEIRA DOS SANTOS;HAUER;14;COMERCIO
R. PROFESSOR JOÃO ARGEMIRO LOYOLA;SEMINÁRIO;13;COMERCIO
R. PROFESSOR JOÃO DOETZER;JARDIM DAS AMÉRICAS;70;COMERCIO
R. PROFESSOR JOÃO DUCK FILHO;XAXIM;25;COMERCIO
R. PROFESSOR JOÃO FALARZ;CAMPO COMPRIDO;48;COMERCIO
R. PROFESSOR JOÃO FALARZ;CIDADE INDUSTRIAL;85;COMERCIO
R. PROFESSOR JOÃO FALARZ;ORLEANS;83;COMERCIO
R. PROFESSOR JOÃO MAZZAROTTO;CAPÃO RASO;23;COMERCIO
R. PROFESSOR JOÃO SOARES BARCELOS;***;22;COMERCIO
