ENDERECO;BAIRRO;QUANTIDADE;TIPO
R. CORONEL JOAQUIM MONTEIRO DE CARVALHO;ALTO BOQUEIRÃO;4;INDUSTRIA
R. CORONEL JOSÉ CARVALHO DE OLIVEIRA;UBERABA;3;INDUSTRIA
R. CORONEL JOSÉ LEAL FONTOURA;XAXIM;4;INDUSTRIA
R. CORONEL LUIZ JOSÉ DOS SANTOS;***;3;INDUSTRIA
R. CORONEL LUIZ JOSÉ DOS SANTOS;BOQUEIRÃO;11;INDUSTRIA
R. CORONEL LUIZ JOSÉ DOS SANTOS;XAXIM;11;INDUSTRIA
R. CORONEL PEDRO SCHERER SOBRINHO;CRISTO REI;6;INDUSTRIA
R. CORONEL VICTOR AGNER KENDRICK;SÍTIO CERCADO;4;INDUSTRIA
R. COSTA RICA;BACACHERI;5;INDUSTRIA
R. CRISTIANO STROBEL;ALTO BOQUEIRÃO;3;INDUSTRIA
R. CRISTIANO STROBEL;BOQUEIRÃO;11;INDUSTRIA
R. CRISTIANO STROBEL;XAXIM;8;INDUSTRIA
R. CRUZ MACHADO;CENTRO;3;INDUSTRIA
R. CRUZEIRO DO SUL;SÍTIO CERCADO;4;INDUSTRIA
R. CUIABÁ;CAJURU;6;INDUSTRIA
R. CURUPAITIS;PORTÃO;4;INDUSTRIA
R. CURUPAITIS;SANTA QUITÉRIA;4;INDUSTRIA
R. CURUPIS;PORTÃO;5;INDUSTRIA
R. CURUPIS;SANTA QUITÉRIA;5;INDUSTRIA
R. CYRILLO MERLIN;NOVO MUNDO;3;INDUSTRIA
R. CYRO CORREIA PEREIRA;CIDADE INDUSTRIAL;20;INDUSTRIA
R. DA CONSTITUIÇÃO;PINHEIRINHO;3;INDUSTRIA
R. DA GLÓRIA;CENTRO CÍVICO;5;INDUSTRIA
R. DA LUA;SÍTIO CERCADO;5;INDUSTRIA
R. DA PAZ;JARDIM BOTÂNICO;3;INDUSTRIA
R. DA TRINDADE;CAJURU;25;INDUSTRIA
R. DANTE LUIZ JÚNIOR;CAPÃO RASO;5;INDUSTRIA
R. DANTE MELARA;CAJURU;8;INDUSTRIA
R. DARCI VARGAS;CIDADE INDUSTRIAL;6;INDUSTRIA
R. DAS CARMELITAS;BOQUEIRÃO;52;INDUSTRIA
R. DAS CARMELITAS;HAUER;10;INDUSTRIA
R. DAVI XAVIER DA SILVA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. DAVID BODZIAK;CACHOEIRA;4;INDUSTRIA
R. DAVID TOWS;SÍTIO CERCADO;12;INDUSTRIA
R. DAVID TOWS;XAXIM;11;INDUSTRIA
R. DELEGADO LEOPOLDO BELCZAK;CAPÃO DA IMBUIA;20;INDUSTRIA
R. DELEGADO OZIAS ALGAUER;GANCHINHO;5;INDUSTRIA
R. DEMÉTRIO LEZAN;UBERABA;4;INDUSTRIA
R. DENIZART PACHECO DE CARVALHO;FANNY;6;INDUSTRIA
R. DEPUTADO BENEDITO LÚCIO MACHADO;XAXIM;3;INDUSTRIA
R. DEPUTADO CUNHA BUENO;CIDADE INDUSTRIAL;4;INDUSTRIA
R. DEPUTADO HEITOR ALENCAR FURTADO;CAMPO COMPRIDO;13;INDUSTRIA
R. DEPUTADO JOAO RIBEIRO JUNIOR;CIDADE INDUSTRIAL;8;INDUSTRIA
R. DEPUTADO JOÃO FERREIRA NEVES;VISTA ALEGRE;3;INDUSTRIA
R. DEPUTADO MÁRIO DE BARROS;JUVEVÊ;3;INDUSTRIA
R. DEPUTADO PINHEIRO JUNIOR;UMBARÁ;4;INDUSTRIA
R. DEPUTADO ULISSES GUIMARÃES;PINHEIRINHO;3;INDUSTRIA
R. DEPUTADO VIDAL VANHONI;TATUQUARA;4;INDUSTRIA
R. DEPUTADO WALDEMIRO PEDROSO;NOVO MUNDO;15;INDUSTRIA
R. DESEMBARGADOR ANTÔNIO DE PAULA;BOQUEIRÃO;24;INDUSTRIA
R. DESEMBARGADOR ARTHUR LEME;BACACHERI;3;INDUSTRIA
R. DESEMBARGADOR CARLOS PINHEIRO GUIMARAES;SÍTIO CERCADO;6;INDUSTRIA
R. DESEMBARGADOR CID CAMPELO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. DESEMBARGADOR ERNANI ALMEIDA DE ABREU;TATUQUARA;4;INDUSTRIA
R. DESEMBARGADOR ERNANI GUARITA CARTAXO;CAPÃO RASO;7;INDUSTRIA
R. DESEMBARGADOR ISAIAS BEVILÁQUA;MERCÊS;4;INDUSTRIA
R. DESEMBARGADOR JOSÉ CARLOS RIBEIRO RIBAS;TABOÃO;3;INDUSTRIA
R. DESEMBARGADOR JOÃO ANTONIO DE BARROS JÚNIOR;XAXIM;3;INDUSTRIA
R. DESEMBARGADOR MOTTA;CENTRO;4;INDUSTRIA
R. DESEMBARGADOR OTÁVIO DO AMARAL;BIGORRILHO;3;INDUSTRIA
R. DESEMBARGADOR VIEIRA CAVALCANTI;MERCÊS;5;INDUSTRIA
R. DESEMBARGADOR WESTPHALEN;CENTRO;4;INDUSTRIA
R. DESEMBARGADOR WESTPHALEN;PAROLIN;15;INDUSTRIA
R. DESEMBARGADOR WESTPHALEN;REBOUÇAS;7;INDUSTRIA
R. DIAMANTE DO NORTE;CIDADE INDUSTRIAL;12;INDUSTRIA
R. DIAS DA ROCHA FILHO;ALTO DA RUA XV;4;INDUSTRIA
R. DINIZ JOAQUIM GEREMIAS;UBERABA;4;INDUSTRIA
R. DIOGO MUGIATTI;BOQUEIRÃO;19;INDUSTRIA
R. DO AÇO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. DO SEMEADOR;CIDADE INDUSTRIAL;5;INDUSTRIA
R. DOLORES DURAN;XAXIM;3;INDUSTRIA
R. DOM BOSCO;NOVO MUNDO;4;INDUSTRIA
R. DOM ORIONE;PORTÃO;3;INDUSTRIA
R. DOM PEDRO I;ÁGUA VERDE;6;INDUSTRIA
R. DOMINGOS BENATTO;BUTIATUVINHA;3;INDUSTRIA
R. DOMINGOS FERNANDES MAIA;BAIRRO ALTO;4;INDUSTRIA
R. DOMINGOS GABARDO;CAPÃO RASO;7;INDUSTRIA
R. DONA BRANCA DO NASCIMENTO MIRANDA;PILARZINHO;3;INDUSTRIA
R. DOS FERROVIÁRIOS;CAJURU;5;INDUSTRIA
R. DOS FUNCIONÁRIOS;CABRAL;4;INDUSTRIA
R. DOS PIONEIROS;SÍTIO CERCADO;6;INDUSTRIA
R. DOUTOR ALEXANDRE GUTIERREZ;ÁGUA VERDE;3;INDUSTRIA
R. DOUTOR ANTONIO GOMES;XAXIM;3;INDUSTRIA
R. DOUTOR AUGUSTO LOBO DE MOURA;FAZENDINHA;4;INDUSTRIA
R. DOUTOR BLEY ZORNIG;BOQUEIRÃO;17;INDUSTRIA
R. DOUTOR CARLOS BRUNO BREITHAUPT;JARDIM DAS AMÉRICAS;4;INDUSTRIA
R. DOUTOR CARVALHO CHAVES;PAROLIN;3;INDUSTRIA
R. DOUTOR CORREIA COELHO;JARDIM BOTÂNICO;3;INDUSTRIA
R. DOUTOR DANILO GOMES;BOQUEIRÃO;12;INDUSTRIA
R. DOUTOR EGON ARMANDO KRUEGER;CIDADE INDUSTRIAL;5;INDUSTRIA
R. DOUTOR FAIVRE;CENTRO;7;INDUSTRIA
R. DOUTOR FRANCISCO SOARES;NOVO MUNDO;4;INDUSTRIA
R. DOUTOR HAMILTON PORTUGAL PEREIRA;CAJURU;6;INDUSTRIA
R. DOUTOR HELENO DA SILVEIRA;BOQUEIRÃO;3;INDUSTRIA
R. DOUTOR IVAN FERREIRA DO AMARAL;CIDADE INDUSTRIAL;4;INDUSTRIA
R. DOUTOR JOAQUIM AMARAL;JARDIM DAS AMÉRICAS;4;INDUSTRIA
R. DOUTOR JOSÉ GIOSTRI SOBRINHO;CAJURU;3;INDUSTRIA
R. DOUTOR JOÃO DE PAULA MOURA BRITO;UBERABA;4;INDUSTRIA
R. DOUTOR JOÃO EVANGELISTA ESPINDOLA;TARUMÃ;4;INDUSTRIA
R. DOUTOR JULIO CÉSAR RIBEIRO DE SOUZA;HAUER;5;INDUSTRIA
R. DOUTOR LAURINDO ABELARDO DE BRITO;BOQUEIRÃO;3;INDUSTRIA
R. DOUTOR LAURO GENTIO PORTUGAL TAVARES;SÍTIO CERCADO;6;INDUSTRIA
R. DOUTOR LEOCÁDIO CYSNEIROS CORREA;XAXIM;4;INDUSTRIA
R. DOUTOR LIBANIO ESTANISLAU CARDOSO;CIDADE INDUSTRIAL;8;INDUSTRIA
R. DOUTOR MANOEL LINHARES DE LACERDA;CAPÃO RASO;3;INDUSTRIA
R. DOUTOR MÁRIO JORGE;CIDADE INDUSTRIAL;10;INDUSTRIA
R. DOUTOR PEDROSA;CENTRO;5;INDUSTRIA
R. DOUTOR PLÍNIO GONÇALVES MARQUES;PINHEIRINHO;6;INDUSTRIA
R. DOUTOR REYNALDO MACHADO;PRADO VELHO;5;INDUSTRIA
R. DOUTOR ROBERTO BARROZO;MERCÊS;3;INDUSTRIA
R. DOUTOR SIMÃO KOSSOBUDSKI;BOQUEIRÃO;8;INDUSTRIA
R. DOUTOR SÁTILAS DO AMARAL CAMARGO;TINGUI;4;INDUSTRIA
R. DOUTOR WALDEMIRO PEREIRA;CAPÃO RASO;6;INDUSTRIA
R. DOUTORA WANDA DE AGUIAR HORTA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. DR JOAQUIM I SILVEIRA DA MOTTA;UBERABA;3;INDUSTRIA
R. DR MANOEL FRANCISCO FERREIRA CORREIA;PORTÃO;3;INDUSTRIA
R. DR OTHON ACCIOLY RODRIGUES DA COSTA;CAJURU;3;INDUSTRIA
R. DR. JOSÉ PALÚ;NOVO MUNDO;4;INDUSTRIA
R. DURVAL JUNGLES;PINHEIRINHO;5;INDUSTRIA
R. DURVAL LEOPOLDO LANDAL;CIDADE INDUSTRIAL;5;INDUSTRIA
R. EBANO PEREIRA;CENTRO;6;INDUSTRIA
R. EDGARD CAVALCANTI DE ALBUQUERQUE;SÍTIO CERCADO;4;INDUSTRIA
R. EDMUNDO DE AMICIS;XAXIM;4;INDUSTRIA
R. EDUARDO CARLOS PEREIRA;PORTÃO;3;INDUSTRIA
R. EDUARDO PINTO DA ROCHA;ALTO BOQUEIRÃO;4;INDUSTRIA
R. EDUARDO PINTO DA ROCHA;GANCHINHO;11;INDUSTRIA
R. EDUARDO PINTO DA ROCHA;SÍTIO CERCADO;3;INDUSTRIA
R. EDUARDO PINTO DA ROCHA;UMBARÁ;5;INDUSTRIA
R. EDUARDO SPRADA;CAMPO COMPRIDO;11;INDUSTRIA
R. EDUARDO SPRADA;CIDADE INDUSTRIAL;10;INDUSTRIA
R. EDVINO ANTONIO DEBONI;FAZENDINHA;20;INDUSTRIA
R. ELEONORA FARIA COSTA DA SILVA;CAPÃO RASO;3;INDUSTRIA
R. ELIAS JOAQUIM;PILARZINHO;3;INDUSTRIA
R. ELISEU JOSE HIPOLITO;ALTO BOQUEIRÃO;3;INDUSTRIA
R. ELOY DE ASSIS FABRIS;FANNY;3;INDUSTRIA
R. ELOY DE ASSIS FABRIS;NOVO MUNDO;5;INDUSTRIA
R. EMANOEL VOLUZ;PINHEIRINHO;3;INDUSTRIA
R. EMANUEL KANT;CAPÃO RASO;6;INDUSTRIA
R. EMBAIXADOR JOSÉ CARLOS DE MACEDO SOARES;XAXIM;13;INDUSTRIA
R. EMILIA CHOPACZ;CIDADE INDUSTRIAL;3;INDUSTRIA
R. EMILIANO PERNETA;CENTRO;16;INDUSTRIA
R. EMILIO DE ALMEIDA TORRES;CAMPINA DO SIQUEIRA;3;INDUSTRIA
R. EMILIO ROMANI;CIDADE INDUSTRIAL;8;INDUSTRIA
R. ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;CAPÃO DA IMBUIA;3;INDUSTRIA
R. ENGENHEIRO ANTONIO BATISTA RIBAS;TARUMÃ;3;INDUSTRIA
R. ENGENHEIRO ARIEL VILLAR TACLA;CIDADE INDUSTRIAL;12;INDUSTRIA
R. ENGENHEIRO BENEDITO MARIO DA SILVA;CAJURU;6;INDUSTRIA
R. ENGENHEIRO COSTA BARROS;CAJURU;7;INDUSTRIA
R. ENGENHEIRO DURVAL EDUARDO P DE CARVALHO;BUTIATUVINHA;3;INDUSTRIA
R. ENGENHEIRO EDUARDO AFONSO NADOLNY;CIDADE INDUSTRIAL;7;INDUSTRIA
R. ENGENHEIRO JOÃO BLEY FILHO;PINHEIRINHO;13;INDUSTRIA
R. ENGENHEIRO JÚLIO CÉSAR DE SOUZA ARAÚJO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. ENGENHEIRO NIÉPCE DA SILVA;PORTÃO;6;INDUSTRIA
R. ENGENHEIROS REBOUÇAS;REBOUÇAS;12;INDUSTRIA
R. EPAMINONDAS SANTOS;BAIRRO ALTO;6;INDUSTRIA
R. ERASMO MAEDER;BAIRRO ALTO;3;INDUSTRIA
R. ERNESTO EDMUNDO WEIGERT;BACACHERI;3;INDUSTRIA
R. ESPER JORGE CHUERI;CAJURU;3;INDUSTRIA
R. ESPÍRITO SANTO;GUAÍRA;4;INDUSTRIA
R. ESTADOS UNIDOS;BACACHERI;6;INDUSTRIA
R. ESTANISLAU SELENKO;UMBARÁ;4;INDUSTRIA
R. EUGENIO PAROLIN;PAROLIN;4;INDUSTRIA
R. EUNICE BETTINI BARTOSZECK;UBERABA;7;INDUSTRIA
R. EURICO FONSECA DOS SANTOS;XAXIM;7;INDUSTRIA
R. EURICO JULIO BETTEGA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. EURIDES CÂNDIDO PINHEIRO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. EVARISTO DA VEIGA;BOQUEIRÃO;7;INDUSTRIA
R. EWALDO NICKEL;UBERABA;3;INDUSTRIA
R. EXPEDICIONÁRIO FRANCISCO A DE OLIVEIRA;ALTO BOQUEIRÃO;6;INDUSTRIA
R. FAGUNDES VARELA;BACACHERI;8;INDUSTRIA
R. FAGUNDES VARELA;JARDIM SOCIAL;3;INDUSTRIA
R. FANNY HAUER;HAUER;3;INDUSTRIA
R. FERDINANDO DARIF;CAMPINA DO SIQUEIRA;3;INDUSTRIA
R. FERDINANDO MIRAGLIA;CIDADE INDUSTRIAL;7;INDUSTRIA
R. FERNANDES DE BARROS;ALTO DA RUA XV;4;INDUSTRIA
R. FERNANDES DE BARROS;HUGO LANGE;4;INDUSTRIA
R. FERNANDES VIEIRA;CAPÃO RASO;4;INDUSTRIA
R. FERNANDO AMARO;ALTO DA RUA XV;5;INDUSTRIA
R. FERNANDO CORRÊA DE AZEVEDO;SANTA FELICIDADE;3;INDUSTRIA
R. FERNANDO DE NORONHA;BOA VISTA;5;INDUSTRIA
R. FERNANDO DE NORONHA;SANTA CÂNDIDA;5;INDUSTRIA
R. FERNANDO DE SOUZA COSTA;FAZENDINHA;3;INDUSTRIA
R. FERNANDO SIMAS;BIGORRILHO;6;INDUSTRIA
R. FIORAVANTE SLAVIERO;NOVO MUNDO;7;INDUSTRIA
R. FRANCISCO ADER;NOVO MUNDO;3;INDUSTRIA
R. FRANCISCO ALVES GUIMARAES;CRISTO REI;4;INDUSTRIA
R. FRANCISCO CECCON;ALTO BOQUEIRÃO;5;INDUSTRIA
R. FRANCISCO DALLALIBERA;SANTA FELICIDADE;6;INDUSTRIA
R. FRANCISCO DAS CHAGAS LOPES;BOA VISTA;4;INDUSTRIA
R. FRANCISCO DE CAMARGO PINTO;CAPÃO RASO;4;INDUSTRIA
R. FRANCISCO DE CAMARGO PINTO;PINHEIRINHO;3;INDUSTRIA
R. FRANCISCO DE PAULA GUIMARÃES;AHÚ;3;INDUSTRIA
R. FRANCISCO DEROSSO;ALTO BOQUEIRÃO;3;INDUSTRIA
R. FRANCISCO DEROSSO;XAXIM;25;INDUSTRIA
R. FRANCISCO FRUET;NOVO MUNDO;6;INDUSTRIA
R. FRANCISCO GUILHERME BAHR;TINGUI;5;INDUSTRIA
R. FRANCISCO MORO;PORTÃO;3;INDUSTRIA
R. FRANCISCO MOTA MACHADO;CAPÃO DA IMBUIA;6;INDUSTRIA
R. FRANCISCO NUNES;PRADO VELHO;11;INDUSTRIA
R. FRANCISCO NUNES;REBOUÇAS;3;INDUSTRIA
R. FRANCISCO PAROLIN;PAROLIN;7;INDUSTRIA
R. FRANCISCO RAITANI;CAPÃO RASO;3;INDUSTRIA
R. FRANCISCO ROCHA;BATEL;6;INDUSTRIA
R. FRANCISCO ROCHA;BIGORRILHO;4;INDUSTRIA
R. FRANCISCO SOBANIA;CIDADE INDUSTRIAL;6;INDUSTRIA
R. FRANCISCO TIMOTEO DE SIMAS;UBERABA;5;INDUSTRIA
R. FRANCISCO TORRES;CENTRO;5;INDUSTRIA
R. FRANCISCO ZANICOTTI SOBRINHO;SANTA CÂNDIDA;3;INDUSTRIA
R. FREDERICO CANTARELLI;BIGORRILHO;3;INDUSTRIA
R. FREDERICO MAURER;BOQUEIRÃO;11;INDUSTRIA
R. FREDERICO MAURER;HAUER;9;INDUSTRIA
R. FREI GASPAR DA MADRE DE DEUS;NOVO MUNDO;6;INDUSTRIA
R. FREI HENRIQUE DE COIMBRA;HAUER;5;INDUSTRIA
R. FREI LIVIO PANIZZA;CIDADE INDUSTRIAL;5;INDUSTRIA
R. FÁTIMA BARK;CAPÃO RASO;3;INDUSTRIA
R. GABRIEL CORISCO DOMINGUES;BOQUEIRÃO;7;INDUSTRIA
R. GABRIEL FRECCEIRO DE MIRANDA;XAXIM;5;INDUSTRIA
R. GABRIEL RIBEIRO;SÍTIO CERCADO;5;INDUSTRIA
R. GARDENIO SCORZATO;PILARZINHO;4;INDUSTRIA
R. GARDENIO SCORZATO;VISTA ALEGRE;3;INDUSTRIA
R. GARUVA;CIDADE INDUSTRIAL;5;INDUSTRIA
R. GASTAO LUIZ CRULS;ATUBA;4;INDUSTRIA
R. GASTÃO CÂMARA;BIGORRILHO;6;INDUSTRIA
R. GENERAL MARIO TOURINHO;CAMPINA DO SIQUEIRA;3;INDUSTRIA
R. GENERAL MARIO TOURINHO;SEMINÁRIO;6;INDUSTRIA
R. GENERAL POTIGUARA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. GENERAL POTIGUARA;FAZENDINHA;7;INDUSTRIA
R. GENERAL POTIGUARA;NOVO MUNDO;15;INDUSTRIA
R. GEORGINO PIOLI RIBEIRO;XAXIM;3;INDUSTRIA
R. GERALDO WARKENTIN;ALTO BOQUEIRÃO;3;INDUSTRIA
R. GERONIMO MURARO;SANTA FELICIDADE;4;INDUSTRIA
R. GINO BENUZZI;CIDADE INDUSTRIAL;3;INDUSTRIA
R. GOIANIA;CAJURU;5;INDUSTRIA
R. GONCALVES DIAS;BATEL;3;INDUSTRIA
R. GOUBER PINTO DIONÍSIO;CIDADE INDUSTRIAL;3;INDUSTRIA
R. GOVERNADOR AGAMENON MAGALHÃES;CRISTO REI;3;INDUSTRIA
R. GRA NICCO;MOSSUNGUÊ;4;INDUSTRIA
R. GUABIROTUBA;PRADO VELHO;3;INDUSTRIA
R. GUAIANAZES;VILA IZABEL;5;INDUSTRIA
R. GUAPIRAMA;FAZENDINHA;3;INDUSTRIA
R. GUGLIELMO MARCONI;BAIRRO ALTO;7;INDUSTRIA
R. GUIDO SCOTTI;TINGUI;3;INDUSTRIA
R. GUILHERME FUGMANN;CIDADE INDUSTRIAL;3;INDUSTRIA
R. GUILHERME IHLENFELDT;BACACHERI;3;INDUSTRIA
R. GUILHERME IHLENFELDT;TINGUI;5;INDUSTRIA
R. GUSTAVO RATTMAN;BACACHERI;5;INDUSTRIA
R. HASDRUBAL BELLEGARD;CIDADE INDUSTRIAL;9;INDUSTRIA
R. HASSIB JEZZINI;FANNY;4;INDUSTRIA
R. HAYTON DA SILVA PEREIRA;CAPÃO DA IMBUIA;9;INDUSTRIA
R. HEDWIRGES SOPHIA WALESKO;XAXIM;3;INDUSTRIA
R. HEITOR BAGGIO VIDAL;BAIRRO ALTO;4;INDUSTRIA
R. HEITOR STOCKLER DE FRANÇA;CENTRO CÍVICO;13;INDUSTRIA
R. HELENA C S CORREA;PINHEIRINHO;6;INDUSTRIA
R. HELLEN KELLER;CAPÃO RASO;3;INDUSTRIA
R. HENRIQUE ITIBERÊ DA CUNHA;BOM RETIRO;5;INDUSTRIA
R. HENRIQUE PEREIRA DE CAMARGO;PINHEIRINHO;3;INDUSTRIA
R. HERBERT NEAL;SANTA QUITÉRIA;3;INDUSTRIA
R. HERMENEGILDO BONAT;XAXIM;4;INDUSTRIA
R. HERMINIO CARDOSO;TINGUI;4;INDUSTRIA
R. HILDA CADILHE DE OLIVEIRA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. HIPÓLITO DA COSTA;BOQUEIRÃO;8;INDUSTRIA
R. HUGO GUSSO;CAPÃO RASO;5;INDUSTRIA
R. HUMBERTO CEZARINO;SANTA CÂNDIDA;3;INDUSTRIA
R. HUMBERTO CICCARINO;XAXIM;4;INDUSTRIA
R. HUMBERTO DE CAMPOS;PILARZINHO;5;INDUSTRIA
R. HUMBERTO GERONASSO;BARREIRINHA;3;INDUSTRIA
R. HUMBERTO HIGINO PAROLIN;XAXIM;5;INDUSTRIA
R. HÉLIO DIRCEU WOITIKIW;PINHEIRINHO;3;INDUSTRIA
R. IAPO;PRADO VELHO;7;INDUSTRIA
R. IAPO;REBOUÇAS;5;INDUSTRIA
R. IBAITÍ;SÍTIO CERCADO;5;INDUSTRIA
R. IGNEZ DE SOUZA SOARES;TATUQUARA;5;INDUSTRIA
R. ILDEFONSO STOCKLER DE FRANÇA;NOVO MUNDO;3;INDUSTRIA
R. ILNAH PACHECO SECUNDINO DE OLIVEIRA;CIDADE INDUSTRIAL;11;INDUSTRIA
R. IMACULADA CONCEIÇÃO;PRADO VELHO;7;INDUSTRIA
R. IMACULADA CONCEIÇÃO;REBOUÇAS;4;INDUSTRIA
R. INACIO LUSTOSA;SÃO FRANCISCO;6;INDUSTRIA
R. INAJÁ;PINHEIRINHO;3;INDUSTRIA
R. IPIRANGA;CAPÃO RASO;3;INDUSTRIA
R. IRENO MARCHESINI;BOQUEIRÃO;10;INDUSTRIA
R. IRINEU GONÇALVES PADILHA FILHO;CIDADE INDUSTRIAL;5;INDUSTRIA
R. IRMÃ FLÁVIA BORLET;HAUER;3;INDUSTRIA
R. IRMÃ MARIA LEONTINA DE ASSIS;CIDADE INDUSTRIAL;3;INDUSTRIA
R. IRMÃ MARIA LÚCIA ROLAND;BOQUEIRÃO;4;INDUSTRIA
R. IRMÃ MARIA LÚCIA ROLAND;HAUER;3;INDUSTRIA
R. IRMÃ MARIA PINHEIRO ARAUJO;BOQUEIRÃO;7;INDUSTRIA
R. IRMÃO LUIZ VICENTE;CAJURU;3;INDUSTRIA
R. ISAIAS REGIS DE MIRANDA;BOQUEIRÃO;4;INDUSTRIA
R. ISAIAS REGIS DE MIRANDA;HAUER;8;INDUSTRIA
R. ITACOLOMI;PORTÃO;3;INDUSTRIA
R. ITAJUBÁ;PORTÃO;4;INDUSTRIA
R. ITATIAIA;PORTÃO;7;INDUSTRIA
R. ITUPAVA;ALTO DA RUA XV;7;INDUSTRIA
R. ITUPAVA;HUGO LANGE;3;INDUSTRIA
R. IVAIPORÃ;ALTO BOQUEIRÃO;4;INDUSTRIA
R. IZAAC FERREIRA DA CRUZ;PINHEIRINHO;3;INDUSTRIA
R. IZAAC FERREIRA DA CRUZ;SÍTIO CERCADO;16;INDUSTRIA
R. IZIDORO SIEDELISKI;NOVO MUNDO;3;INDUSTRIA
R. IZIDORO WOSCH;SANTA CÂNDIDA;3;INDUSTRIA
R. JACARÉZINHO;MERCÊS;10;INDUSTRIA
R. JACINTO ANTUNES DA SILVA;ÁGUA VERDE;3;INDUSTRIA
R. JACOB PAYKALA;ATUBA;3;INDUSTRIA
R. JAIME COSTA;PRADO VELHO;5;INDUSTRIA
R. JAIME RODRIGUES DA ROCHA;CAPÃO RASO;4;INDUSTRIA
R. JAIR COELHO;CIDADE INDUSTRIAL;4;INDUSTRIA
R. JARDIM ALEGRE;SÍTIO CERCADO;5;INDUSTRIA
R. JERUSALÉM;ALTO BOQUEIRÃO;3;INDUSTRIA
R. JESUS FRANCISCO DA ROCHA;TATUQUARA;3;INDUSTRIA
R. JOAO BETTEGA;CIDADE INDUSTRIAL;32;INDUSTRIA
R. JOAO BETTEGA;FAZENDINHA;12;INDUSTRIA
R. JOAO BETTEGA;PORTÃO;23;INDUSTRIA
R. JOAQUIM CAETANO DA SILVA;PORTÃO;5;INDUSTRIA
R. JOAQUIM DA COSTA RIBEIRO;ATUBA;3;INDUSTRIA
R. JOAQUIM DA COSTA RIBEIRO;BAIRRO ALTO;3;INDUSTRIA
R. JOAQUIM DE FREITAS;BOQUEIRÃO;6;INDUSTRIA
R. JOAQUIM SIMÕES;PINHEIRINHO;3;INDUSTRIA
R. JOEL PEDRINI;UBERABA;3;INDUSTRIA
R. JORDÂNIA;CAJURU;4;INDUSTRIA
R. JORGE COLERAUS BARBOSA;PINHEIRINHO;3;INDUSTRIA
R. JORGE DANIEL CORDEIRO;XAXIM;3;INDUSTRIA
R. JORGE SIMÃO;ALTO BOQUEIRÃO;4;INDUSTRIA
R. JORGE TORTATO;CAMPO DE SANTANA;3;INDUSTRIA
R. JOSE BAJERSKI;ABRANCHES;3;INDUSTRIA
R. JOSE CASAGRANDE;VISTA ALEGRE;7;INDUSTRIA
R. JOSE FERNANDES MALDONADO;BAIRRO ALTO;3;INDUSTRIA
R. JOSE GIRALDI;CAJURU;3;INDUSTRIA
R. JOSE MENDES SOBRINHO;CIDADE INDUSTRIAL;29;INDUSTRIA
R. JOSE RISSETO;SANTA FELICIDADE;5;INDUSTRIA
R. JOSÉ ALCIDES DE LIMA;CAPÃO RASO;3;INDUSTRIA
R. JOSÉ ALCIDES DE LIMA;NOVO MUNDO;3;INDUSTRIA
R. JOSÉ ANTUNES FERREIRA;CIDADE INDUSTRIAL;4;INDUSTRIA
R. JOSÉ BASSA;SÍTIO CERCADO;4;INDUSTRIA
R. JOSÉ BATISTA DOS SANTOS;CIDADE INDUSTRIAL;6;INDUSTRIA
R. JOSÉ BRUM;XAXIM;3;INDUSTRIA
R. JOSÉ CADILHE;ÁGUA VERDE;3;INDUSTRIA
R. JOSÉ DAS CHAGAS LIMA;SANTA FELICIDADE;3;INDUSTRIA
R. JOSÉ DE OLIVEIRA FRANCO;BAIRRO ALTO;14;INDUSTRIA
R. JOSÉ DRULLA SOBRINHO;UBERABA;3;INDUSTRIA
R. JOSÉ FABIANO BARCIK;CAJURU;5;INDUSTRIA
R. JOSÉ FERNANDES ALVES;UBERABA;3;INDUSTRIA
R. JOSÉ FERREIRA DE BARROS;FANNY;4;INDUSTRIA
R. JOSÉ GIANINNI PANCETTI;GUABIROTUBA;3;INDUSTRIA
R. JOSÉ GOMES DE ABREU;CAPÃO RASO;3;INDUSTRIA
R. JOSÉ GUERCHESKI;BOQUEIRÃO;6;INDUSTRIA
R. JOSÉ HAUER;BOQUEIRÃO;16;INDUSTRIA
R. JOSÉ HAUER;UBERABA;12;INDUSTRIA
R. JOSÉ JOÃO FERREIRA DE LIMA;CIDADE INDUSTRIAL;3;INDUSTRIA
R. JOSÉ LOUREIRO;CENTRO;8;INDUSTRIA
R. JOSÉ MANOEL VOLUZ;PINHEIRINHO;4;INDUSTRIA
R. JOSÉ MARIA PINHEIRO LIMA;XAXIM;4;INDUSTRIA
R. JOSÉ MERHY;BOA VISTA;4;INDUSTRIA
R. JOSÉ NICCO;MOSSUNGUÊ;4;INDUSTRIA
R. JOSÉ OSIRES BAGLIOLI;XAXIM;3;INDUSTRIA
R. JOSÉ PEIXOTO DE LACERDA WERNECK;BOQUEIRÃO;3;INDUSTRIA
